Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,,,58.7%,225,89.8%,100.0,免费评估
2,牛津大学University of Oxford,,,51.8%,208,83.9%,94.6,免费评估
3,伦敦大学学院University College London,75.8%,67.7%,57.7%,206,89.2%,94.5,免费评估
4,伦敦政治经济学院The London School of Economics and Political Science,71.2%,67.9%,64.5%,209,85.8%,93.7,免费评估
5,阿伯丁大学University of Aberdeen,83.7%,84.6%,20.9%,198,90.2%,92.9,免费评估
6,格拉斯哥大学University of Glasgow,74.7%,78.5%,33.8%,233,84.5%,92.6,免费评估
7,杜伦大学Durham University,79.6%,75.9%,32.8%,209,86.0%,92.2,免费评估
8,邓迪大学University of Dundee,87.0%,86.0%,16.3%,184,89.4%,92.1,免费评估
9,爱丁堡大学The University of Edinburgh,74.0%,76.0%,40.8%,198,85.4%,91.2,免费评估
10,利兹大学University of Leeds,82.7%,87.7%,40.1%,169,79.2%,91.1,免费评估
11,诺丁汉大学University of Nottingham,74.6%,74.4%,45.2%,181,86.3%,90.9,免费评估
11,肯特大学University of Kent,81.7%,83.8%,43.9%,148,84.6%,90.9,免费评估
13,布里斯托大学University of Bristol,75.8%,71.5%,50.5%,188,79.3%,90.3,免费评估
14,伦敦国王学院King's College London,69.1%,67.9%,39.2%,205,87.0%,89.8,免费评估
15,思克莱德大学University of Strathclyde,69.9%,68.6%,29.4%,214,88.5%,89.6,免费评估
16,斯特林大学University of Stirling,86.8%,85.3%,19.4%,172,80.1%,89.2,免费评估
17,兰卡斯特大学Lancaster University,70.4%,71.6%,38.9%,152,93.5%,88.8,免费评估
18,约克大学The University of York,76.5%,78.2%,30.3%,175,81.7%,88.2,免费评估
19,埃克塞特大学University of Exeter,77.3%,75.8%,21.4%,173,86.9%,88.0,免费评估
20,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,82.3%,79.6%,1.8%,182,86.0%,87.2,免费评估
21,英国女王大学Queen's University Belfast,69.0%,67.7%,40.3%,153,87.6%,86.8,免费评估
