Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,Harvard University,UnitedStates,100.0,84.6,60.0,100.0,100.0,398.3,免费评估
2,Stanford University,UnitedStates,88.8,85.4,56.1,90.8,48.5,320.9,免费评估
3,"University of California, Berkeley",UnitedStates,76.0,77.7,63.2,84.4,64.2,307.7,免费评估
4,University of North Carolina at Chapel Hill,UnitedStates,88.7,64.2,55.3,95.5,34.3,300.5,免费评估
5,Columbia University,UnitedStates,83.4,89.5,62.0,70.7,48.5,295.3,免费评估
6,Duke University,UnitedStates,80.1,72.1,56.5,90.8,42.0,294.8,免费评估
7,University of Pennsylvania,UnitedStates,73.8,78.1,47.5,94.9,42.0,291.3,免费评估
8,University of Wisconsin - Madison,UnitedStates,69.4,100.0,61.5,65.2,48.5,274.0,免费评估
9,University of Chicago,UnitedStates,69.6,84.5,56.7,75.0,42.0,269.2,免费评估
10,Princeton University,UnitedStates,54.1,100.0,63.1,82.2,48.5,268.1,免费评估
11,University of Toronto,Canada,66.5,92.2,79.0,48.7,64.2,266.7,免费评估
12,Johns Hopkins University,UnitedStates,68.5,86.4,54.4,68.0,42.0,261.4,免费评估
13,Carnegie Mellon University,UnitedStates,60.2,71.8,56.8,75.0,54.2,261.0,免费评估
14,University of Michigan-Ann Arbor,UnitedStates,89.0,77.3,58.9,82.2,0.0,260.2,免费评估
15,"University of California, Los Angeles",UnitedStates,69.7,76.9,61.8,55.9,48.5,253.5,免费评估
16,Texas A&M University,UnitedStates,69.7,66.0,68.7,84.4,24.3,253.0,免费评估
17,Swiss Federal Institute of Technology Zurich,Switzerland,65.6,100.0,76.2,47.4,48.5,251.9,免费评估
18,剑桥大学University of Cambridge,UnitedKingdom,78.6,86.5,72.6,73.3,0.0,241.7,免费评估
19,University of Washington,UnitedStates,84.0,69.8,52.3,71.6,0.0,237.8,免费评估
20,North Carolina State University - Raleigh,UnitedStates,70.7,66.6,51.9,82.9,0.0,227.4,免费评估
21,"University of Minnesota, Twin Cities",UnitedStates,73.6,67.3,57.1,75.8,0.0,225.6,免费评估
22,National University of Singapore,Singapore,71.8,72.0,89.7,71.6,0.0,224.2,免费评估
23,Pennsylvania State University - University Park,UnitedStates,68.2,71.8,61.1,74.2,0.0,218.5,免费评估
24,华威大学The University of Warwick,UnitedKingdom,74.2,70.6,78.7,57.0,0.0,211.5,免费评估
25,Sorbonne University,France,77.4,72.1,67.1,50.0,0.0,208.8,免费评估
26,"University of California, Davis",UnitedStates,61.9,66.6,62.1,75.8,0.0,208.2,免费评估
27,Massachusetts Institute of Technology (MIT),UnitedStates,63.4,99.6,66.8,54.8,0.0,206.3,免费评估
28,Yale University,UnitedStates,63.9,79.7,62.6,64.2,0.0,206.2,免费评估
29,The University of Texas at Austin,UnitedStates,52.9,71.2,61.6,60.2,24.3,205.6,免费评估
30,牛津大学University of Oxford,UnitedKingdom,78.1,73.2,78.5,41.8,0.0,203.4,免费评估
31,Purdue University - West Lafayette,UnitedStates,57.4,61.7,53.0,54.8,24.3,201.3,免费评估
32,伦敦大学学院University College London,UnitedKingdom,64.8,92.2,75.0,50.0,0.0,200.8,免费评估
33,The University of Melbourne,Australia,61.7,78.7,80.5,53.6,0.0,193.6,免费评估
34,The Ohio State University - Columbus,UnitedStates,63.2,78.4,54.8,46.1,0.0,185.5,免费评估
35,University of Waterloo,Canada,68.8,56.5,76.8,44.7,0.0,183.9,免费评估
36,University of Southern California,UnitedStates,57.5,76.8,61.2,52.4,0.0,183.3,免费评估
37,Cornell University,UnitedStates,59.2,67.9,66.9,51.2,0.0,180.7,免费评估
38,The University of Hong Kong,China-HongKong,63.4,67.7,63.7,44.7,0.0,180.0,免费评估
39,Peking University,China,49.9,75.3,80.2,59.2,0.0,179.7,免费评估
40,The University of Texas M. D. Anderson Cancer Center,UnitedStates,58.1,63.1,49.8,54.8,0.0,178.5,免费评估
41,New York University,UnitedStates,63.0,68.9,66.3,40.3,0.0,176.0,免费评估
41,"Rutgers, The State University of New Jersey - New Brunswick",UnitedStates,56.4,59.2,69.9,54.8,0.0,176.0,免费评估
43,巴斯大学University of Bath,UnitedKingdom,44.5,79.0,79.6,27.4,34.3,175.9,免费评估
44,伦敦政治经济学院The London School of Economics and Political Science,UnitedKingdom,54.1,70.8,78.0,51.2,0.0,175.6,免费评估
45,布里斯托大学University of Bristol,UnitedKingdom,54.6,90.4,62.5,41.8,0.0,175.2,免费评估
46,Seoul National University,SouthKorea,57.9,67.1,79.6,43.3,0.0,171.7,免费评估
47,University of Illinois at Urbana-Champaign,UnitedStates,54.9,63.7,59.8,51.2,0.0,171.4,免费评估
48,University of Iowa,UnitedStates,53.5,96.4,58.3,37.1,0.0,171.3,免费评估
49,University of Florida,UnitedStates,55.4,61.3,53.6,51.2,0.0,170.4,免费评估
50,University of Bochum,Germany,52.1,56.3,66.4,55.9,0.0,168.9,免费评估
