Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,,,44.6%,201,91.7%,100.0,免费评估
2,杜伦大学Durham University,85.1%,77.5%,56.6%,190,87.6%,98.6,免费评估
3,兰卡斯特大学Lancaster University,94.5%,87.3%,53.0%,160,85.1%,97.9,免费评估
4,埃克塞特大学University of Exeter,89.5%,86.1%,38.9%,176,85.8%,95.7,免费评估
5,牛津大学University of Oxford,,,46.7%,200,84.8%,95.1,免费评估
6,圣安德鲁斯大学University of St Andrews,96.7%,93.3%,28.9%,169,75.9%,93.7,免费评估
7,布里斯托大学University of Bristol,,,36.0%,179,82.4%,93.4,免费评估
8,爱丁堡大学The University of Edinburgh,85.8%,85.1%,43.2%,172,71.9%,92.4,免费评估
9,利兹大学University of Leeds,85.4%,87.1%,44.4%,158,76.1%,92.3,免费评估
10,诺丁汉大学University of Nottingham,94.0%,90.0%,43.9%,157,64.1%,91.9,免费评估
11,伯明翰大学University of Birmingham,87.3%,79.1%,36.2%,151,84.3%,91.5,免费评估
12,斯特林大学University of Stirling,78.1%,73.5%,29.8%,170*,83.0%*,89.0,免费评估
13,伦敦国王学院King's College London,,,37.1%,161,68.9%,87.2,免费评估
14,谢菲尔德大学The University of Sheffield,,,25.3%,146,74.2%,86.6,免费评估
14,伦敦大学亚非学院SOAS University of London,,,34.1%,141,75.4%,86.6,免费评估
14,格拉斯哥大学University of Glasgow,89.4%,91.5%,21.4%,,66.0%,86.6,免费评估
17,曼彻斯特大学The University of Manchester,,,37.2%,141,66.4%,86.0,免费评估
18,肯特大学University of Kent,78.8%,75.6%,44.1%,122,70.8%,85.3,免费评估
19,阿伯丁大学University of Aberdeen,72.0%,66.9%,39.9%,145,74.1%,84.7,免费评估
20,利物浦霍普大学Liverpool Hope University,85.9%,85.3%,17.7%,110,75.5%,83.1,免费评估
21,利兹圣三一大学Leeds Trinity University,89.2%,86.1%,9.9%,102,72.6%,81.2,免费评估
22,纽曼大学Newman University,94.6%,85.2%,3.5%,105,70.0%,81.0,免费评估
23,英国女王大学Queen's University Belfast,77.8%,78.9%,,141,79.0%,80.8,免费评估
24,卡迪夫大学Cardiff University,77.6%,74.3%,33.5%,142,51.3%,80.7,免费评估
25,"特威克南圣玛丽大学St Mary's, Twickenham",86.2%,80.2%,9.4%,107,74.3%,80.6,免费评估
26,罗汉普顿大学Roehampton University,75.7%,75.2%,24.3%,110,68.8%,79.4,免费评估
26,切斯特大学University of Chester,88.7%,83.0%,11.1%,109,61.6%,79.4,免费评估
28,奇切斯特大学University of Chichester,86.5%,88.1%,,105,72.4%,79.2,免费评估
29,格罗斯泰斯特主教大学Bishop Grosseteste University,77.0%,65.7%,,102,88.9%,77.8,免费评估
29,坎特伯雷大学Canterbury Christ Church University,92.8%,83.7%,16.3%,97,49.2%,77.8,免费评估
31,巴斯斯巴大学Bath Spa University,96.5%,93.2%,8.3%,108,42.0%,77.7,免费评估
32,约克圣约翰大学York St John University,85.6%,80.9%,4.8%,116,52.6%,76.1,免费评估
33,南威尔士大学The University of South Wales,84.1%,80.4%,,132,49.0%,75.5,免费评估
34,圣大卫三一学院University of Wales Trinity Saint David,71.6%,57.9%,30.0%,124,47.2%,74.7,免费评估
35,温切斯特大学University of Winchester,61.9%,52.4%,18.0%,116,70.7%,73.7,免费评估
36,格罗斯特大学University of Gloucestershire,82.7%,78.2%,6.9%,110,45.0%,73.4,免费评估
