Rank,University,Country,Score,Free
176,Scuola Normale Superiore di Pisa,Italy,31.0,免费评估
178,University of Lisbon,Portugal,30.6,免费评估
179,McMaster University,Canada,30.5,免费评估
179,Osaka University,Japan,30.5,免费评估
181,Ghent University,Belgium,30.3,免费评估
182,Seoul National University,South Korea,30.1,免费评估
183,佐治亚理工学院Georgia Institute of Technology,United States,29.7,免费评估
184,中央兰开夏大学University of Central Lancashire,United Kingdom,29.4,免费评估
185,University of Naples Federico II,Italy,29.2,免费评估
186,University of Wyoming,United States,28.8,免费评估
187,基尔大学Keele University,United Kingdom,28.6,免费评估
188,University of Pisa,Italy,28.4,免费评估
188,范德堡大学Vanderbilt University,United States,28.4,免费评估
190,新南威尔士大学The University of New South Wales,Australia,28.2,免费评估
191,波士顿大学Boston Universiy,United States,27.8,免费评估
192,Ruhr University Bochum,Germany,27.0,免费评估
193,Technical University of Munich,Germany,26.9,免费评估
194,University of Potsdam,Germany,26.5,免费评估
195,University of Orleans,France,26.4,免费评估
196,Georgia State University,United States,26.1,免费评估
196,University of Erlangen Nuremberg,Germany,26.1,免费评估
196,利兹大学University of Leeds,United Kingdom,26.1,免费评估
199,University of Alabama--Huntsville,United States,25.8,免费评估
199,University of Cologne,Germany,25.8,免费评估
