Ranking,University Name,Guardian score,Satisfied with course,Satisfied with teaching,Satisfied with feedback,Student:staff ratio,Spend per student,Average entry tariff,Value-added score,Career after 6 mths,Free
1,英国女王大学Queen's University Belfast,100.0,95.0,95.0,81.0,11.4,7,374,10,-,免费评估
2,爱丁堡大学The University of Edinburgh,96.6,68.7,84.2,74.6,9.5,10,415,8,-,免费评估
3,约克大学The University of York,92.5,85.1,92.5,66.3,17.1,10,445,6,60,免费评估
4,米德塞斯大学Middlesex University,90.3,90.0,88.9,80.0,13.5,9,300,6,70,免费评估
5,雷丁大学University of Reading,89.6,95.0,94.3,75.8,11.7,8,359,8,-,免费评估
6,考文垂大学Coventry University,89.2,94.9,95.5,86.6,-,6,359,7,-,免费评估
7,格拉斯哥大学University of Glasgow,88.4,87.0,88.7,72.7,14.2,6,461,7,-,免费评估
8,罗汉普顿大学Roehampton University,81.5,81.0,86.5,76.3,10.3,8,273,5,67,免费评估
9,德比大学University of Derby,80.4,82.0,88.5,81.0,14,7,341,6,59,免费评估
10,波尔顿大学University of Bolton,79.8,87.9,89.8,81.2,12.8,-,293,6,57,免费评估
11,法尔茅斯大学Falmouth University,79.6,74.0,74.2,65.4,15.6,8,323,8,76,免费评估
11,利兹艺术学院Leeds College of Art,79.6,90.9,95.5,84.3,11.3,3,360,5,-,免费评估
13,桑德兰大学University of Sunderland,77.6,94.0,95.8,95.0,20.1,8,279,8,-,免费评估
14,龙比亚大学Napier University,77.4,80.2,87.8,71.0,12.9,3,424,6,-,免费评估
15,阿伯丁大学University of Aberdeen,76.2,97.0,94.8,74.5,-,4,408,6,-,免费评估
16,西英格兰大学University of the West of England,74.6,78.0,87.2,74.5,15.4,8,330,7,52,免费评估
17,格罗斯特大学University of Gloucestershire,74.3,84.0,89.6,79.3,19.4,5,348,10,38,免费评估
18,西苏格兰大学University of the West of Scotland,72.2,90.2,91.0,71.1,22.9,3,389,9,51,免费评估
19,伦敦艺术大学University of the Arts London,71.1,62.6,67.2,66.5,12.6,10,322,7,56,免费评估
20,利兹大学University of Leeds,71.0,72.3,85.3,61.9,16.9,4,417,8,-,免费评估
21,泰晤士河谷大学Thames Valley University,70.5,65.0,71.3,64.8,8.4,8,293,6,55,免费评估
22,朴茨茅斯大学University of Portsmouth,69.7,82.8,84.0,77.0,19.8,5,350,8,54,免费评估
23,诺丁汉大学University of Nottingham,69.4,79.8,86.8,77.4,15.1,2,360,5,-,免费评估
24,伦敦大学皇家霍洛威学院Royal Holloway University of London,68.2,71.7,85.0,69.4,12.9,7,383,4,-,免费评估
25,阿尔斯特大学University of Ulster,67.4,85.0,89.4,84.8,12,4,268,5,-,免费评估
26,利物浦约翰摩尔斯大学Liverpool John Moores University,67.0,80.0,88.5,74.1,18.5,3,336,8,-,免费评估
27,斯塔福德郡大学Staffordshire University,66.7,81.2,89.4,80.0,14.9,3,272,8,44,免费评估
28,巴斯斯巴大学Bath Spa University,66.5,81.2,90.2,74.9,15.7,8,336,4,-,免费评估
29,新白金汉大学Buckinghamshire New University,65.8,88.0,90.5,77.3,11.9,3,234,8,49,免费评估
30,诺里奇艺术大学Norwich University of the Arts,65.0,79.0,80.0,74.8,17.9,2,336,7,65,免费评估
31,林肯大学University of Lincoln,62.8,70.0,91.2,79.0,12.9,5,326,3,-,免费评估
32,Plymouth College of Art,62.2,80.8,85.8,74.0,10.9,2,310,3,-,免费评估
33,谢菲尔德哈莱姆大学Sheffield Hallam University,62.0,83.8,87.5,77.3,13.4,5,302,6,42,免费评估
34,布鲁内尔大学Brunel University,61.8,88.1,85.3,77.1,8.9,7,337,2,33,免费评估
35,德蒙福特大学De Montfort University,59.8,82.0,87.0,77.4,18,4,317,3,-,免费评估
36,切斯特大学University of Chester,59.6,82.0,77.3,65.3,9.6,6,311,2,-,免费评估
37,金斯顿大学Kingston University,59.5,65.0,78.1,60.8,13.6,8,288,7,52,免费评估
38,贝德福德大学University of Bedfordshire,59.1,84.0,84.9,84.2,13.4,6,223,-,-,免费评估
39,威斯敏斯特大学University of Westminster,58.6,74.0,85.0,74.7,19.2,4,307,8,44,免费评估
40,创意艺术大学University for the Creative Arts,57.0,73.3,79.1,66.7,14.5,8,312,4,42,免费评估
41,诺丁汉特伦特大学Nottingham Trent University,56.7,65.7,79.5,70.2,14.7,4,338,3,56,免费评估
42,伯恩茅斯艺术大学Arts University Bournemouth,56.0,72.7,75.8,65.0,18,4,331,3,61,免费评估
43,普利茅斯大学University of Plymouth,55.8,77.0,83.5,75.4,15.2,7,320,6,31,免费评估
44,中央兰开夏大学University of Central Lancashire,55.7,73.0,79.8,64.7,17.5,8,318,4,50,免费评估
