Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,拉夫堡大学Loughborough University,84.4%,88.1%,40.6%,155,,100.0,免费评估
2,兰卡斯特大学Lancaster University,77.1%,79.6%,51.4%,156,74.5%,97.9,免费评估
3,谢菲尔德大学The University of Sheffield,76.4%,74.1%,26.8%,153,95.5%,96.9,免费评估
4,杜伦大学Durham University,80.4%,76.1%,28.7%,161,71.8%,95.4,免费评估
5,诺丁汉大学University of Nottingham,80.0%,78.8%,43.5%,144,68.2%,95.2,免费评估
6,曼彻斯特大学The University of Manchester,79.2%,76.7%,27.2%,158,70.3%,94.4,免费评估
7,斯旺西大学Swansea University,85.2%,83.8%,20.4%,134,74.4%,94.1,免费评估
7,肯特大学University of Kent,76.4%,77.9%,59.0%,123,69.4%,94.1,免费评估
7,伯明翰大学University of Birmingham,77.2%,73.1%,40.1%,155,,94.1,免费评估
10,利兹大学University of Leeds,77.1%,71.8%,40.1%,156,65.3%,93.8,免费评估
11,斯特林大学University of Stirling,79.1%,74.5%,33.8%,167,55.6%,93.4,免费评估
12,约克大学The University of York,76.2%,75.2%,47.5%,148,57.1%,92.7,免费评估
13,埃塞克斯大学University of Essex,78.4%,78.6%,44.3%,113,73.3%,92.3,免费评估
13,萨塞克斯大学University of Sussex,81.1%,77.6%,27.9%,141,64.7%,92.3,免费评估
15,南安普顿大学University of Southampton,74.7%,74.2%,52.8%,144,55.0%,92.2,免费评估
16,亚伯大学Aberystwyth University,87.5%,83.4%,14.3%,123,69.3%,91.8,免费评估
17,基尔大学Keele University,79.5%,82.0%,34.0%,127,,91.5,免费评估
18,龙比亚大学Napier University,86.0%,81.7%,,168,52.9%,91.4,免费评估
19,朴茨茅斯大学University of Portsmouth,83.3%,78.9%,12.1%,120,78.8%,91.1,免费评估
20,英国女王大学Queen's University Belfast,82.1%,76.3%,39.3%,139,48.8%,91.0,免费评估
20,莱斯特大学University of Leicester,80.8%,81.4%,26.3%,132,61.7%,91.0,免费评估
22,诺丁汉特伦特大学Nottingham Trent University,82.4%,82.8%,5.1%,126,74.9%,90.4,免费评估
23,格林多大学Glyndwr University,94.9%,86.8%,,100,66.7%,89.4,免费评估
24,利物浦约翰摩尔斯大学Liverpool John Moores University,81.1%,77.5%,5.8%,137,66.4%,89.2,免费评估
25,布拉德福德大学University of Bradford,79.3%,74.1%,10.6%,131,71.4%,89.1,免费评估
26,诺桑比亚大学Northumbria University,77.6%,77.0%,12.7%,144,59.8%,88.8,免费评估
27,萨里大学University of Surrey,81.0%,77.8%,,164,50.6%,88.7,免费评估
27,赫尔大学The University of Hull,77.9%,74.7%,14.3%,123,73.0%,88.7,免费评估
29,卡迪夫大学Cardiff University,71.9%,72.0%,30.8%,151,51.3%,88.3,免费评估
