Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,伯明翰大学University of Birmingham,71.9%,71.0%,63.7%,159,78.1%,100.0,免费评估
2,埃克塞特大学University of Exeter,74.8%,81.5%,24.4%,176,81.2%,97.8,免费评估
3,利物浦约翰摩尔斯大学Liverpool John Moores University,84.0%,86.4%,45.3%,143,55.7%,94.9,免费评估
4,林肯大学University of Lincoln,96.8%,97.5%,11.4%,119,79.4%,94.3,免费评估
5,University of Strathclyde,83.7%,81.2%,44.3%,,61.8%,93.8,免费评估
6,萨里大学University of Surrey,79.4%,84.1%,33.6%,160,55.1%,93.6,免费评估
7,阿尔斯特大学University of Ulster,91.3%,91.5%,31.0%,130,54.8%,92.7,免费评估
8,桑德兰大学University of Sunderland,97.9%,96.2%,2.4%,126,70.3%,92.1,免费评估
9,哈德斯菲尔德大学University of Huddersfield,90.6%,88.2%,,133,67.7%,89.5,免费评估
10,考文垂大学Coventry University,80.7%,82.3%,1.6%,141,73.9%,89.1,免费评估
11,曼彻斯特大学The University of Manchester,76.9%,79.8%,,140,81.8%,89.0,免费评估
12,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,74.9%,75.4%,15.2%,177,45.8%,88.9,免费评估
13,西苏格兰大学University of the West of Scotland,86.3%,84.7%,9.1%,141,53.9%,88.2,免费评估
14,爱丁堡大学The University of Edinburgh,68.5%,70.2%,26.1%,149,62.5%,88.1,免费评估
15,斯塔福德郡大学Staffordshire University,89.8%,87.4%,19.1%,112*,58.7%,88.0,免费评估
16,威斯敏斯特大学University of Westminster,83.9%,85.6%,10.7%,132,58.2%,87.5,免费评估
17,普利茅斯大学University of Plymouth,85.3%,83.3%,13.1%,122,56.6%,86.4,免费评估
18,Manchester Metropolitan University,80.4%,80.9%,4.7%,133,62.5%,86.1,免费评估
19,牛津布鲁克斯大学Oxford Brookes University,83.8%,83.7%,5.1%,132,54.9%,85.6,免费评估
19,伯恩茅斯大学Bournemouth University,79.0%,79.7%,9.0%,120,67.4%,85.6,免费评估
21,罗伯特高登大学The Robert Gordon University,80.1%,80.4%,2.6%,148,51.0%,85.4,免费评估
21,法尔茅斯大学Falmouth University,86.2%,81.9%,,114,68.5%,85.4,免费评估
23,伯恩茅斯艺术大学Arts University Bournemouth,77.6%,68.9%,,125,77.8%,85.2,免费评估
24,亚伯大学Aberystwyth University,83.9%,81.9%,14.5%,119,53.3%,85.1,免费评估
25,龙比亚大学Napier University,77.9%,77.6%,2.3%,152,49.5%,84.9,免费评估
26,利兹贝克特大学Leeds Beckett University,79.2%,79.8%,12.6%,115,63.4%,84.8,免费评估
27,利物浦霍普大学Liverpool Hope University,75.0%,76.8%,10.9%,128,61.9%,84.7,免费评估
27,赫特福德大学University of Hertfordshire,83.4%,85.3%,0.9%,124,58.8%,84.7,免费评估
29,南威尔士大学The University of South Wales,73.4%,70.8%,10.8%,133*,63.6%,84.6,免费评估
30,谢菲尔德哈莱姆大学Sheffield Hallam University,80.3%,79.1%,8.5%,124,57.8%,84.4,免费评估
30,格罗斯特大学University of Gloucestershire,77.0%,74.4%,6.0%,110,77.0%,84.4,免费评估
30,中央兰开夏大学University of Central Lancashire,79.6%,79.8%,5.1%,134,54.7%,84.4,免费评估
33,卡迪夫都市大学Cardiff Metropolitan University,77.0%,78.2%,7.7%,126,59.4%,84.0,免费评估
34,伦敦南岸大学London South Bank University,76.4%,75.3%,35.0%,113,45.2%,83.9,免费评估
35,温切斯特大学University of Winchester,80.0%,80.4%,,120,64.9%,83.8,免费评估
35,格林威治大学The University of Greenwich,77.6%,77.7%,3.3%,130,59.1%,83.8,免费评估
35,索尔福德大学University of Salford,81.0%,86.7%,5.9%,131,47.1%,83.8,免费评估
38,西英格兰大学University of the West of England,84.6%,87.2%,,113*,59.3%,83.7,免费评估
38,伦敦艺术大学University of the Arts London,75.0%,72.4%,,141,60.0%,83.7,免费评估
40,朴茨茅斯大学University of Portsmouth,70.9%,72.6%,8.1%,122,70.1%,83.6,免费评估
41,坎特伯雷大学Canterbury Christ Church University,80.1%,80.3%,19.0%,106,55.3%,83.4,免费评估
42,南安普顿索伦特大学Southampton Solent University,82.5%,82.7%,0.6%,118,56.1%,82.7,免费评估
43,切斯特大学University of Chester,78.0%,77.9%,6.6%,121,53.4%,82.2,免费评估
44,布莱顿大学University of Brighton,80.3%,75.8%,10.9%,115,52.1%,82.1,免费评估
45,泰晤士河谷大学Thames Valley University,84.7%,83.7%,,114,50.6%,81.7,免费评估
46,德比大学University of Derby,80.9%,77.0%,0.9%,122,50.4%,81.3,免费评估
47,德蒙福特大学De Montfort University,75.0%,70.9%,,108,68.7%,80.7,免费评估
48,萨福克学院University Campus Suffolk,71.2%,71.4%,,137*,50.5%,80.3,免费评估
48,米德塞斯大学Middlesex University,77.1%,78.1%,10.5%,132,33.2%,80.3,免费评估
50,"特威克南圣玛丽大学St Mary's, Twickenham",88.0%,93.0%,4.8%,109,31.8%,80.0,免费评估
51,哥比亚大学University of Cumbria,84.3%,78.8%,3.2%,125,33.3%,79.8,免费评估
51,赫尔大学The University of Hull,80.7%,83.7%,10.2%,,36.4%*,79.8,免费评估
53,奇切斯特大学University of Chichester,70.0%,72.1%,,113,64.9%,79.5,免费评估
54,剑桥安鲁大学Anglia Ruskin University,90.0%,90.1%,3.4%,99*,30.8%,78.4,免费评估
55,北安普顿大学The University of Northampton,78.6%,78.4%,,113,41.3%,77.7,免费评估
56,玛格丽特女王大学Queen Margaret University,64.1%,64.3%,,118,60.2%,77.2,免费评估
57,伦敦都市大学London Metropolitan University,72.8%,71.1%,,107,52.1%,76.8,免费评估
58,圣大卫三一学院University of Wales Trinity Saint David,82.1%,81.1%,,104,34.5%,76.3,免费评估
59,东伦敦大学University of East London,64.4%,65.2%,0.8%,114,52.5%,75.4,免费评估
60,新白金汉大学Buckinghamshire New University,74.8%,69.0%,0.9%,105,40.0%,74.7,免费评估
61,贝德福德大学University of Bedfordshire,66.3%,68.3%,6.7%,81,43.7%,71.0,免费评估
