Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,牛津大学University of Oxford,85.0,3.8,512.0,83,100.0,免费评估
2,杜伦大学Durham University,86.0,4.4,465.0,80,99.8,免费评估
3,剑桥大学University of Cambridge,81.0,4.0,489.0,86,98.3,免费评估
4,阿伯丁大学University of Aberdeen,89.0,3.4,362.0,90,95.9,免费评估
5,圣安德鲁斯大学University of St Andrews,91.0,2.8,441.0,69,93.8,免费评估
6,爱丁堡大学The University of Edinburgh,80.0,3.7,416.0,72,90.1,免费评估
7,埃克塞特大学University of Exeter,92.0,2.2,413.0,62,89.5,免费评估
8,格拉斯哥大学University of Glasgow,83.0,2.1,410.0,74,87.8,免费评估
9,兰卡斯特大学Lancaster University,81.0,2.7,376.0,78,87.3,免费评估
10,谢菲尔德大学The University of Sheffield,88.0,3.3,,56,86.7,免费评估
11,肯特大学University of Kent,87.0,1.9,334.0,77,86.6,免费评估
12,诺丁汉大学University of Nottingham,79.0,3.1,381.0,71,86.0,免费评估
13,伯明翰大学University of Birmingham,81.0,2.8,371.0,72,85.9,免费评估
14,斯特林大学University of Stirling,87.0,1.3,310.0,83,85.8,免费评估
15,曼彻斯特大学The University of Manchester,76.0,3.5,377.0,66,84.3,免费评估
16,Leeds Trinity University College,,1.2,294.0,86,82.6,免费评估
17,班戈大学Bangor University,87.0,1.3,301.0,66,80.9,免费评估
18,布里斯托大学University of Bristol,73.0,2.4,384.0,71,80.9,免费评估
19,伦敦国王学院King's College London,70.0,2.6,418.0,64,79.9,免费评估
20,卡迪夫大学Cardiff University,83.0,1.5,369.0,57,79.7,免费评估
21,切斯特大学University of Chester,81.0,1.1,281.0,79,79.1,免费评估
22,利兹大学University of Leeds,76.0,2.4,382.0,56,78.4,免费评估
23,英国女王大学Queen's University Belfast,85.0,,339.0,67,78.0,免费评估
24,奇切斯特大学University of Chichester,90.0,0.6,,52,77.6,免费评估
25,Newman University College,83.0,,235.0,85,77.1,免费评估
26,Trinity St David,83.0,1.5,267.0,64,76.9,免费评估
27,罗汉普顿大学Roehampton University,79.0,1.1,293.0,71,76.8,免费评估
28,伦敦大学亚非学院SOAS University of London,69.0,2.9,347.0,64,76.8,免费评估
29,哥比亚大学University of Cumbria,,0.9,254.0,77,75.8,免费评估
30,约克圣约翰大学York St John University,86.0,0.3,293.0,56,74.2,免费评估
31,海斯罗珀学院Heythrop College of the University of London,80.0,0.4,323.0,59,73.4,免费评估
32,赫尔大学The University of Hull,80.0,,346.0,57,73.1,免费评估
33,巴斯斯巴大学Bath Spa University,75.0,0.3,288.0,63,70.3,免费评估
34,温切斯特大学University of Winchester,71.0,0.4,316.0,52,66.8,免费评估
35,格罗斯特大学University of Gloucestershire,76.0,1.3,239.0,38,64.8,免费评估
36,坎特伯雷大学Canterbury Christ Church University,74.0,0.7,235.0,46,64.0,免费评估
