Ranking,University Name,Guardian score,Satisfied with course,Satisfied with teaching,Satisfied with feedback,Student:staff ratio,Spend per student,Average entry tariff,Value-added score,Career after 6 mths,Free
1,阿斯顿大学Aston University,100.0,96.4,96.1,93.9,19.4,8,406,10,95,免费评估
2,卡迪夫大学Cardiff University,97.3,93.7,93.4,69.2,10.5,10,403,4,97,免费评估
3,布莱顿大学University of Brighton,93.3,100.0,99.3,90.3,16,4,353,9,97,免费评估
4,基尔大学Keele University,93.2,97.0,96.3,80.8,14.3,7,426,3,100,免费评估
5,罗伯特高登大学The Robert Gordon University,89.8,100.0,99.6,90.0,16.5,4,421,5,93,免费评估
6,朴茨茅斯大学University of Portsmouth,88.0,94.0,95.7,82.7,11.6,10,370,4,79,免费评估
7,牛津布鲁克斯大学Oxford Brookes University,86.6,95.7,93.3,81.6,16.7,4,378,9,92,免费评估
8,南安普顿大学University of Southampton,85.6,83.7,89.2,69.1,14.2,8,403,8,95,免费评估
9,伦敦城市大学City University London,85.5,96.8,98.3,90.1,18.7,9,360,4,94,免费评估
9,纽卡斯尔大学Newcastle University,85.5,91.0,90.2,68.1,13.7,7,483,7,-,免费评估
11,北安普顿大学The University of Northampton,85.2,90.2,90.9,82.1,14.4,7,308,9,93,免费评估
12,东英吉利大学University of East Anglia,84.7,92.8,94.3,74.7,14.7,4,429,8,87,免费评估
13,金斯顿大学Kingston University,84.4,86.0,87.9,70.3,11,10,335,-,95,免费评估
14,萨里大学University of Surrey,84.0,95.0,95.3,81.8,15.7,6,418,5,-,免费评估
15,埃克塞特大学University of Exeter,80.2,98.0,90.2,80.2,15.6,6,418,4,97,免费评估
16,诺丁汉大学University of Nottingham,79.0,90.9,95.1,73.7,14.9,7,397,9,75,免费评估
17,雷丁大学University of Reading,78.5,96.0,96.0,64.0,15.9,9,462,5,81,免费评估
18,曼彻斯特大学The University of Manchester,77.5,87.8,90.5,68.0,13.9,8,430,3,92,免费评估
19,伯恩茅斯大学Bournemouth University,77.2,90.8,93.3,81.4,18.7,8,351,10,92,免费评估
20,利兹大学University of Leeds,76.4,85.7,89.8,69.6,15.2,8,406,4,96,免费评估
21,德比大学University of Derby,76.0,96.3,95.9,86.8,14.3,6,352,4,86,免费评估
22,斯旺西大学Swansea University,75.9,81.5,85.5,65.3,15.4,7,378,8,98,免费评估
23,伯明翰大学University of Birmingham,75.5,93.9,94.0,50.2,15.4,4,432,8,98,免费评估
24,考文垂大学Coventry University,74.6,90.8,92.8,80.1,13.1,4,340,6,88,免费评估
25,利物浦大学The University of Liverpool,74.2,87.4,88.9,75.2,11.5,6,361,3,93,免费评估
26,曼彻斯特城市大学Manchester Metropolitan University,69.4,88.8,93.8,74.3,13.8,3,415,2,85,免费评估
27,哥比亚大学University of Cumbria,69.0,93.8,92.9,79.2,17.3,2,369,8,92,免费评估
28,布拉德福德大学University of Bradford,67.9,91.3,89.2,75.9,15.1,5,363,4,88,免费评估
29,剑桥安鲁大学Anglia Ruskin University,67.8,99.0,96.3,85.2,18.2,8,273,3,95,免费评估
30,索尔福德大学University of Salford,67.6,89.2,91.7,78.7,15.4,4,388,5,81,免费评估
31,布鲁内尔大学Brunel University,66.6,82.3,87.0,63.7,12.7,3,393,5,83,免费评估
32,诺桑比亚大学Northumbria University,65.8,90.7,89.7,84.7,16.3,4,403,5,80,免费评估
33,威斯敏斯特大学University of Westminster,65.3,63.6,87.2,80.4,14.9,4,-,6,-,免费评估
34,谢菲尔德哈莱姆大学Sheffield Hallam University,64.6,89.9,93.4,79.5,16.8,5,356,6,87,免费评估
35,谢菲尔德大学The University of Sheffield,64.5,91.6,95.9,61.2,17.2,8,375,4,81,免费评估
36,埃塞克斯大学University of Essex,63.8,88.0,88.4,85.7,14.2,-,281,9,79,免费评估
37,华威大学The University of Warwick,62.6,88.0,89.9,78.2,-,-,442,7,66,免费评估
38,蒂赛德大学Teesside University,60.2,89.7,89.5,77.1,15.3,6,343,4,85,免费评估
39,阿尔斯特大学University of Ulster,59.4,90.0,94.7,72.4,16.7,4,361,5,78,免费评估
40,赫特福德大学University of Hertfordshire,59.1,87.9,92.9,70.8,15.2,4,330,4,91,免费评估
41,坎特伯雷大学Canterbury Christ Church University,59.0,92.2,95.0,80.7,17.9,3,290,5,95,免费评估
42,伦敦国王学院King's College London,58.4,89.0,88.2,60.3,22.5,5,414,8,89,免费评估
43,约克圣约翰大学York St John University,57.4,89.4,91.2,78.1,14.8,4,351,3,83,免费评估
44,卡迪夫都市大学Cardiff Metropolitan University,56.8,87.2,86.6,65.4,18.6,6,354,7,82,免费评估
45,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,56.7,87.2,90.2,65.4,20.7,4,442,4,91,免费评估
46,伦敦南岸大学London South Bank University,56.5,85.9,90.0,75.9,15.6,5,339,2,85,免费评估
47,德蒙福特大学De Montfort University,55.8,86.9,91.4,72.9,18.4,4,295,8,84,免费评估
48,纽曼大学Newman University,53.5,91.1,88.5,83.4,18.7,3,319,-,-,免费评估
49,哈德斯菲尔德大学University of Huddersfield,53.0,78.9,83.1,77.3,17.8,4,328,8,81,免费评估
50,萨福克学院University Campus Suffolk,52.6,84.0,87.5,77.2,21.1,-,348,3,92,免费评估
51,伍斯特大学University of Worcester,52.2,93.0,92.2,80.8,18.8,3,320,-,-,免费评估
52,伯明翰城市大学Birmingham City University,51.7,85.8,89.0,69.6,17.4,5,343,4,91,免费评估
52,斯塔福德郡大学Staffordshire University,51.7,84.0,90.7,83.4,16,5,221,-,-,免费评估
54,普利茅斯大学University of Plymouth,50.1,89.3,92.5,76.9,19.1,5,358,2,84,免费评估
55,利兹贝克特大学Leeds Beckett University,50.0,85.9,89.2,66.8,12.5,4,303,4,67,免费评估
56,南威尔士大学The University of South Wales,49.8,82.2,80.2,49.8,19,3,331,10,85,免费评估
57,玛格丽特女王大学Queen Margaret University,49.5,77.7,84.0,67.7,15.1,2,382,5,78,免费评估
58,中央兰开夏大学University of Central Lancashire,48.1,88.1,90.2,70.8,19.5,5,349,7,70,免费评估
59,邓迪大学University of Dundee,47.8,69.0,89.0,45.0,21.3,7,494,4,-,免费评估
60,西英格兰大学University of the West of England,46.6,86.1,88.6,64.4,17.2,3,345,5,80,免费评估
61,思克莱德大学University of Strathclyde,46.3,72.9,83.7,32.8,15.2,3,483,3,74,免费评估
62,米德塞斯大学Middlesex University,46.1,82.4,80.0,62.2,13.9,9,311,1,87,免费评估
63,"圣马克与圣约翰大学University of St Mark & St John, Plymouth",44.7,93.0,94.5,59.8,18.6,2,313,-,-,免费评估
64,切斯特大学University of Chester,43.5,91.0,89.7,66.1,14.8,7,314,4,70,免费评估
65,格林威治大学The University of Greenwich,40.9,92.0,94.0,78.4,21,3,360,-,-,免费评估
66,格林多大学Glyndwr University,38.1,81.2,82.6,84.9,20.4,2,-,4,-,免费评估
67,东伦敦大学University of East London,37.7,73.9,80.3,60.5,13.6,8,285,4,64,免费评估
68,西苏格兰大学University of the West of Scotland,33.7,86.9,91.5,67.1,16.7,4,-,3,64,免费评估
69,林肯大学University of Lincoln,33.6,84.0,87.1,60.8,19.9,4,319,4,71,免费评估
70,利物浦约翰摩尔斯大学Liverpool John Moores University,32.5,93.0,88.3,79.4,20.3,4,341,1,70,免费评估
