Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,思克莱德大学University of Strathclyde,88.1%,80.4%,31.9%,185,,100.0,免费评估
2,格拉斯哥大学University of Glasgow,90.4%,83.9%,41.8%,189,61.2%,97.5,免费评估
3,伦敦政治经济学院The London School of Economics and Political Science,71.4%,62.6%,74.9%,163,87.4%,97.4,免费评估
4,拉夫堡大学Loughborough University,87.1%,85.6%,40.6%,154,75.6%,95.6,免费评估
5,巴斯大学University of Bath,77.5%,79.5%,43.4%,150,90.4%,95.4,免费评估
6,利兹大学University of Leeds,80.5%,79.0%,47.6%,158,72.7%,94.2,免费评估
7,肯特大学University of Kent,85.7%,81.6%,59.0%,127,72.2%,93.7,免费评估
8,诺丁汉大学University of Nottingham,81.3%,78.5%,43.5%,149,77.5%,93.6,免费评估
9,布里斯托大学University of Bristol,71.5%,68.8%,47.9%,154,80.8%,91.9,免费评估
10,班戈大学Bangor University,87.3%,82.1%,39.6%,130,72.1%,91.7,免费评估
11,爱丁堡大学The University of Edinburgh,68.9%,65.1%,53.4%,191,57.5%,91.3,免费评估
11,伯明翰大学University of Birmingham,73.8%,67.9%,40.1%,151,82.7%,91.3,免费评估
13,斯旺西大学Swansea University,85.2%,83.8%,22.7%,131,78.8%,90.4,免费评估
13,约克大学The University of York,77.3%,76.3%,47.5%,124,78.4%,90.4,免费评估
15,南安普顿大学University of Southampton,78.5%,72.8%,52.8%,137*,,89.9,免费评估
16,英国女王大学Queen's University Belfast,81.5%,,26.2%,144*,69.0%,88.8,免费评估
17,谢菲尔德大学The University of Sheffield,77.3%,72.8%,26.8%,144*,73.1%,88.2,免费评估
18,索尔福德大学University of Salford,84.7%,77.9%,27.7%,132,66.1%,87.9,免费评估
18,斯特林大学University of Stirling,71.1%,72.0%,33.8%,165,62.5%,87.9,免费评估
20,考文垂大学Coventry University,82.1%,84.4%,5.6%,,70.6%,87.6,免费评估
21,波尔顿大学University of Bolton,92.4%,83.1%,1.0%,,60.0%,87.4,免费评估
22,利物浦大学The University of Liverpool,81.7%,77.2%,8.6%,124,83.3%,87.0,免费评估
23,阿斯顿大学Aston University,71.3%,67.1%,38.6%,122,75.8%,85.8,免费评估
24,艾芝西尔大学Edge Hill University,82.4%,79.2%,5.7%,135,,85.4,免费评估
25,基尔大学Keele University,79.5%,82.0%,25.0%,130*,58.5%,85.1,免费评估
26,卡迪夫大学Cardiff University,71.9%,72.0%,30.8%,130,65.6%,84.3,免费评估
27,中央兰开夏大学University of Central Lancashire,77.8%,75.6%,11.8%,122,65.9%,82.6,免费评估
28,德蒙福特大学De Montfort University,71.2%,73.1%,11.2%,124,74.1%,82.4,免费评估
29,伍尔弗汉普顿大学University of Wolverhampton,90.1%,85.2%,,117,54.6%,82.2,免费评估
30,西苏格兰大学University of the West of Scotland,80.8%,74.8%,9.4%,,57.1%,82.1,免费评估
31,阿尔斯特大学University of Ulster,80.5%,78.4%,39.2%,115,33.9%,80.4,免费评估
32,University of Lincoln,74.3%,72.5%,5.8%,117*,62.5%,79.2,免费评估
32,切斯特大学University of Chester,77.8%,75.5%,0.3%,117,60.0%,79.2,免费评估
34,米德塞斯大学Middlesex University,70.5%,69.3%,14.9%,122,55.9%,78.5,免费评估
35,普利茅斯大学University of Plymouth,81.4%,76.7%,16.0%,,37.3%,77.7,免费评估
36,坎特伯雷大学Canterbury Christ Church University,79.1%,72.8%,3.2%,,48.3%,77.6,免费评估
37,伦敦都市大学London Metropolitan University,71.2%,66.6%,8.8%,98,63.7%,76.4,免费评估
38,布莱顿大学University of Brighton,79.5%,73.5%,12.4%,106,37.5%,75.4,免费评估
39,贝德福德大学University of Bedfordshire,71.3%,68.8%,16.3%,108,45.0%,75.1,免费评估
40,University of Wales Trinity St David,74.6%,64.4%,,110,53.5%,75.0,免费评估
41,伯明翰城市大学Birmingham City University,59.6%,63.7%,3.8%,122*,62.2%,74.9,免费评估
42,北安普顿大学The University of Northampton,76.5%,74.1%,,100,47.9%,74.4,免费评估
43,伦敦大学金史密斯学院Goldsmiths University of London,70.9%,67.9%,13.5%,99*,,74.2,免费评估
44,剑桥安鲁大学Anglia Ruskin University,60.3%,43.1%,5.4%,109,58.8%,70.8,免费评估
