Ranking,University Name,Region,Academic Reputation,Employer Reputation,Citations per Paper,H-index Citations,Overall score,Free
1,Harvard University,United States,93.7,100.0,92.3,95.0,94.3,免费评估
2,Monash University,Australia,100.0,86.7,90.2,90.2,93.8,免费评估
3,剑桥大学University of Cambridge,United Kingdom,90.0,96.4,94.0,90.5,91.8,免费评估
4,牛津大学University of Oxford,United Kingdom,88.8,97.7,93.3,90.5,91.2,免费评估
5,"University of California, San Francisco",United States,94.3,57.3,92.8,94.4,90.3,免费评估
6,诺丁汉大学University of Nottingham,United Kingdom,88.8,65.4,100.0,91.2,89.9,免费评估
7,伦敦大学学院University College London,United Kingdom,85.4,77.1,91.6,95.6,88.7,免费评估
8,National University of Singapore (NUS),Singapore,81.1,87.1,96.3,91.9,88.2,免费评估
9,伦敦国王学院King's College London,United Kingdom,85.9,69.0,93.8,91.2,87.5,免费评估
10,Karolinska Institutet,Sweden,82.3,78.8,93.0,93.5,87.4,免费评估
11,Johns Hopkins University,United States,82.2,75.6,90.9,96.2,87.2,免费评估
12,The University of Tokyo,Japan,85.3,87.8,87.0,88.8,86.9,免费评估
12,"University of California, San Diego (UCSD)",United States,80.6,77.2,93.9,93.8,86.9,免费评估
14,Yale University,United States,81.3,88.6,90.9,89.2,86.4,免费评估
15,University of Toronto,Canada,77.8,91.3,89.7,92.9,85.9,免费评估
16,曼彻斯特大学The University of Manchester,United Kingdom,80.9,71.4,94.1,90.2,85.6,免费评估
17,帝国理工学院Imperial College London,United Kingdom,78.9,77.2,94.1,90.9,85.5,免费评估
18,The University of Sydney,Australia,78.2,85.0,90.3,88.4,84.5,免费评估
19,University of Michigan,United States,76.3,72.9,92.6,93.2,84.3,免费评估
20,Seoul National University,South Korea,77.2,84.4,88.2,91.2,84.2,免费评估
21,"University of North Carolina, Chapel Hill",United States,78.5,53.1,92.4,95.6,83.7,免费评估
22,Purdue University,United States,81.7,61.1,94.7,84.6,83.6,免费评估
23,University of Copenhagen,Denmark,75.6,70.8,91.6,93.2,83.5,免费评估
24,Leiden University,Netherlands,82.6,51.8,93.4,87.0,83.3,免费评估
25,ETH Zurich - Swiss Federal Institute of Technology,Switzerland,80.9,76.7,90.3,82.5,83.2,免费评估
25,The University of Queensland,Australia,74.3,76.9,92.0,91.2,83.2,免费评估
27,Uppsala University,Sweden,80.4,63.3,92.4,86.2,83.1,免费评估
28,KU Leuven,Belgium,79.1,67.5,89.7,88.1,82.8,免费评估
29,Peking University,China,78.1,79.4,84.6,89.5,82.7,免费评估
29,University of British Columbia,Canada,75.2,81.8,92.7,85.0,82.7,免费评估
31,University of Geneva,Switzerland,75.9,75.0,90.9,85.0,81.8,免费评估
32,University of Minnesota,United States,74.7,67.9,90.6,88.8,81.5,免费评估
32,University of Washington,United States,67.6,76.8,93.4,93.8,81.5,免费评估
34,McGill University,Canada,74.1,82.5,89.8,84.2,81.4,免费评估
35,Kyoto University,Japan,77.9,82.3,86.2,80.3,81.0,免费评估
36,The Chinese University of Hong Kong (CUHK),Hong Kong,73.7,80.5,91.2,81.6,80.7,免费评估
37,Utrecht University,Netherlands,69.3,37.4,96.4,100.0,80.6,免费评估
38,"University of Illinois, Chicago (UIC)",United States,78.7,64.3,89.3,81.2,80.5,免费评估
39,National Taiwan University (NTU),Taiwan,73.1,88.5,86.9,82.1,80.3,免费评估
40,Ludwig-Maximilians-Universität München,Germany,73.5,71.8,88.8,85.8,80.2,免费评估
41,The University of Melbourne,Australia,69.1,85.7,89.5,85.4,79.9,免费评估
42,University of Southern California,United States,72.9,72.3,90.7,82.5,79.7,免费评估
43,Duke University,United States,67.2,73.0,91.1,87.7,78.9,免费评估
44,University of Pennsylvania,United States,64.3,80.0,90.9,89.5,78.8,免费评估
45,Columbia University,United States,66.3,82.0,90.1,85.4,78.6,免费评估
46,University of Milan,Italy,65.6,73.8,90.0,88.8,78.3,免费评估
47,Université de Montréal,Canada,69.0,76.9,87.7,83.8,78.2,免费评估
47,University of Alberta,Canada,64.6,71.3,93.3,87.7,78.2,免费评估
47,The University of Hong Kong,Hong Kong,70.2,83.1,87.9,79.4,78.2,免费评估
50,Freie Universitaet Berlin,Germany,66.0,74.4,91.1,85.8,78.1,免费评估
