Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,235,4.29,3.38,86.0,100.0,免费评估
2,牛津大学University of Oxford,215,3.97,3.51,88.0,99.3,免费评估
3,帝国理工学院Imperial College London,192,4.25,3.34,90.0,98.9,免费评估
4,思克莱德大学University of Strathclyde,218,3.81,3.03,86.0,97.3,免费评估
5,兰卡斯特大学Lancaster University,157,3.74,3.08,96.0,97.1,免费评估
6,伯明翰大学University of Birmingham,186,3.87,3.14,88.0,97.1,免费评估
7,诺丁汉大学University of Nottingham,162,4.2,3.16,90.0,96.9,免费评估
8,巴斯大学University of Bath,176,4.29,3.08,80.0,95.5,免费评估
9,斯旺西大学Swansea University,124,4.05,3.29,90.0,95.4,免费评估
10,利兹大学University of Leeds,167,3.5,2.97,90.0,95.2,免费评估
11,曼彻斯特大学The University of Manchester,177,3.68,3.2,82.0,95.2,免费评估
12,伦敦大学学院University College London,162,3.79,3.12,84.0,95.1,免费评估
13,谢菲尔德大学The University of Sheffield,147,4.08,3.06,86.0,95.1,免费评估
14,赫瑞瓦特大学Heriot Watt University,170,4.07,3.3,78.0,94.9,免费评估
15,拉夫堡大学Loughborough University,144,4.01,3.08,82.0,94.2,免费评估
16,英国女王大学Queen's University Belfast,152,3.79,2.99,80.0,93.6,免费评估
17,爱丁堡大学The University of Edinburgh,194,3.61,3.3,70.0,93.5,免费评估
18,朴茨茅斯大学University of Portsmouth,118,3.98,2.46,94.0,93.2,免费评估
19,纽卡斯尔大学Newcastle University,139,3.63,3.02,84.0,93.1,免费评估
20,格林威治大学The University of Greenwich,129,3.83,2.91,,92.4,免费评估
21,阿伯丁大学University of Aberdeen,175,3.98,2.94,70.0,92.3,免费评估
22,伦敦南岸大学London South Bank University,100,4.41,2.59,84.0,92.3,免费评估
23,"Teesside University, Middlesbrough",109,4.18,2.63,86.0,91.5,免费评估
24,赫尔大学The University of Hull,99,3.74,2.82,86.0,91.2,免费评估
25,"Aston University, Birmingham",119,4.03,2.83,76.0,90.7,免费评估
26,西苏格兰大学University of the West of Scotland,150,3.95,2.48,76.0,90.6,免费评估
27,布拉德福德大学University of Bradford,112,4.2,2.69,80.0,90.6,免费评估
28,萨里大学University of Surrey,134,3.93,2.98,66.0,89.9,免费评估
29,切斯特大学University of Chester,102,4.26,2.04,,89.5,免费评估
30,伍尔弗汉普顿大学University of Wolverhampton,115,4.62,,,89.3,免费评估
31,哈德斯菲尔德大学University of Huddersfield,122,4.26,,,88.8,免费评估
