Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,埃克塞特大学University of Exeter,89.8,48.3,441.0,77.0,100.0,免费评估
2,华威大学The University of Warwick,89.5,48.3,479.0,63.4,98.4,免费评估
3,伦敦大学玛丽女王学院Queen Mary University of London,88.2,63.3,416.0,59.4,96.1,免费评估
4,曼彻斯特大学The University of Manchester,83.7,58.3,451.0,61.0,95.4,免费评估
5,布里斯托大学University of Bristol,78.6,55.0,451.0,66.0,93.7,免费评估
6,伯明翰大学University of Birmingham,87.9,31.7,412.0,75.9,93.6,免费评估
7,肯特大学University of Kent,86.5,46.7,396.0,61.8,91.3,免费评估
8,谢菲尔德大学The University of Sheffield,83.0,38.3,382.0,76.0,90.9,免费评估
9,萨里大学University of Surrey,83.0,33.3,372.0,80.5,90.5,免费评估
10,格拉斯哥大学University of Glasgow,82.2,55.0,488.0,33.5,88.8,免费评估
11,伦敦大学皇家霍洛威学院Royal Holloway University of London,78.5,48.3,416.0,55.7,87.3,免费评估
12,兰卡斯特大学Lancaster University,76.2,43.3,399.0,63.1,86.2,免费评估
13,拉夫堡大学Loughborough University,85.7,23.3,405.0,58.3,85.6,免费评估
14,爱丁堡大学The University of Edinburgh,73.7,50.0,456.0,47.4,85.5,免费评估
15,诺丁汉大学University of Nottingham,84.0,31.7,391.0,56.9,85.3,免费评估
16,埃塞克斯大学University of Essex,95.8,25.0,364.0,46.2,85.1,免费评估
17,利兹大学University of Leeds,87.4,36.7,382.0,47.0,84.8,免费评估
18,卡迪夫都市大学Cardiff Metropolitan University,95.6,,331.0,71.7,84.7,免费评估
19,东英吉利大学University of East Anglia,93.2,,448.0,50.0,84.6,免费评估
20,约克大学The University of York,66.7,55.0,437.0,56.5,84.5,免费评估
21,"中央演讲与戏剧学院Central School of Speech & Drama, U of London",83.6,28.3,368.0,52.7,82.0,免费评估
22,考文垂大学Coventry University,84.0,23.3,320.0,65.3,81.7,免费评估
23,英国女王大学Queen's University Belfast,90.9,28.3,353.0,41.5,81.5,免费评估
24,罗汉普顿大学Roehampton University,83.3,46.0,299.0,46.7,79.8,免费评估
25,苏格兰皇家音乐学院Royal Conservatoire of Scotland,84.2,,329.0,72.1,79.3,免费评估
26,伯恩茅斯艺术大学Arts University Bournemouth,84.2,3.3,322.0,70.0,79.0,免费评估
27,阿伯丁大学University of Aberdeen,84.0,31.7,,42.9,78.4,免费评估
28,德蒙福特大学De Montfort University,86.1,30.0,329.0,41.7,78.3,免费评估
29,米德塞斯大学Middlesex University,80.5,31.7,293.0,56.0,77.6,免费评估
30,伦敦大学金史密斯学院Goldsmiths University of London,73.3,35.0,370.0,46.6,76.9,免费评估
31,林肯大学University of Lincoln,80.5,10.0,327.0,62.1,76.8,免费评估
32,奇切斯特大学University of Chichester,84.7,13.3,351.0,46.1,76.5,免费评估
33,西英格兰大学University of the West of England,85.3,,336.0,58.2,76.4,免费评估
33,北安普顿大学The University of Northampton,89.2,8.3,317.0,48.8,76.4,免费评估
35,雷丁大学University of Reading,74.9,38.3,327.0,47.2,76.0,免费评估
36,萨塞克斯大学University of Sussex,88.8,,402.0,35.0,75.7,免费评估
37,哈德斯菲尔德大学University of Huddersfield,83.4,,324.0,58.2,74.8,免费评估
38,布鲁内尔大学Brunel University,83.6,23.3,329.0,37.6,74.5,免费评估
39,赫尔大学The University of Hull,83.4,25.0,348.0,30.1,73.8,免费评估
40,诺丁汉特伦特大学Nottingham Trent University,85.1,,332.0,49.1,73.6,免费评估
41,亚伯大学Aberystwyth University,71.8,40.0,301.0,46.2,73.0,免费评估
41,布莱顿大学University of Brighton,72.0,45.0,299.0,42.1,73.0,免费评估
43,格林威治大学The University of Greenwich,84.7,,324.0,48.6,72.9,免费评估
44,伯明翰城市大学Birmingham City University,78.8,,340.0,55.4,72.8,免费评估
44,切斯特大学University of Chester,77.9,13.3,295.0,56.4,72.8,免费评估
44,曼彻斯特城市大学Manchester Metropolitan University,75.9,13.3,334.0,51.6,72.8,免费评估
47,金斯顿大学Kingston University,79.6,15.0,344.0,39.0,72.1,免费评估
48,诺里奇艺术大学Norwich University of the Arts,83.2,,289.0,54.8,71.7,免费评估
49,普利茅斯大学University of Plymouth,86.4,20.5,306.0,28.4,71.4,免费评估
50,中央兰开夏大学University of Central Lancashire,80.5,,298.0,55.2,71.1,免费评估
51,巴斯斯巴大学Bath Spa University,73.1,,356.0,55.3,71.0,免费评估
51,艾芝西尔大学Edge Hill University,84.1,,338.0,39.8,71.0,免费评估
