Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,华威大学The University of Warwick,90%,4.3/9,428,75.00%,100.0,免费评估
2,莱斯特大学University of Leicester,88%,3.1/9,355,70.00%,90.1,免费评估
3,兰卡斯特大学Lancaster University,80%,4.2/9,393,65.00%,90.0,免费评估
4,萨塞克斯大学University of Sussex,78%,4.0/9,377,71.00%,88.5,免费评估
5,曼彻斯特大学The University of Manchester,79%,4.3/9,389,51.00%,87.4,免费评估
6,东英吉利大学University of East Anglia,83%,3.1/9,349,57.00%,85.0,免费评估
7,伦敦国王学院King's College London,78%,2.6/9,412,66.00%,84.8,免费评估
8,伯明翰大学University of Birmingham,77%,3.0/9,394,60.00%,83.3,免费评估
9,赫尔大学The University of Hull,90%,2.6/9,276,51.00%,83.0,免费评估
10,诺丁汉大学University of Nottingham,77%,3.2/9,357,62.00%,82.9,免费评估
11,肯特大学University of Kent,82%,4.0/9,266,46.00%,81.6,免费评估
12,埃塞克斯大学University of Essex,79%,2.7/9,328,62.00%,81.2,免费评估
13,基尔大学Keele University,82%,2.6/9,284,49.00%,78.1,免费评估
13,利物浦大学The University of Liverpool,79%,2.3/9,329,52.00%,78.1,免费评估
15,朴茨茅斯大学University of Portsmouth,85%,2.6/9,270,36.00%,76.9,免费评估
16,斯旺西大学Swansea University,81%,1.9/9,295,47.00%,75.2,免费评估
17,伦敦大学金史密斯学院Goldsmiths University of London,74%,,315,68.00%,69.8,免费评估
18,温切斯特大学University of Winchester,85%,,262,27.00%,65.5,免费评估
19,利物浦约翰摩尔斯大学Liverpool John Moores University,78%,,249,33.00%,62.2,免费评估
20,Canterbury CC,77%,,218,35.00%,60.5,免费评估
