Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,圣安德鲁斯大学University of St Andrews,212,4.29,3.14,94.0,100.0,免费评估
2,伦敦国王学院King's College London,198,3.92,3.12,88.0,96.3,免费评估
3,华威大学The University of Warwick,184,4.05,3.15,89.0,96.1,免费评估
4,巴斯大学University of Bath,186,4.14,3.2,85.0,96.0,免费评估
5,拉夫堡大学Loughborough University,164,4.22,2.97,93.0,95.7,免费评估
6,思克莱德大学University of Strathclyde,208,4.07,3.17,73.0,95.5,免费评估
7,杜伦大学Durham University,183,4.04,3.05,90.0,95.4,免费评估
8,伦敦大学学院University College London,191,3.89,3.03,86.0,95.3,免费评估
9,埃克塞特大学University of Exeter,174,3.99,2.85,91.0,94.6,免费评估
10,兰卡斯特大学Lancaster University,151,4.18,3.16,89.0,94.4,免费评估
11,伦敦政治经济学院The London School of Economics and Political Science,190,3.87,3.46,77.0,94.4,免费评估
12,利兹大学University of Leeds,165,4.1,3.18,85.0,94.3,免费评估
13,格拉斯哥大学University of Glasgow,192,3.81,2.81,82.0,93.5,免费评估
14,约克大学The University of York,149,4.3,2.87,82.0,92.8,免费评估
15,伯明翰大学University of Birmingham,158,3.83,2.84,89.0,92.7,免费评估
16,曼彻斯特大学The University of Manchester,164,3.97,3.07,81.0,92.7,免费评估
17,阿伯丁大学University of Aberdeen,183,3.86,3.02,77.0,92.6,免费评估
18,萨塞克斯大学University of Sussex,152,3.88,2.87,88.0,92.1,免费评估
19,雷丁大学University of Reading,146,3.87,3.11,88.0,92.0,免费评估
20,谢菲尔德大学The University of Sheffield,147,3.92,3.12,86.0,91.9,免费评估
21,诺丁汉大学University of Nottingham,157,3.91,2.92,81.0,91.9,免费评估
22,伦敦大学金史密斯学院Goldsmiths University of London,133,4.31,2.98,,91.9,免费评估
23,纽卡斯尔大学Newcastle University,160,3.8,2.72,86.0,91.7,免费评估
24,东英吉利大学University of East Anglia,150,4.21,3.09,74.0,91.6,免费评估
25,阿斯顿大学Aston University,142,4.19,3.07,80.0,91.5,免费评估
26,邓迪大学University of Dundee,167,4.07,2.3,79.0,91.4,免费评估
27,肯特大学University of Kent,137,3.93,2.84,88.0,91.4,免费评估
28,萨里大学University of Surrey,171,3.96,2.69,74.0,91.1,免费评估
29,英国女王大学Queen's University Belfast,148,4.07,2.88,73.0,90.9,免费评估
30,伦敦城市大学City University London,162,3.84,3.23,73.0,90.7,免费评估
31,布里斯托大学University of Bristol,176,3.77,3.02,67.0,90.6,免费评估
