Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,Michigan State University,UnitedStates,87.2,84.2,40.5,100.0,,277.0,免费评估
2,Harvard University,UnitedStates,94.3,83.7,50.8,78.2,,266.5,免费评估
3,University of Michigan-Ann Arbor,UnitedStates,82.6,86.1,41.8,83.9,,255.0,免费评估
4,University of Wisconsin - Madison,UnitedStates,84.6,80.0,35.4,75.8,,246.2,免费评估
5,The University of Texas at Austin,UnitedStates,80.6,79.9,46.0,80.5,,246.0,免费评估
6,Vanderbilt University,UnitedStates,79.2,92.1,30.3,77.0,,244.8,免费评估
7,Stanford University,UnitedStates,74.9,91.1,52.2,81.6,,244.7,免费评估
8,Pennsylvania State University - University Park,UnitedStates,84.5,79.0,39.5,69.4,,239.6,免费评估
9,University of Washington,UnitedStates,72.9,91.2,41.3,73.3,,232.4,免费评估
10,Arizona State University,UnitedStates,84.4,75.1,45.9,60.9,,229.6,免费评估
11,Columbia University,UnitedStates,82.4,72.4,39.6,62.4,,226.2,免费评估
12,Monash University,Australia,92.5,73.2,56.1,45.1,,226.1,免费评估
13,伦敦大学学院University College London,UnitedKingdom,100.0,75.5,54.7,30.4,,223.7,免费评估
14,Nanyang Technological University,Singapore,82.2,74.7,69.2,54.4,,222.0,免费评估
15,"University of Minnesota, Twin Cities",UnitedStates,85.0,76.3,43.1,49.1,,219.1,免费评估
16,Purdue University - West Lafayette,UnitedStates,74.8,73.9,39.5,65.3,,218.3,免费评估
17,University of North Carolina at Chapel Hill,UnitedStates,74.7,79.1,36.5,62.4,,217.7,免费评估
18,The Education University of Hong Kong,China-HongKong,81.3,71.1,55.4,54.4,,217.5,免费评估
18,University of Toronto,Canada,97.5,75.8,61.6,27.2,,217.5,免费评估
20,New York University,UnitedStates,69.3,81.0,44.5,66.7,,215.6,免费评估
21,University of Virginia,UnitedStates,67.3,83.8,28.0,69.4,,215.0,免费评估
22,Utrecht University,Netherlands,66.5,90.6,63.8,62.4,,213.8,免费评估
23,The Ohio State University - Columbus,UnitedStates,81.0,72.7,41.0,50.9,,212.9,免费评估
24,National Institute of Education (NIE) Singapore,Singapore,76.6,74.7,67.9,52.7,,211.8,免费评估
25,University of Pennsylvania,UnitedStates,70.1,84.0,36.5,60.9,,211.7,免费评估
26,"University of Pittsburgh, Pittsburgh Campus",UnitedStates,66.6,90.0,42.6,60.9,,210.0,免费评估
27,University of Illinois at Urbana-Champaign,UnitedStates,70.9,76.0,45.8,59.3,,208.3,免费评估
28,University of Sydney,Australia,83.0,78.7,59.0,36.0,,205.8,免费评估
29,The University of Georgia,UnitedStates,75.1,73.1,38.0,52.7,,205.6,免费评估
30,The University of Melbourne,Australia,80.5,70.9,55.9,40.8,,202.6,免费评估
31,"University of California, Berkeley",UnitedStates,60.2,84.2,42.5,65.3,,201.8,免费评估
32,"University of California, Los Angeles",UnitedStates,72.4,79.1,39.4,49.1,,201.1,免费评估
33,The University of Hong Kong,China-HongKong,77.2,85.4,59.0,36.0,,200.5,免费评估
34,University of Colorado at Boulder,UnitedStates,58.3,93.0,33.4,62.4,,199.7,免费评估
35,University of Illinois at Chicago,UnitedStates,72.4,75.3,55.4,47.1,,198.9,免费评估
36,The University of Auckland,NewZealand,70.3,74.9,68.3,47.1,,196.9,免费评估
37,Ghent University,Belgium,61.3,89.4,72.7,52.7,,196.7,免费评估
38,"University of Maryland, College Park",UnitedStates,69.2,82.9,40.1,47.1,,196.4,免费评估
39,University of Jyvaskyla,Finland,55.0,89.5,67.2,62.4,,196.3,免费评估
40,Columbia University Teachers College,UnitedStates,67.7,70.9,38.1,52.7,,193.5,免费评估
41,Queensland University of Technology,Australia,71.4,70.5,51.3,45.1,,192.6,免费评估
42,"University of California, Irvine",UnitedStates,45.4,100.0,35.0,70.7,,192.3,免费评估
43,University of Groningen,Netherlands,61.5,80.2,61.4,52.7,,191.2,免费评估
44,University of Arizona,UnitedStates,62.2,78.2,39.7,54.4,,190.8,免费评估
44,University of Southern California,UnitedStates,56.2,82.6,43.1,60.9,,190.8,免费评估
46,Florida State University,UnitedStates,64.0,85.9,36.6,47.1,,189.8,免费评估
47,KU Leuven,Belgium,62.2,80.2,71.9,49.1,,189.6,免费评估
48,The University of Queensland,Australia,79.3,82.5,53.5,23.6,,189.1,免费评估
49,University of Missouri - Columbia,UnitedStates,64.0,72.2,28.0,52.7,,187.6,免费评估
50,Maastricht University,Netherlands,68.0,87.4,83.5,33.3,,187.4,免费评估
