Ranking,University Name,Location,Teaching,International Outlook,Research,Citations,Industry Income,Overall score,Free
22,University of Toronto,Canada,75.7,64.7,89.1,62.8,34.3,73.0,免费评估
25,University of Texas at Austin,United States,71.0,23.1,79.5,73.6,42.8,70.0,免费评估
25,University of Wisconsin-Madison,United States,58.8,27.5,80.7,81.4,42.6,70.0,免费评估
27,University of Illinois at Urbana-Champaign,United States,70.8,29.8,78.5,72.5,43.1,69.8,免费评估
28,KU Leuven,Belgium,57.8,72.5,72.3,73.8,100.0,69.6,免费评估
29,McGill University,Canada,77.5,79.7,74.6,58.3,34.1,69.1,免费评估
30,University of North Carolina at Chapel Hill,United States,64.3,22.8,84.2,73.0,34.1,68.9,免费评估
31,Ohio State University (Main campus),United States,68.6,38.5,79.0,69.7,34.8,68.8,免费评估
32,"University of California, Davis",United States,51.2,44.3,74.0,84.0,34.7,68.0,免费评估
33,University of Melbourne,Australia,64.9,80.3,69.7,67.3,51.0,67.8,免费评估
34,University of Groningen,Netherlands,52.1,79.5,78.8,67.1,85.7,67.6,免费评估
35,Penn State (Main campus),United States,71.8,28.5,81.0,62.5,50.3,67.3,免费评估
36,Michigan State University,United States,51.5,34.2,80.2,76.8,34.1,66.5,免费评估
37,"University of California, San Diego",United States,61.2,44.2,80.3,61.8,95.9,66.3,免费评估
38,Vrije Universiteit Amsterdam,Netherlands,51.4,74.0,72.0,69.0,86.5,65.8,免费评估
39,Humboldt University of Berlin,Germany,63.0,59.5,64.5,68.5,60.7,65.0,免费评估
40,Brown University,United States,68.0,44.4,72.8,62.7,35.2,64.9,免费评估
41,University of Sydney,Australia,64.9,66.1,59.2,65.6,99.9,64.6,免费评估
42,Utrecht University,Netherlands,61.5,50.2,66.4,68.9,55.1,64.5,免费评估
43,Vanderbilt University,United States,58.4,45.4,65.7,73.9,34.1,64.3,免费评估
44,卡迪夫大学Cardiff University,United Kingdom,66.3,72.3,43.7,76.0,38.5,63.3,免费评估
45,National University of Singapore,Singapore,61.7,78.7,67.9,58.5,46.7,63.2,免费评估
46,LMU Munich,Germany,46.7,63.5,65.4,71.2,85.1,62.6,免费评估
47,The University of Queensland,Australia,52.1,84.6,65.4,62.4,72.5,62.3,免费评估
48,"University of Maryland, College Park",United States,62.5,25.5,57.1,73.8,38.1,61.6,免费评估
49,University of Tübingen,Germany,58.0,47.0,59.4,68.6,44.5,60.9,免费评估
50,Arizona State University (Tempe),United States,51.8,26.4,66.2,72.7,34.1,60.7,免费评估
51,Tilburg University,Netherlands,39.1,73.8,57.5,74.9,89.5,60.5,免费评估
52,UNSW Sydney,Australia,45.6,76.4,59.7,67.8,69.0,60.1,免费评估
53,University of Southern California,United States,56.7,35.5,55.7,72.1,50.0,60.0,免费评估
54,布里斯托大学University of Bristol,United Kingdom,43.5,77.5,48.2,78.8,52.2,59.9,免费评估
55,Washington University in St Louis,United States,61.0,26.4,66.7,61.5,43.6,59.7,免费评估
56,"University of California, Santa Barbara",United States,39.6,47.7,46.7,84.3,98.2,59.3,免费评估
57,University of Rochester,United States,41.9,50.2,58.6,76.0,34.1,58.8,免费评估
58,Hebrew University of Jerusalem,Israel,50.7,55.6,63.1,63.7,39.9,58.7,免费评估
58,Heidelberg University,Germany,60.8,40.0,72.0,51.5,45.9,58.7,免费评估
60,University of Hong Kong,Hong Kong,42.0,96.4,62.7,62.0,34.1,58.6,免费评估
61,Australian National University,Australia,39.3,81.4,50.5,75.0,46.2,58.2,免费评估
61,Ghent University,Belgium,40.2,61.6,60.5,69.0,67.4,58.2,免费评估
63,Chinese University of Hong Kong,Hong Kong,56.6,92.4,62.1,50.3,35.6,58.1,免费评估
63,Radboud University Nijmegen,Netherlands,44.1,74.4,62.9,63.6,34.1,58.1,免费评估
65,伯明翰大学University of Birmingham,United Kingdom,53.5,76.1,44.5,69.4,34.0,57.8,免费评估
65,Peking University,China,62.2,53.1,63.4,49.8,75.2,57.8,免费评估
67,University of Padua,Italy,71.7,36.9,43.1,60.3,35.2,56.3,免费评估
68,Boston University,United States,46.6,38.3,60.4,65.2,35.2,56.0,免费评估
69,Indiana University,United States,49.7,31.1,61.2,62.0,52.9,55.9,免费评估
70,University of Vienna,Austria,56.4,94.2,29.8,68.1,42.4,55.6,免费评估
71,York University,Canada,51.5,54.0,55.1,58.9,60.0,55.5,免费评估
72,曼彻斯特大学The University of Manchester,United Kingdom,56.6,67.7,42.4,60.8,44.8,54.7,免费评估
72,The University of Tokyo,Japan,74.5,31.8,60.3,40.2,47.5,54.7,免费评估
74,萨塞克斯大学University of Sussex,United Kingdom,45.0,77.8,41.9,68.5,34.9,54.6,免费评估
75,National Taiwan University,Taiwan,57.7,53.7,54.1,50.8,64.0,54.2,免费评估
76,Trinity College Dublin,Ireland,51.4,88.1,52.4,48.7,68.3,53.9,免费评估
77,University of Colorado Boulder,United States,33.8,26.7,50.0,79.6,34.1,53.8,免费评估
77,University of Pittsburgh-Pittsburgh campus,United States,38.5,22.0,56.7,71.7,35.6,53.8,免费评估
79,Maastricht University,Netherlands,45.9,97.0,34.9,63.2,63.8,53.2,免费评估
79,Queen’s University,Canada,43.3,57.4,33.7,73.1,85.5,53.2,免费评估
81,University of Oregon,United States,40.1,27.3,49.6,73.0,34.1,53.1,免费评估
82,Emory University,United States,47.3,36.4,53.2,61.9,34.1,52.9,免费评估
83,肯特大学University of Kent,United Kingdom,24.4,84.1,33.6,84.8,34.4,52.8,免费评估
84,埃克塞特大学University of Exeter,United Kingdom,40.5,75.6,36.9,71.0,35.2,52.7,免费评估
85,巴斯大学University of Bath,United Kingdom,53.1,74.6,31.5,65.3,34.4,52.6,免费评估
85,华威大学The University of Warwick,United Kingdom,35.0,86.3,55.2,58.3,36.0,52.6,免费评估
87,The University of Western Australia,Australia,35.9,83.6,40.4,69.5,34.8,52.5,免费评估
88,University of Auckland,New Zealand,41.4,83.2,39.6,61.1,99.4,52.4,免费评估
89,"伦敦大学伯克贝克学院Birkbeck, University Of London",United Kingdom,46.4,80.1,45.7,57.6,34.1,52.3,免费评估
90,"University of California, Irvine",United States,36.1,49.8,38.7,77.3,34.1,52.2,免费评估
91,Aarhus University,Denmark,29.8,72.4,47.5,67.5,71.7,52.1,免费评估
92,Free University of Berlin,Germany,37.1,55.0,44.9,66.7,78.5,52.0,免费评估
92,伦敦大学金史密斯学院Goldsmiths University of London,United Kingdom,41.6,86.8,40.1,63.1,34.6,52.0,免费评估
94,Wake Forest University,United States,46.2,20.7,34.1,78.1,35.0,51.9,免费评估
95,University of Zurich,Switzerland,31.5,88.9,47.3,62.1,58.4,51.6,免费评估
96,University of Konstanz,Germany,30.9,52.1,33.9,77.9,100.0,51.5,免费评估
97,University of Macau,Macao,45.4,95.1,34.1,61.1,38.5,51.3,免费评估
98,Beijing Normal University,China,41.3,50.6,62.3,47.0,100.0,51.2,免费评估
99,Georgia Institute of Technology,United States,40.4,37.5,35.8,74.1,46.8,50.9,免费评估
100,University of Cologne,Germany,33.3,58.5,39.0,72.0,51.6,50.8,免费评估
100,University of Mannheim,Germany,41.9,36.9,36.6,70.1,74.7,50.8,免费评估
