Ranking,University Name,Location,Teaching,International Outlook,Research,Citations,Industry Income,Overall score,Free
1,Stanford University,United States,86.0,51.4,99.1,86.0,89.6,87.1,免费评估
2,Princeton University,United States,84.7,62.3,82.6,92.5,49.1,84.3,免费评估
3,University of Pennsylvania,United States,83.4,41.1,97.9,80.4,94.2,83.4,免费评估
4,伦敦大学学院University College London,United Kingdom,91.2,92.4,89.2,70.9,41.2,82.4,免费评估
5,University of Chicago,United States,86.5,50.8,92.7,80.2,34.1,82.0,免费评估
6,Harvard University,United States,87.6,48.5,94.4,75.1,41.1,81.0,免费评估
7,Yale University,United States,88.7,34.1,98.1,70.6,34.1,79.5,免费评估
8,University of Michigan-Ann Arbor,United States,80.2,34.2,90.6,81.6,39.7,79.1,免费评估
9,"University of California, Los Angeles",United States,81.3,36.2,96.4,75.4,38.6,78.9,免费评估
10,University of British Columbia,Canada,68.8,91.3,91.2,71.3,40.4,76.8,免费评估
11,New York University,United States,77.7,57.5,90.2,71.7,41.8,76.6,免费评估
12,伦敦政治经济学院The London School of Economics and Political Science,United Kingdom,67.2,93.9,67.2,86.0,39.7,75.1,免费评估
13,Duke University,United States,74.0,35.1,81.1,80.0,59.7,74.8,免费评估
14,University of Amsterdam,Netherlands,73.5,55.3,76.9,80.4,37.2,74.6,免费评估
15,Cornell University,United States,74.1,51.8,82.1,75.4,34.1,74.1,免费评估
16,Northwestern University,United States,67.1,22.9,89.4,77.1,86.2,73.9,免费评估
17,University of Washington,United States,78.2,39.4,85.8,71.2,34.6,73.8,免费评估
18,Columbia University,United States,86.7,58.9,79.2,64.4,42.8,73.6,免费评估
19,Karolinska Institute,Sweden,64.3,75.9,78.0,74.4,96.6,73.3,免费评估
20,University of Virginia (Main campus),United States,64.8,33.1,81.1,83.1,60.5,73.2,免费评估
21,University of Minnesota,United States,75.8,27.9,85.8,68.8,97.1,73.1,免费评估
22,Carnegie Mellon University,United States,51.2,52.7,75.9,95.1,34.1,73.0,免费评估
22,爱丁堡大学The University of Edinburgh,United Kingdom,74.0,87.8,71.7,72.9,34.1,73.0,免费评估
