Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,Indiana University Bloomington,UnitedStates,71.9,89.6,51.2,100.0,,257.7,免费评估
2,Erasmus University Rotterdam,Netherlands,100.0,82.4,57.3,60.0,,256.9,免费评估
3,Utrecht University,Netherlands,81.3,97.2,66.8,66.3,,243.5,免费评估
4,Aarhus University,Denmark,78.7,99.9,50.0,69.3,,242.2,免费评估
5,The University of Georgia,UnitedStates,68.2,100.0,56.7,74.8,,232.8,免费评估
6,卡迪夫大学Cardiff University,UnitedKingdom,74.1,93.5,61.5,63.2,,227.3,免费评估
7,Arizona State University,UnitedStates,64.7,92.5,55.8,69.3,,218.2,免费评估
8,Texas A&M University,UnitedStates,63.6,90.5,47.6,63.2,,208.7,免费评估
9,伦敦政治经济学院The London School of Economics and Political Science,UnitedKingdom,84.6,92.7,52.6,28.3,,206.8,免费评估
10,The Ohio State University - Columbus,UnitedStates,55.8,96.2,43.1,60.0,,196.2,免费评估
11,牛津大学University of Oxford,UnitedKingdom,78.4,75.9,63.3,28.3,,190.1,免费评估
12,Harvard University,UnitedStates,69.6,75.8,59.1,40.0,,188.1,免费评估
13,University of Southern California,UnitedStates,57.1,72.1,47.2,60.0,,186.3,免费评估
14,City University of Hong Kong,China-HongKong,58.7,72.3,76.8,52.9,,184.8,免费评估
15,Florida State University,UnitedStates,49.6,85.2,48.5,60.0,,181.9,免费评估
16,The Australian National University,Australia,95.5,66.4,46.0,0.0,,181.0,免费评估
17,University of Wisconsin - Madison,UnitedStates,56.7,75.8,47.5,52.9,,180.5,免费评估
18,"University of Minnesota, Twin Cities",UnitedStates,45.7,91.8,54.8,60.0,,180.0,免费评估
19,KU Leuven,Belgium,69.6,65.3,66.3,34.6,,178.3,免费评估
20,埃克塞特大学University of Exeter,UnitedKingdom,55.4,100.0,61.5,34.6,,173.9,免费评估
21,Leiden University,Netherlands,63.6,85.5,59.8,28.3,,172.4,免费评估
22,George Mason University,UnitedStates,52.4,77.8,56.3,49.0,,172.1,免费评估
23,伯明翰大学University of Birmingham,UnitedKingdom,70.9,79.2,60.4,20.0,,172.0,免费评估
24,University of Copenhagen,Denmark,55.8,93.8,65.9,34.6,,171.9,免费评估
25,Bocconi University,Italy,51.5,84.3,75.2,44.7,,171.6,免费评估
26,National University of Singapore,Singapore,71.5,73.0,75.3,20.0,,171.3,免费评估
27,University at Albany (State University of New York),UnitedStates,63.2,51.6,56.0,44.7,,171.0,免费评估
28,伦敦大学学院University College London,UnitedKingdom,63.2,82.2,62.2,28.3,,170.4,免费评估
29,爱丁堡大学The University of Edinburgh,UnitedKingdom,70.9,73.8,56.3,20.0,,168.8,免费评估
30,VU University Amsterdam,Netherlands,62.9,75.1,75.8,28.3,,167.7,免费评估
31,Syracuse University,UnitedStates,43.1,97.2,45.6,49.0,,166.9,免费评估
32,American University,UnitedStates,59.1,63.8,47.1,40.0,,165.2,免费评估
33,Georgia State University,UnitedStates,43.1,100.0,55.8,44.7,,165.0,免费评估
34,The University of Melbourne,Australia,68.9,68.2,69.2,20.0,,164.3,免费评估
35,"Rutgers, The State University of New Jersey - New Brunswick",UnitedStates,57.9,81.6,51.0,28.3,,161.0,免费评估
36,The University of Queensland,Australia,54.6,77.6,44.1,34.6,,159.7,免费评估
37,华威大学The University of Warwick,UnitedKingdom,48.2,84.8,45.6,40.0,,159.3,免费评估
38,Seoul National University,SouthKorea,57.1,62.8,65.6,34.6,,158.2,免费评估
39,University of Oslo,Norway,62.5,71.0,74.6,20.0,,156.7,免费评估
40,Radboud University Nijmegen,Netherlands,57.9,82.9,53.7,20.0,,153.6,免费评估
41,University of Kansas,UnitedStates,45.7,70.8,30.4,44.7,,151.8,免费评估
41,University of Twente,Netherlands,59.5,52.3,81.8,28.3,,151.8,免费评估
43,"University of California, Berkeley",UnitedStates,55.8,84.0,55.7,20.0,,151.3,免费评估
43,Yonsei University,SouthKorea,49.2,71.0,73.4,34.6,,151.3,免费评估
45,University of Washington,UnitedStates,41.5,99.2,41.0,34.6,,150.6,免费评估
46,The University of New South Wales,Australia,60.6,67.2,55.0,20.0,,150.0,免费评估
47,University of Gothenburg,Sweden,55.4,79.1,67.5,20.0,,149.4,免费评估
48,University of Antwerp,Belgium,57.5,73.4,62.8,20.0,,149.2,免费评估
49,布里斯托大学University of Bristol,UnitedKingdom,50.1,69.7,41.6,34.6,,148.8,免费评估
49,University of Toronto,Canada,72.8,68.3,54.8,0.0,,148.8,免费评估
