Ranking,University Name,Guardian score,Satisfied with course,Satisfied with teaching,Satisfied with feedback,Student:staff ratio,Spend per student,Average entry tariff,Value-added score,Career after 6 mths,Free
1,利物浦大学The University of Liverpool,100.0,89.1,91.8,72.5,5.6,10,402,8,56,免费评估
2,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,86.7,97.0,97.0,91.6,16.3,3,410,2,-,免费评估
3,莱斯特大学University of Leicester,80.0,98.0,93.7,68.2,16.8,9,405,5,68,免费评估
4,布里斯托大学University of Bristol,76.6,85.0,90.5,60.7,9.3,8,455,7,56,免费评估
5,曼彻斯特大学The University of Manchester,74.0,89.0,91.7,68.3,11.1,6,438,6,69,免费评估
5,基尔大学Keele University,74.0,98.0,95.0,81.2,16.1,3,384,2,-,免费评估
7,利兹大学University of Leeds,72.7,96.0,93.7,74.7,11.4,3,420,6,67,免费评估
8,伦敦国王学院King's College London,70.9,89.9,89.2,60.4,10.3,8,435,3,69,免费评估
9,伯明翰大学University of Birmingham,66.2,87.1,92.0,64.7,16.7,4,429,8,80,免费评估
10,东伦敦大学University of East London,61.5,90.1,93.2,77.3,14.7,6,303,1,58,免费评估
11,中央兰开夏大学University of Central Lancashire,60.7,87.9,89.7,78.4,11.3,3,348,-,-,免费评估
12,爱丁堡大学The University of Edinburgh,60.0,74.0,93.8,52.4,10.8,-,-,6,63,免费评估
13,拉夫堡大学Loughborough University,55.7,88.0,88.0,77.5,19.9,4,365,3,63,免费评估
14,萨塞克斯大学University of Sussex,54.5,72.0,85.0,57.1,15.8,9,401,8,-,免费评估
15,"特威克南圣玛丽大学St Mary's, Twickenham",49.3,88.0,87.0,65.6,16.5,2,333,5,-,免费评估
16,英国女王大学Queen's University Belfast,48.4,95.0,94.5,71.5,39.3,3,408,7,76,免费评估
17,朴茨茅斯大学University of Portsmouth,48.0,88.0,90.2,78.7,14.2,4,309,9,-,免费评估
18,普利茅斯大学University of Plymouth,42.7,84.6,89.9,72.3,19.0,3,312,7,64,免费评估
19,阿尔斯特大学University of Ulster,36.9,77.8,89.6,68.8,25.3,3,344,8,81,免费评估
20,德蒙福特大学De Montfort University,31.1,94.1,90.0,65.5,21.6,3,280,-,-,免费评估
