Ranking,University Name,Location,Teaching,International Outlook,Research,Citations,Industry Income,Overall score,Free
90,埃克塞特大学University of Exeter,United Kingdom,33.2,75.5,37.3,94.7,36.6,53.2,免费评估
91,Seoul National University,South Korea,63.8,55.2,48.5,44.3,46.3,52.9,免费评估
91,约克大学The University of York,United Kingdom,34.5,70.9,46.4,81.8,33.2,52.9,免费评估
93,Erasmus University Rotterdam,Netherlands,29.5,82.6,42.3,83.5,87.4,52.6,免费评估
94,"University of California, Davis",United States,40.8,46.9,42.6,83.5,38.9,52.5,免费评估
95,Hong Kong Polytechnic University,Hong Kong,37.9,93.7,41.0,73.6,41.5,52.1,免费评估
96,University of Freiburg,Germany,32.4,56.1,37.6,90.1,100.0,52.0,免费评估
97,Copenhagen Business School,Denmark,24.3,92.6,35.3,97.0,42.8,51.6,免费评估
97,Syracuse University,United States,49.7,26.8,43.3,74.2,33.2,51.6,免费评估
99,布里斯托大学University of Bristol,United Kingdom,42.0,74.4,40.8,70.6,36.3,51.0,免费评估
99,University of Sydney,Australia,35.4,74.5,45.3,72.5,42.7,51.0,免费评估
