Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,75.0%,86.7%,67.0%,642,96.6%,100.0,免费评估
2,帝国理工学院Imperial College London,81.6%,88.8%,65.0%,564,90.5%,97.8,免费评估
3,南安普顿大学University of Southampton,81.4%,88.6%,53.3%,489,95.6%,94.7,免费评估
4,思克莱德大学University of Strathclyde,84.5%,87.1%,41.7%,470,88.7%,91.6,免费评估
5,格拉斯哥大学University of Glasgow,75.7%,86.8%,47.2%,491,89.0%,91.2,免费评估
6,伦敦大学学院University College London,68.2%,82.3%,59.0%,484,90.9%,91.0,免费评估
7,英国女王大学Queen's University Belfast,82.7%,89.9%,47.3%,415,88.7%,90.7,免费评估
7,利兹大学University of Leeds,86.9%,91.5%,41.8%,429,85.3%,90.7,免费评估
9,谢菲尔德大学The University of Sheffield,84.0%,91.6%,42.6%,389,93.3%,90.5,免费评估
9,布拉德福德大学University of Bradford,71.9%,86.5%,52.3%,468,90.0%,90.5,免费评估
11,曼彻斯特大学The University of Manchester,88.0%,91.3%,37.0%,425,85.1%,90.1,免费评估
12,巴斯大学University of Bath,87.1%,88.1%,28.6%,444,90.0%,89.7,免费评估
13,萨里大学University of Surrey,80.6%,87.5%,36.3%,427,93.9%,89.6,免费评估
13,伯明翰大学University of Birmingham,86.1%,89.5%,32.1%,410,92.6%,89.6,免费评估
15,邓迪大学University of Dundee,84.2%,87.8%,34.1%,,90.0%,89.3,免费评估
16,爱丁堡大学The University of Edinburgh,73.6%,85.7%,50.3%,485,80.2%,89.2,免费评估
17,兰卡斯特大学Lancaster University,80.7%,84.3%,41.6%,416,,88.0,免费评估
18,阿伯丁大学University of Aberdeen,73.9%,82.5%,28.4%,458*,96.9%,87.9,免费评估
19,斯旺西大学Swansea University,80.9%,85.3%,45.5%,346,86.1%,86.9,免费评估
20,诺丁汉大学University of Nottingham,79.2%,86.7%,40.8%,390,81.8%,86.5,免费评估
20,埃克塞特大学University of Exeter,70.8%,79.3%,36.4%,432,92.4%,86.5,免费评估
22,纽卡斯尔大学Newcastle University,77.2%,87.2%,39.4%,389,83.5%,86.2,免费评估
23,拉夫堡大学Loughborough University,81.7%,89.4%,23.8%,368,90.9%,85.8,免费评估
24,肯特大学University of Kent,88.1%,94.5%,27.3%,309,85.5%,85.5,免费评估
25,埃塞克斯大学University of Essex,81.5%,82.8%,34.3%,302,95%*,85.4,免费评估
26,赫瑞瓦特大学Heriot Watt University,68.8%,73.2%,47.8%,416,85.6%,85.3,免费评估
27,约克大学The University of York,85.1%,88.8%,21.4%,393,81.2%,85.1,免费评估
28,布鲁内尔大学Brunel University,86.6%,88.3%,26.4%,353,78.3%,84.4,免费评估
29,利物浦大学The University of Liverpool,80.0%,84.1%,30.4%,378,79.7%,84.1,免费评估
30,伦敦大学玛丽女王学院Queen Mary University of London,74.5%,79.3%,41.9%,409,72.5%,83.7,免费评估
31,雷丁大学University of Reading,79.4%,82.8%,16.3%,376,85.7%,82.8,免费评估
32,诺桑比亚大学Northumbria University,86.8%,88.2%,30.7%,347,65.8%,82.5,免费评估
33,阿斯顿大学Aston University,73.4%,77.3%,25.8%,324,94.9%,82.4,免费评估
34,班戈大学Bangor University,85.6%,90.9%,31.9%,269,74.6%,82.0,免费评估
35,德比大学University of Derby,85.1%,87.8%,6.7%,306,90.9%,81.9,免费评估
36,朴茨茅斯大学University of Portsmouth,83.5%,84.2%,7.2%,318,88.8%,81.3,免费评估
37,Cardiff University,62.5%,73.8%,30.2%,400,84.4%,80.7,免费评估
37,西英格兰大学University of the West of England,76.3%,81.0%,10.6%,308,95.3%,80.7,免费评估
39,罗伯特高登大学The Robert Gordon University,72.2%,82.5%,8.8%,387,86.4%,80.5,免费评估
40,Manchester Metropolitan University,80.7%,84.5%,16.3%,338,76.5%,80.3,免费评估
41,阿尔斯特大学University of Ulster,69.6%,81.9%,22.8%,301,86.0%,79.3,免费评估
42,赫尔大学The University of Hull,81.6%,81.4%,16.5%,309,73.7%,78.8,免费评估
43,伦敦城市大学City University London,85.0%,88.3%,20.2%,362,52.4%,78.6,免费评估
44,利物浦约翰摩尔斯大学Liverpool John Moores University,77.1%,81.0%,8.7%,344,75.0%,78.0,免费评估
45,埃塞克斯大学University of Essex,68.0%,71.9%,24.0%,320,82.1%,77.9,免费评估
46,赫特福德大学University of Hertfordshire,76.3%,88.2%,16.5%,282,74.1%,77.7,免费评估
46,哈德斯菲尔德大学University of Huddersfield,77.6%,82.0%,10.2%,328,74.1%,77.7,免费评估
48,谢菲尔德哈莱姆大学Sheffield Hallam University,76.2%,83.6%,17.8%,298,72.4%,77.5,免费评估
49,亚伯大学Aberystwyth University,76.2%,72.1%,,329,87.9%,77.4,免费评估
50,布莱顿大学University of Brighton,77.6%,86.8%,7.4%,,66.7%,76.5,免费评估
51,中央兰开夏大学University of Central Lancashire,79.5%,84.2%,11.7%,313,64.5%,76.4,免费评估
52,普利茅斯大学University of Plymouth,73.9%,84.3%,13.3%,311,68.2%,76.0,免费评估
52,剑桥安鲁大学Anglia Ruskin University,90.6%,91.5%,9.1%,237,60.0%,76.0,免费评估
54,Coventry University,76.2%,82.4%,10.3%,280,72.1%,75.7,免费评估
55,波尔顿大学University of Bolton,90.5%,85.8%,,293*,59.4%,75.6,免费评估
56,索尔福德大学University of Salford,80.0%,81.0%,4.4%,326,60.0%,74.6,免费评估
57,德蒙福特大学De Montfort University,68.9%,76.9%,12.5%,295,73.1%,74.4,免费评估
58,蒂赛德大学Teesside University,85.2%,83.0%,5.8%,304,51.6%,73.9,免费评估
59,斯塔福德郡大学Staffordshire University,77.4%,80.3%,5.7%,285*,64.4%,73.7,免费评估
60,金斯顿大学Kingston University,81.8%,85.1%,,241*,66.7%,73.4,免费评估
61,布拉德福德大学University of Bradford,71.8%,81.8%,,316,67.5%*,73.3,免费评估
62,伯明翰城市大学Birmingham City University,77.4%,78.0%,,301,62.2%,72.7,免费评估
63,南安普顿索伦特大学Southampton Solent University,77.3%,80.6%,,239,70.2%,72.6,免费评估
64,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,64.5%,71.1%,4.7%,331,68.6%,72.0,免费评估
