Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,杜伦大学Durham University,436.0,4.23,2.65,81.0,100.0,免费评估
2,伯明翰大学University of Birmingham,399.0,4.14,2.75,78.0,98.2,免费评估
3,巴斯大学University of Bath,440.0,4.35,2.3,73.0,98.0,免费评估
4,埃克塞特大学University of Exeter,425.0,4.42,2.2,72.0,97.3,免费评估
5,拉夫堡大学Loughborough University,424.0,3.97,2.75,70.0,97.1,免费评估
6,爱丁堡大学The University of Edinburgh,412.0,3.91,2.3,75.0,96.0,免费评估
7,罗伯特高登大学The Robert Gordon University,357.0,4.19,1.9,79.0,94.6,免费评估
8,斯特林大学University of Stirling,391.0,3.99,2.4,,94.2,免费评估
9,朴茨茅斯大学University of Portsmouth,348.0,4.3,2.5,62.0,93.5,免费评估
10,利兹大学University of Leeds,416.0,3.87,2.2,59.0,92.9,免费评估
11,东英吉利大学University of East Anglia,427.0,4.03,,71.0,92.2,免费评估
12,利物浦约翰摩尔斯大学Liverpool John Moores University,353.0,4.1,2.6,54.0,91.9,免费评估
13,利兹都会大学Leeds Metropolitan University,342.0,4.01,2.3,62.0,91.8,免费评估
14,班戈大学Bangor University,305.0,4.36,2.25,63.0,91.7,免费评估
15,埃塞克斯大学University of Essex,388.0,4.01,2.25,53.0,91.6,免费评估
16,赫特福德大学University of Hertfordshire,357.0,4.06,2.15,59.0,91.4,免费评估
17,布鲁内尔大学Brunel University,355.0,4.03,2.25,58.0,91.4,免费评估
18,考文垂大学Coventry University,315.0,4.03,1.6,75.0,91.1,免费评估
19,格拉斯哥大学University of Glasgow,429.0,4.34,,56.0,90.7,免费评估
20,谢菲尔德哈莱姆大学Sheffield Hallam University,367.0,3.94,2.15,55.0,90.7,免费评估
21,卡迪夫都市大学Cardiff Metropolitan University,361.0,4.03,1.99,56.0,90.4,免费评估
22,诺丁汉特伦特大学Nottingham Trent University,353.0,4.31,1.45,59.0,90.0,免费评估
23,布莱顿大学University of Brighton,343.0,4.01,2.1,55.0,89.9,免费评估
24,索尔福德大学University of Salford,315.0,4.05,2.2,57.0,89.8,免费评估
25,肯特大学University of Kent,365.0,4.0,,69.0,89.7,免费评估
26,阿伯丁大学University of Aberdeen,393.0,4.03,2.0,45.0,89.6,免费评估
27,思克莱德大学University of Strathclyde,,4.0,2.0,56.0,89.6,免费评估
28,普利茅斯大学University of Plymouth,296.0,4.32,2.5,48.0,89.4,免费评估
29,切斯特大学University of Chester,286.0,4.4,1.9,,89.3,免费评估
30,林肯大学University of Lincoln,333.0,4.15,,69.0,89.2,免费评估
31,赫尔大学The University of Hull,343.0,4.26,1.55,54.0,88.9,免费评估
32,诺桑比亚大学Northumbria University,383.0,3.84,1.8,49.0,88.7,免费评估
33,阿尔斯特大学University of Ulster,346.0,3.84,2.1,48.0,88.3,免费评估
34,纽曼大学Newman University,333.0,4.16,1.3,58.0,88.2,免费评估
35,奇切斯特大学University of Chichester,313.0,4.0,1.85,55.0,88.2,免费评估
36,牛津布鲁克斯大学Oxford Brookes University,346.0,4.11,,60.0,87.9,免费评估
37,斯旺西大学Swansea University,290.0,3.94,1.25,69.0,87.8,免费评估
38,格林多大学Glyndwr University,309.0,4.23,,63.0,87.6,免费评估
39,曼彻斯特城市大学Manchester Metropolitan University,312.0,3.97,2.05,48.0,87.4,免费评估
40,约克圣约翰大学York St John University,312.0,4.13,1.4,,87.3,免费评估
41,格罗斯特大学University of Gloucestershire,321.0,3.85,1.4,59.0,87.3,免费评估
42,英国圣玛丽大学学院St Mary's University College,296.0,4.01,1.4,59.0,86.9,免费评估
43,米德塞斯大学Middlesex University,279.0,4.01,,69.0,86.9,免费评估
44,南威尔士大学The University of South Wales,313.0,3.97,1.65,52.0,86.9,免费评估
45,艾芝西尔大学Edge Hill University,333.0,4.19,,,86.8,免费评估
46,伯恩茅斯大学Bournemouth University,330.0,4.13,,56.0,86.7,免费评估
47,伍斯特大学University of Worcester,318.0,4.03,,59.0,86.5,免费评估
48,德比大学University of Derby,323.0,4.16,,54.0,86.3,免费评估
49,坎特伯雷大学Canterbury Christ Church University,259.0,4.08,1.75,,86.2,免费评估
50,罗汉普顿大学Roehampton University,271.0,4.1,1.25,60.0,86.1,免费评估
51,贝德福德大学University of Bedfordshire,246.0,3.93,1.8,58.0,86.1,免费评估
52,桑德兰大学University of Sunderland,327.0,4.0,2.05,37.0,86.1,免费评估
53,西英格兰大学University of the West of England,307.0,3.79,,63.0,86.1,免费评估
54,伦敦都市大学London Metropolitan University,280.0,3.56,,72.0,86.0,免费评估
55,金斯顿大学Kingston University,282.0,4.28,1.85,43.0,85.9,免费评估
56,阿伯泰邓迪大学University of Abertay Dundee,298.0,3.84,,62.0,85.8,免费评估
57,利兹圣三一大学Leeds Trinity University,302.0,4.15,,55.0,85.7,免费评估
58,龙比亚大学Napier University,339.0,3.97,,50.0,85.4,免费评估
59,南安普顿索伦特大学Southampton Solent University,296.0,4.43,,48.0,85.2,免费评估
60,蒂赛德大学Teesside University,324.0,4.07,,49.0,85.1,免费评估
61,格林威治大学The University of Greenwich,323.0,3.81,,54.0,85.1,免费评估
62,中央兰开夏大学University of Central Lancashire,351.0,3.86,,47.0,84.9,免费评估
63,斯塔福德郡大学Staffordshire University,276.0,3.93,1.7,47.0,84.8,免费评估
64,亚伯大学Aberystwyth University,308.0,3.63,1.8,44.0,84.7,免费评估
65,波尔顿大学University of Bolton,301.0,4.32,,46.0,84.6,免费评估
66,东伦敦大学University of East London,312.0,4.31,,44.0,84.6,免费评估
67,哥比亚大学University of Cumbria,264.0,4.26,,52.0,84.3,免费评估
68,"圣马克与圣约翰大学University of St Mark & St John, Plymouth",283.0,4.1,1.0,,84.2,免费评估
69,萨福克学院University Campus Suffolk,271.0,4.12,,53.0,84.2,免费评估
70,北安普顿大学The University of Northampton,272.0,4.23,,50.0,84.1,免费评估
71,温切斯特大学University of Winchester,292.0,4.12,,46.0,83.7,免费评估
72,剑桥安鲁大学Anglia Ruskin University,188.0,4.26,,61.0,83.3,免费评估
73,伦敦南岸大学London South Bank University,212.0,4.03,1.95,42.0,82.9,免费评估
74,邓迪大学University of Dundee,,4.02,,43.0,82.5,免费评估
75,新白金汉大学Buckinghamshire New University,219.0,3.77,1.6,,82.4,免费评估
76,西苏格兰大学University of the West of Scotland,286.0,3.77,,45.0,82.1,免费评估
