Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,格拉斯哥大学University of Glasgow,92.2%,86.4%,32.5%,186,97.8%,100.0,免费评估
2,西苏格兰大学University of the West of Scotland,95.2%,90.4%,7.5%,178,99.1%,97.6,免费评估
3,杜伦大学Durham University,88.0%,80.6%,38.9%,162,89.4%,96.3,免费评估
4,剑桥大学University of Cambridge,,,36.6%,187,82.4%,96.0,免费评估
5,苏格兰皇家音乐学院Royal Conservatoire of Scotland,88.4%,78.7%,,191,97.4%,94.5,免费评估
5,曼彻斯特大学The University of Manchester,90.7%,87.4%,46.0%,137,77.0%,94.5,免费评估
5,斯特林大学University of Stirling,83.0%,77.2%,29.2%,175,96.0%,94.5,免费评估
8,邓迪大学University of Dundee,86.1%,80.3%,11.7%,180,94.9%,93.9,免费评估
9,思克莱德大学University of Strathclyde,81.0%,76.8%,19.8%,194,89.0%,93.4,免费评估
10,爱丁堡大学The University of Edinburgh,74.5%,74.0%,23.1%,186,98.8%,92.8,免费评估
11,阿伯丁大学University of Aberdeen,80.1%,73.3%,7.6%,187,94.9%,91.6,免费评估
12,伯明翰大学University of Birmingham,73.3%,73.5%,40.9%,152,83.8%,91.3,免费评估
13,诺桑比亚大学Northumbria University,85.1%,83.3%,,144,90.7%,89.9,免费评估
14,南安普顿大学University of Southampton,81.2%,83.8%,41.1%,155,86.0%,89.8,免费评估
15,考文垂大学Coventry University,92.6%,92.7%,18.1%,117*,87.5%,89.7,免费评估
16,东英吉利大学University of East Anglia,88.8%,82.5%,27.2%,160,77.9%,88.7,免费评估
17,布莱顿大学University of Brighton,86.2%,81.3%,1.6%,127,88.4%,88.4,免费评估
18,"特威克南圣玛丽大学St Mary's, Twickenham",87.2%,85.8%,1.8%,116,88.6%,88.2,免费评估
19,布鲁内尔大学Brunel University,85.0%,86.5%,20.4%,130,65.9%,87.9,免费评估
20,温切斯特大学University of Winchester,87.2%,87.1%,2.2%,123,77.4%,87.3,免费评估
21,基尔大学Keele University,85.1%,76.6%,25.0%,136,74.2%,87.1,免费评估
21,雷丁大学University of Reading,84.2%,81.3%,25.8%,136,88.0%,87.1,免费评估
23,约克大学The University of York,77.5%,74.9%,43.3%,138,80.6%,86.4,免费评估
24,西英格兰大学University of the West of England,91.8%,91.6%,5.3%,134,80.1%,85.7,免费评估
24,华威大学The University of Warwick,,,43.6%,153,61.5%,85.7,免费评估
24,伦敦大学学院University College London,72.1%,70.3%,40.2%,165,58.1%,85.7,免费评估
27,班戈大学Bangor University,76.3%,76.8%,39.6%,131,74.8%,85.2,免费评估
28,利物浦约翰摩尔斯大学Liverpool John Moores University,83.7%,82.2%,3.0%,143,72.1%,84.8,免费评估
28,利物浦大学The University of Liverpool,89.3%,88.0%,7.3%,120,86.1%,84.8,免费评估
30,德比大学University of Derby,86.5%,83.2%,1.1%,127,80.1%,84.7,免费评估
31,格罗斯特大学University of Gloucestershire,82.0%,79.1%,,122,81.2%,84.4,免费评估
32,哈德斯菲尔德大学University of Huddersfield,88.3%,83.6%,5.9%,125,81.9%,84.3,免费评估
33,诺丁汉特伦特大学Nottingham Trent University,79.8%,77.6%,2.6%,155,76.3%,84.2,免费评估
34,切斯特大学University of Chester,82.2%,81.3%,1.4%,122,76.2%,84.1,免费评估
35,谢菲尔德大学The University of Sheffield,82.0%,82.0%,2.0%,127,72.1%,83.9,免费评估
36,罗汉普顿大学Roehampton University,81.7%,80.5%,20.2%,117,84.0%,83.7,免费评估
36,伯明翰城市大学Birmingham City University,86.7%,83.4%,1.8%,128,84.8%,83.7,免费评估
38,普利茅斯大学University of Plymouth,87.0%,84.5%,9.4%,127,74.3%,83.2,免费评估
39,桑德兰大学University of Sunderland,86.9%,82.1%,3.8%,124,91.1%,83.1,免费评估
40,索尔福德大学University of Salford,83.7%,79.2%,32.9%,145,51.3%,83.0,免费评估
41,贝德福德大学University of Bedfordshire,90.2%,86.9%,3.1%,112,76.9%,82.9,免费评估
42,艾芝西尔大学Edge Hill University,79.8%,77.9%,1.4%,134,85.2%,82.3,免费评估
43,德蒙福特大学De Montfort University,80.0%,80.7%,11.2%,111,80.7%,82.1,免费评估
44,赫特福德大学University of Hertfordshire,87.7%,84.2%,,121,76.6%,82.0,免费评估
45,亚伯大学Aberystwyth University,88.9%,85.5%,,122,65.6%,81.9,免费评估
46,Plymouth Marjon University,83.3%,78.8%,,129,70.8%,81.8,免费评估
47,巴斯斯巴大学Bath Spa University,77.3%,71.9%,3.2%,123,70.2%,81.7,免费评估
48,利兹大学University of Leeds,71.8%,71.1%,31.6%,151,59.0%,81.4,免费评估
49,约克圣约翰大学York St John University,75.9%,75.5%,1.5%,122,81.6%,81.3,免费评估
50,南威尔士大学The University of South Wales,87.5%,82.9%,,129,60.9%,81.0,免费评估
50,牛津布鲁克斯大学Oxford Brookes University,86.9%,82.6%,3.3%,130,73.6%,81.0,免费评估
