Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,,45.0,558.0,91.2,100.0,免费评估
2,谢菲尔德大学The University of Sheffield,90.9,42.2,370.0,73.6,87.4,免费评估
3,阿伯丁大学University of Aberdeen,,33.3,,87.1,85.6,免费评估
4,纽卡斯尔大学Newcastle University,84.6,38.3,353.0,86.7,85.5,免费评估
5,伦敦大学学院University College London,79.8,33.3,440.0,0.0,85.1,免费评估
6,赫瑞瓦特大学Heriot Watt University,84.8,30.0,361.0,87.5,84.1,免费评估
7,雷丁大学University of Reading,76.2,36.7,409.0,0.0,82.0,免费评估
8,卡迪夫大学Cardiff University,76.8,41.7,357.0,77.5,80.5,免费评估
9,爱丁堡大学The University of Edinburgh,72.4,40.0,391.0,0.0,79.5,免费评估
10,诺桑比亚大学Northumbria University,84.1,20.0,336.0,83.1,79.3,免费评估
11,曼彻斯特大学The University of Manchester,80.0,33.3,368.0,70.0,79.0,免费评估
12,牛津布鲁克斯大学Oxford Brookes University,82.2,16.7,345.0,87.5,78.9,免费评估
13,拉夫堡大学Loughborough University,81.6,41.7,343.0,61.1,78.8,免费评估
14,西英格兰大学University of the West of England,85.4,19.5,311.0,79.4,78.0,免费评估
15,利物浦大学The University of Liverpool,83.0,23.3,355.0,68.4,77.2,免费评估
16,伯明翰大学University of Birmingham,75.9,23.3,390.0,0.0,76.5,免费评估
17,英国女王大学Queen's University Belfast,80.0,16.7,345.0,72.1,74.5,免费评估
18,格罗斯特大学University of Gloucestershire,,16.7,262.0,90.0,73.7,免费评估
18,诺丁汉特伦特大学Nottingham Trent University,80.2,10.0,328.0,78.6,73.7,免费评估
20,伯明翰城市大学Birmingham City University,79.8,15.0,258.0,86.7,73.4,免费评估
21,曼彻斯特城市大学Manchester Metropolitan University,75.7,15.0,292.0,87.5,73.0,免费评估
22,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,66.9,30.0,359.0,64.3,70.0,免费评估
23,谢菲尔德哈莱姆大学Sheffield Hallam University,77.0,30.0,296.0,48.3,68.9,免费评估
23,利兹都会大学Leeds Metropolitan University,88.2,,272.0,60.0,68.9,免费评估
25,威斯敏斯特大学University of Westminster,75.4,11.7,320.0,0.0,68.4,免费评估
26,阿尔斯特大学University of Ulster,78.6,,248.0,52.2,61.4,免费评估
27,金斯顿大学Kingston University,69.4,3.3,280.0,61.5,61.0,免费评估
