Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,杜伦大学Durham University,557.0,4.28,3.42,83.0,100.0,免费评估
2,圣安德鲁斯大学University of St Andrews,515.0,4.45,3.4,80.0,99.1,免费评估
3,伦敦大学学院University College London,502.0,4.33,3.36,77.0,97.6,免费评估
4,剑桥大学University of Cambridge,539.0,4.06,3.14,80.0,97.3,免费评估
5,牛津大学University of Oxford,538.0,4.2,3.26,75.0,97.0,免费评估
6,埃克塞特大学University of Exeter,476.0,4.38,3.07,76.0,95.8,免费评估
7,诺丁汉大学University of Nottingham,424.0,4.24,3.27,81.0,95.2,免费评估
8,伯明翰大学University of Birmingham,417.0,4.33,3.19,81.0,94.3,免费评估
9,华威大学The University of Warwick,467.0,4.08,3.53,71.0,94.3,免费评估
10,约克大学The University of York,441.0,4.14,3.49,73.0,94.1,免费评估
11,King's College London,452.0,4.04,3.23,78.0,94.0,免费评估
12,萨塞克斯大学University of Sussex,372.0,4.24,3.28,85.0,93.8,免费评估
13,兰卡斯特大学Lancaster University,411.0,4.21,3.14,78.0,93.4,免费评估
14,布里斯托大学University of Bristol,502.0,4.08,2.72,70.0,92.9,免费评估
15,利兹大学University of Leeds,435.0,4.12,3.19,75.0,92.7,免费评估
16,纽卡斯尔大学Newcastle University,423.0,4.17,3.46,68.0,92.4,免费评估
17,拉夫堡大学Loughborough University,378.0,4.34,2.8,77.0,91.7,免费评估
18,萨里大学University of Surrey,400.0,4.47,3.01,67.0,91.7,免费评估
19,曼彻斯特大学The University of Manchester,415.0,4.07,3.19,70.0,91.6,免费评估
20,斯特林大学University of Stirling,409.0,4.27,3.0,72.0,91.5,免费评估
21,爱丁堡大学The University of Edinburgh,472.0,3.95,3.11,65.0,91.4,免费评估
22,肯特大学University of Kent,340.0,4.3,3.03,74.0,91.0,免费评估
23,谢菲尔德大学The University of Sheffield,392.0,4.18,3.2,67.0,90.4,免费评估
24,伦敦大学玛丽女王学院Queen Mary University of London,368.0,4.2,3.41,63.0,90.4,免费评估
25,思克莱德大学University of Strathclyde,472.0,4.29,2.93,53.0,90.3,免费评估
26,斯旺西大学Swansea University,297.0,4.14,3.36,79.0,89.9,免费评估
27,格拉斯哥大学University of Glasgow,397.0,4.23,3.18,59.0,89.8,免费评估
28,莱斯特大学University of Leicester,343.0,4.23,3.06,69.0,89.7,免费评估
29,南安普顿大学University of Southampton,374.0,4.25,3.13,66.0,89.6,免费评估
30,伦敦大学皇家霍洛威学院Royal Holloway University of London,391.0,4.2,3.19,60.0,89.5,免费评估
31,东英吉利大学University of East Anglia,434.0,4.08,3.27,59.0,89.4,免费评估
32,英国女王大学Queen's University Belfast,383.0,4.23,3.19,53.0,88.3,免费评估
33,利物浦大学The University of Liverpool,378.0,4.07,3.18,58.0,88.1,免费评估
34,阿伯丁大学University of Aberdeen,381.0,4.18,3.24,54.0,88.1,免费评估
35,龙比亚大学Napier University,387.0,4.38,2.87,52.0,87.9,免费评估
36,雷丁大学University of Reading,354.0,4.15,2.98,60.0,87.3,免费评估
37,Cardiff,379.0,4.14,3.27,55.0,87.1,免费评估
38,哈德斯菲尔德大学University of Huddersfield,324.0,4.12,2.89,67.0,87.1,免费评估
39,邓迪大学University of Dundee,322.0,4.37,2.98,59.0,87.0,免费评估
40,班戈大学Bangor University,351.0,4.36,3.05,50.0,87.0,免费评估
41,德蒙福特大学De Montfort University,262.0,4.52,2.84,69.0,86.8,免费评估
42,亚伯大学Aberystwyth University,293.0,4.3,2.87,65.0,86.7,免费评估
43,考文垂大学Coventry University,298.0,4.12,2.98,73.0,86.6,免费评估
44,阿斯顿大学Aston University,323.0,4.15,2.8,68.0,86.6,免费评估
45,基尔大学Keele University,330.0,4.31,2.83,58.0,86.5,免费评估
46,伦敦大学金史密斯学院Goldsmiths University of London,331.0,4.02,2.91,59.0,86.0,免费评估
47,牛津布鲁克斯大学Oxford Brookes University,320.0,4.25,3.05,58.0,86.0,免费评估
48,贝德福德大学University of Bedfordshire,215.0,4.46,3.23,63.0,85.9,免费评估
49,埃塞克斯大学University of Essex,324.0,4.03,3.01,60.0,85.9,免费评估
50,"伦敦大学伯克贝克学院Birkbeck, University Of London",250.0,4.51,2.93,,85.8,免费评估
51,米德塞斯大学Middlesex University,,3.94,2.54,74.0,85.6,免费评估
52,Lincoln,305.0,4.27,2.51,65.0,85.5,免费评估
53,诺丁汉特伦特大学Nottingham Trent University,332.0,4.21,2.81,56.0,85.5,免费评估
54,诺桑比亚大学Northumbria University,355.0,4.11,2.95,54.0,85.2,免费评估
55,伯明翰城市大学Birmingham City University,291.0,4.42,2.99,53.0,84.9,免费评估
56,西英格兰大学University of the West of England,309.0,4.29,2.81,53.0,84.9,免费评估
57,朴茨茅斯大学University of Portsmouth,300.0,4.17,2.61,65.0,84.7,免费评估
58,波尔顿大学University of Bolton,242.0,4.69,2.41,66.0,84.7,免费评估
59,利物浦霍普大学Liverpool Hope University,270.0,4.07,2.55,66.0,84.2,免费评估
60,曼彻斯特城市大学Manchester Metropolitan University,300.0,4.28,3.07,51.0,84.0,免费评估
61,罗汉普顿大学Roehampton University,265.0,4.25,2.92,61.0,84.0,免费评估
62,赫尔大学The University of Hull,315.0,4.14,2.8,55.0,83.8,免费评估
63,布鲁内尔大学Brunel University,323.0,4.32,2.55,47.0,83.6,免费评估
64,伯恩茅斯大学Bournemouth University,318.0,4.05,3.1,55.0,83.3,免费评估
65,法尔茅斯大学Falmouth University,310.0,4.23,2.14,67.0,83.1,免费评估
66,艾芝西尔大学Edge Hill University,316.0,4.08,2.4,60.0,83.0,免费评估
67,蒂赛德大学Teesside University,252.0,4.5,2.51,56.0,82.8,免费评估
68,威斯敏斯特大学University of Westminster,286.0,4.12,3.11,50.0,82.7,免费评估
69,南威尔士大学The University of South Wales,306.0,4.45,2.56,49.0,82.6,免费评估
70,德比大学University of Derby,276.0,4.49,2.63,51.0,82.4,免费评估
71,白金汉大学The University of Buckingham,248.0,4.51,,71.0,82.3,免费评估
72,Plymouth,320.0,4.21,2.69,42.0,82.3,免费评估
73,利物浦约翰摩尔斯大学Liverpool John Moores University,321.0,4.26,2.88,45.0,82.3,免费评估
74,桑德兰大学University of Sunderland,269.0,3.96,2.22,62.0,82.2,免费评估
75,巴斯斯巴大学Bath Spa University,313.0,4.16,2.72,46.0,82.1,免费评估
76,北安普顿大学The University of Northampton,284.0,4.22,2.46,48.0,82.0,免费评估
77,格罗斯泰斯特主教大学Bishop Grosseteste University,294.0,4.26,2.12,60.0,81.9,免费评估
78,温切斯特大学University of Winchester,310.0,4.08,2.59,53.0,81.8,免费评估
79,布莱顿大学University of Brighton,274.0,3.86,2.9,61.0,81.8,免费评估
80,阿尔斯特大学University of Ulster,314.0,4.35,2.88,32.0,81.8,免费评估
81,格林威治大学The University of Greenwich,307.0,4.33,2.48,46.0,81.7,免费评估
82,中央兰开夏大学University of Central Lancashire,325.0,4.05,2.6,51.0,81.4,免费评估
83,伦敦大学亚非学院SOAS University of London,407.0,4.0,,,81.4,免费评估
84,切斯特大学University of Chester,297.0,4.3,2.3,51.0,81.1,免费评估
85,金斯顿大学Kingston University,273.0,4.16,2.84,49.0,80.7,免费评估
86,赫特福德大学University of Hertfordshire,275.0,4.05,2.46,58.0,80.5,免费评估
87,格罗斯特大学University of Gloucestershire,304.0,4.44,2.07,44.0,80.3,免费评估
88,谢菲尔德哈莱姆大学Sheffield Hallam University,292.0,3.96,2.58,50.0,80.3,免费评估
89,纽曼大学Newman University,266.0,4.25,2.28,52.0,80.2,免费评估
90,约克圣约翰大学York St John University,282.0,4.12,2.14,51.0,79.3,免费评估
91,索尔福德大学University of Salford,305.0,4.16,2.45,44.0,79.2,免费评估
92,利兹圣三一大学Leeds Trinity University,244.0,4.18,1.96,55.0,79.2,免费评估
93,剑桥安鲁大学Anglia Ruskin University,234.0,4.28,2.43,44.0,79.2,免费评估
94,斯塔福德郡大学Staffordshire University,236.0,4.31,1.86,57.0,79.2,免费评估
95,哥比亚大学University of Cumbria,263.0,4.5,,52.0,79.1,免费评估
96,奇切斯特大学University of Chichester,261.0,4.23,2.58,41.0,79.1,免费评估
97,南安普顿索伦特大学Southampton Solent University,258.0,4.56,,49.0,78.7,免费评估
98,"特威克南圣玛丽大学St Mary's, Twickenham",245.0,3.91,2.3,54.0,78.5,免费评估
99,Suffolk,279.0,4.5,,45.0,78.2,免费评估
100,坎特伯雷大学Canterbury Christ Church University,251.0,4.07,2.41,48.0,78.1,免费评估
101,伍斯特大学University of Worcester,281.0,4.01,2.21,44.0,77.6,免费评估
102,利兹贝克特大学Leeds Beckett University,270.0,4.06,,49.0,76.6,免费评估
103,伦敦南岸大学London South Bank University,220.0,4.37,2.42,32.0,76.3,免费评估
104,卡迪夫都市大学Cardiff Metropolitan University,262.0,4.03,,49.0,76.2,免费评估
105,圣大卫三一学院University of Wales Trinity Saint David,213.0,4.0,,,73.6,免费评估
106,伦敦都市大学London Metropolitan University,197.0,4.16,,40.0,73.2,免费评估
107,东伦敦大学University of East London,246.0,4.26,,29.0,73.0,免费评估
108,Plymouth Marjon,270.0,3.9,,34.0,72.9,免费评估
