Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,88%,4.1/9,538.0,82.00%,100.0,免费评估
2,杜伦大学Durham University,81%,3.4/9,491.0,75.00%,90.7,免费评估
3,牛津大学University of Oxford,87%,3.0/9,516.0,64.00%,89.9,免费评估
4,巴斯大学University of Bath,87%,2.4/9,445.0,78.00%,89.0,免费评估
5,诺丁汉大学University of Nottingham,76%,4.3/9,375.0,80.00%,87.4,免费评估
6,圣安德鲁斯大学University of St Andrews,84%,2.8/9,434.0,70.00%,86.6,免费评估
6,谢菲尔德大学The University of Sheffield,81%,3.4/9,407.0,73.00%,86.6,免费评估
8,兰卡斯特大学Lancaster University,80%,1.9/9,420.0,88.00%,85.7,免费评估
9,伦敦国王学院King's College London,77%,3.7/9,410.0,74.00%,85.5,免费评估
10,南安普顿大学University of Southampton,84%,3.8/9,398.0,58.00%,84.8,免费评估
11,利兹大学University of Leeds,79%,3.3/9,407.0,70.00%,84.3,免费评估
12,曼彻斯特大学The University of Manchester,71%,4.3/9,400.0,69.00%,82.9,免费评估
13,纽卡斯尔大学Newcastle University,78%,2.9/9,439.0,65.00%,82.5,免费评估
14,阿伯丁大学University of Aberdeen,85%,2.4/9,359.0,68.00%,81.8,免费评估
15,布里斯托大学University of Bristol,77%,2.0/9,430.0,75.00%,81.4,免费评估
16,莱斯特大学University of Leicester,88%,2.1/9,350.0,64.00%,81.1,免费评估
17,The Queen's,74%,2.9/9,385.0,69.00%,79.7,免费评估
18,伦敦大学玛丽女王学院Queen Mary University of London,76%,3.6/9,330.0,66.00%,79.5,免费评估
19,伦敦大学学院University College London,79%,2.4/9,421.0,56.00%,78.2,免费评估
20,赫瑞瓦特大学Heriot Watt University,82%,1.9/9,367.0,63.00%,78.0,免费评估
21,埃克塞特大学University of Exeter,74%,2.6/9,412.0,63.00%,77.9,免费评估
22,伦敦大学皇家霍洛威学院Royal Holloway University of London,81%,2.6/9,343.0,60.00%,77.7,免费评估
23,阿斯顿大学Aston University,82%,1.4/9,390.0,,77.5,免费评估
24,朴茨茅斯大学University of Portsmouth,86%,2.6/9,273.0,60.00%,77.4,免费评估
25,卡迪夫大学Cardiff University,78%,2.6/9,366.0,58.00%,76.7,免费评估
25,肯特大学University of Kent,81%,1.6/9,285.0,78.00%,76.7,免费评估
27,斯特林大学University of Stirling,79%,1.7/9,328.0,72.00%,76.4,免费评估
28,爱丁堡大学The University of Edinburgh,60%,2.8/9,468.0,71.00%,76.2,免费评估
29,伯明翰大学University of Birmingham,76%,2.3/9,390.0,57.00%,75.2,免费评估
30,斯旺西大学Swansea University,81%,2.4/9,303.0,58.00%,75.1,免费评估
31,萨塞克斯大学University of Sussex,75%,,372.0,85.00%,74.5,免费评估
32,利物浦大学The University of Liverpool,71%,2.8/9,363.0,59.00%,74.3,免费评估
33,思克莱德大学University of Strathclyde,78%,1.2/9,349.0,64.00%,73.1,免费评估
34,索尔福德大学University of Salford,77%,1.6/9,353.0,56.00%,72.2,免费评估
35,赫尔大学The University of Hull,82%,,280.0,77.00%,71.8,免费评估
36,格拉斯哥大学University of Glasgow,62%,1.5/9,393.0,75.00%,70.7,免费评估
37,阿尔斯特大学University of Ulster,80%,0.8/9,,59.00%,70.2,免费评估
38,诺桑比亚大学Northumbria University,80%,,290.0,72.00%,70.0,免费评估
39,切斯特大学University of Chester,78%,,263.0,78.00%,69.6,免费评估
40,东英吉利大学University of East Anglia,86%,,355.0,50.00%,69.5,免费评估
41,曼彻斯特城市大学Manchester Metropolitan University,79%,1.1/9,267.0,53.00%,67.1,免费评估
42,诺丁汉特伦特大学Nottingham Trent University,84%,,244.0,60.00%,66.7,免费评估
43,罗汉普顿大学Roehampton University,80%,1.6/9,,35.00%,65.2,免费评估
44,威斯敏斯特大学University of Westminster,69%,,266.0,73.00%,63.8,免费评估
45,利物浦约翰摩尔斯大学Liverpool John Moores University,73%,,233.0,40.00%,55.7,免费评估
