Ranking,University Name,Guardian score,Satisfied with course,Satisfied with teaching,Satisfied with feedback,Student:staff ratio,Spend per student,Average entry tariff,Value-added score,Career after 6 mths,Free
1,剑桥大学University of Cambridge,100.0,97.0,99.0,72.0,6.6,10.0,499,8,71.0,免费评估
2,伦敦大学学院University College London,93.7,97.0,96.0,83.0,7.7,9.0,416,10,77.0,免费评估
3,牛津大学University of Oxford,78.6,,,,12.9,10.0,493,8,,免费评估
4,杜伦大学Durham University,74.8,97.0,95.0,71.0,10.9,4.0,411,7,61.0,免费评估
5,格拉斯哥大学University of Glasgow,72.8,94.0,94.0,74.0,7.8,7.0,333,4,,免费评估
6,谢菲尔德大学The University of Sheffield,71.2,90.0,93.0,80.0,10.8,4.0,365,8,,免费评估
7,南安普顿大学University of Southampton,67.8,95.0,93.0,73.0,10.2,5.0,325,9,41.0,免费评估
8,利物浦大学The University of Liverpool,65.6,85.0,87.0,59.0,10.0,7.0,370,8,46.0,免费评估
9,雷丁大学University of Reading,65.2,92.0,91.0,70.0,9.0,7.0,304,6,44.0,免费评估
10,约克大学The University of York,64.9,96.0,99.0,88.0,17.2,4.0,364,4,47.0,免费评估
11,伯明翰大学University of Birmingham,63.4,88.0,93.0,65.0,5.8,,387,6,50.0,免费评估
12,诺丁汉大学University of Nottingham,62.0,91.0,85.0,60.0,12.4,6.0,339,5,68.0,免费评估
13,卡迪夫大学Cardiff University,61.2,84.0,85.0,67.0,17.6,4.0,324,8,65.0,免费评估
14,莱斯特大学University of Leicester,60.4,94.0,97.0,78.0,15.1,5.0,354,3,,免费评估
15,肯特大学University of Kent,59.3,97.0,97.0,73.0,12.2,3.0,259,7,,免费评估
16,埃克塞特大学University of Exeter,57.9,82.0,90.0,72.0,14.0,4.0,342,5,44.0,免费评估
17,英国女王大学Queen's University Belfast,57.1,87.0,90.0,69.0,12.2,8.0,337,3,35.0,免费评估
18,兰彼得大学University of Wales Lampeter,55.2,89.0,94.0,77.0,10.5,3.0,225,2,,免费评估
19,伯恩茅斯大学Bournemouth University,55.0,77.0,84.0,64.0,9.7,8.0,244,3,45.0,免费评估
20,布拉德福德大学University of Bradford,53.7,77.0,90.0,57.0,12.2,6.0,242,5,56.0,免费评估
21,曼彻斯特大学The University of Manchester,53.2,85.0,88.0,71.0,14.9,3.0,332,6,36.0,免费评估
22,纽卡斯尔大学Newcastle University,51.7,88.0,92.0,80.0,20.4,3.0,313,5,44.0,免费评估
23,爱丁堡大学The University of Edinburgh,51.0,97.0,90.0,52.0,21.3,4.0,413,7,,免费评估
24,温切斯特大学University of Winchester,50.3,82.0,90.0,66.0,12.8,3.0,235,8,26.0,免费评估
25,切斯特大学University of Chester,48.8,91.0,91.0,69.0,,2.0,234,4,51.0,免费评估
26,布里斯托大学University of Bristol,44.1,61.0,80.0,33.0,19.6,5.0,397,3,58.0,免费评估
27,林肯大学University of Lincoln,41.8,92.0,94.0,55.0,18.2,4.0,289,1,47.0,免费评估
28,蒂赛德大学Teesside University,30.7,75.0,82.0,49.0,21.0,3.0,242,1,38.0,免费评估
