Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,538.0,4.41,3.2,65.0,100.0,免费评估
2,斯旺西大学Swansea University,,4.35,2.9,100.0,94.4,免费评估
3,班戈大学Bangor University,453.0,4.39,3.13,75.0,93.9,免费评估
4,利物浦大学The University of Liverpool,,4.19,3.07,,90.5,免费评估
5,格拉斯哥大学University of Glasgow,,4.4,3.19,65.0,90.3,免费评估
6,Cardiff,421.0,4.45,3.21,65.0,89.1,免费评估
7,亚伯大学Aberystwyth University,404.0,4.58,2.56,90.0,88.6,免费评估
8,牛津大学University of Oxford,,4.15,3.07,,88.3,免费评估
9,英国女王大学Queen's University Belfast,351.0,4.55,3.23,60.0,87.9,免费评估
10,高地与群岛大学University of the Highlands and Islands,,3.66,2.83,85.0,86.9,免费评估
11,圣大卫三一学院University of Wales Trinity Saint David,,4.07,2.85,,86.4,免费评估
12,爱丁堡大学The University of Edinburgh,,3.91,2.96,,81.3,免费评估
13,阿伯丁大学University of Aberdeen,,4.18,2.71,,80.6,免费评估
14,阿尔斯特大学University of Ulster,316.0,4.68,2.86,45.0,76.7,免费评估
