Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,班戈大学Bangor University,88.3%,81.3%,34.7%,403*,100.0%,100.0,免费评估
2,埃克塞特大学University of Exeter,86.1%,87.8%,42.4%,376,98.6%,99.4,免费评估
3,罗伯特高登大学The Robert Gordon University,96.4%,96.3%,4.9%,433,93.3%,99.3,免费评估
4,利兹大学University of Leeds,83.0%,85.9%,31.7%,421,96.2%,99.1,免费评估
5,利物浦大学The University of Liverpool,81.5%,87.8%,35.3%,365,100.0%,97.8,免费评估
6,朴茨茅斯大学University of Portsmouth,90.4%,87.2%,24.3%,385,94.2%,97.3,免费评估
7,Cardiff University,70.0%,80.6%,36.8%,398,100.0%,97.1,免费评估
8,德比大学University of Derby,97.7%,94.0%,,359,98.1%,96.5,免费评估
9,谢菲尔德哈莱姆大学Sheffield Hallam University,88.6%,90.5%,3.7%,366,99.2%,95.8,免费评估
10,伦敦城市大学City University London,94.2%,96.3%,19.2%,333,92.4%,95.3,免费评估
11,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,81.2%,80.9%,8.1%,399,96.4%,94.9,免费评估
12,哥比亚大学University of Cumbria,90.3%,90.6%,0.7%,341,98.9%,94.5,免费评估
13,布拉德福德大学University of Bradford,85.0%,87.0%,9.5%,372,93.2%,94.0,免费评估
14,蒂赛德大学Teesside University,81.4%,85.3%,2.4%,368,97.7%,93.7,免费评估
14,坎特伯雷大学Canterbury Christ Church University,92.0%,88.8%,2.2%,333,96.8%,93.7,免费评估
16,索尔福德大学University of Salford,82.0%,80.8%,3.8%,396,93.8%,93.6,免费评估
17,伯明翰城市大学Birmingham City University,81.9%,84.5%,1.5%,369,97.1%,93.5,免费评估
18,阿尔斯特大学University of Ulster,84.3%,90.1%,27.7%,364,84.2%,93.1,免费评估
19,赫特福德大学University of Hertfordshire,86.6%,88.6%,4.0%,348,92.5%,92.5,免费评估
20,"Kingston/St George's, London",88.6%,92.0%,2.6%,333,90.3%,91.6,免费评估
21,西英格兰大学University of the West of England,77.3%,84.8%,8.2%,322,98.0%,91.5,免费评估
22,伦敦南岸大学London South Bank University,87.7%,84.5%,13.7%,330,83.9%,89.8,免费评估
23,玛格丽特女王大学Queen Margaret University,79.3%,84.1%,1.5%,348,85.0%,88.4,免费评估
