Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,85.0,3.1,594,82,100.0,免费评估
2,牛津大学University of Oxford,84.0,3.5,522,82,98.4,免费评估
3,谢菲尔德大学The University of Sheffield,88.0,3.4,464,71,94.8,免费评估
4,约克大学The University of York,89.0,3.4,432,67,93.2,免费评估
5,曼彻斯特大学The University of Manchester,84.0,3.5,437,69,91.4,免费评估
6,兰卡斯特大学Lancaster University,84.0,3.1,408,75,90.8,免费评估
7,帝国理工学院Imperial College London,75.0,3.2,494,78,90.6,免费评估
8,布里斯托大学University of Bristol,85.0,2.7,472,66,89.9,免费评估
9,邓迪大学University of Dundee,90.0,3.5,361,61,89.7,免费评估
10,莱斯特大学University of Leicester,85.0,2.1,436,75,89.6,免费评估
11,巴斯大学University of Bath,82.0,2.2,464,72,88.3,免费评估
12,东英吉利大学University of East Anglia,90.0,2.2,379,66,88.0,免费评估
13,伦敦大学学院University College London,76.0,3.2,461,71,87.9,免费评估
14,杜伦大学Durham University,76.0,2.2,468,78,87.1,免费评估
14,圣安德鲁斯大学University of St Andrews,81.0,2.2,445,72,87.1,免费评估
16,萨里大学University of Surrey,74.0,3.1,384,81,86.9,免费评估
16,萨塞克斯大学University of Sussex,84.0,2.3,387,72,86.9,免费评估
18,伦敦国王学院King's College London,78.0,3.2,414,68,86.5,免费评估
19,格拉斯哥大学University of Glasgow,88.0,2.7,392,59,86.2,免费评估
20,爱丁堡大学The University of Edinburgh,80.0,2.8,443,65,85.8,免费评估
21,利兹大学University of Leeds,82.0,2.8,385,67,85.6,免费评估
22,卡迪夫大学Cardiff University,81.0,2.7,418,64,85.2,免费评估
23,利物浦大学The University of Liverpool,83.0,1.9,405,70,85.1,免费评估
23,诺丁汉大学University of Nottingham,81.0,2.6,409,66,85.1,免费评估
25,伯明翰大学University of Birmingham,83.0,2.2,413,62,84.1,免费评估
25,华威大学The University of Warwick,79.0,2.2,435,67,84.1,免费评估
27,纽卡斯尔大学Newcastle University,80.0,2.8,372,66,83.7,免费评估
28,布鲁内尔大学Brunel University,83.0,1.4,328,77,83.2,免费评估
29,阿斯顿大学Aston University,82.0,2.5,329,67,83.0,免费评估
30,埃克塞特大学University of Exeter,80.0,2.2,411,64,82.8,免费评估
31,南安普顿大学University of Southampton,79.0,2.2,423,63,82.3,免费评估
32,西英格兰大学University of the West of England,86.0,2.6,266,60,81.5,免费评估
33,伦敦大学皇家霍洛威学院Royal Holloway University of London,76.0,3.1,339,64,81.4,免费评估
34,诺丁汉特伦特大学Nottingham Trent University,82.0,2.8,258,64,81.0,免费评估
35,伦敦大学玛丽女王学院Queen Mary University of London,76.0,1.6,386,72,80.5,免费评估
36,阿伯丁大学University of Aberdeen,82.0,2.7,322,56,79.9,免费评估
37,英国女王大学Queen's University Belfast,80.0,1.3,352,68,79.7,免费评估
37,思克莱德大学University of Strathclyde,78.0,2.6,322,62,79.7,免费评估
39,朴茨茅斯大学University of Portsmouth,84.0,2.4,292,57,79.6,免费评估
40,雷丁大学University of Reading,79.0,1.5,358,68,79.3,免费评估
41,赫瑞瓦特大学Heriot Watt University,83.0,1.6,309,63,79.2,免费评估
42,肯特大学University of Kent,81.0,1.5,349,63,78.9,免费评估
43,威尔士大学卡迪夫学院UWIC,80.0,0.9,272,80,78.6,免费评估
44,阿伯泰邓迪大学University of Abertay Dundee,,2.1,228,73,78.5,免费评估
45,基尔大学Keele University,85.0,0.6,282,67,76.9,免费评估
46,索尔福德大学University of Salford,82.0,1.5,253,65,76.7,免费评估
47,哈德斯菲尔德大学University of Huddersfield,87.0,0.9,249,63,76.5,免费评估
48,埃塞克斯大学University of Essex,80.0,1.6,260,66,76.3,免费评估
48,赫特福德大学University of Hertfordshire,76.0,1.5,269,72,76.3,免费评估
48,赫尔大学The University of Hull,81.0,0.9,316,65,76.3,免费评估
