Ranking,University Name,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,87.4,56.7,665,86.6,100.0,免费评估
2,帝国理工学院Imperial College London,98.5,40.0,540,85.7,93.8,免费评估
3,牛津大学University of Oxford,75.2,51.7,603,82.0,90.4,免费评估
4,圣安德鲁斯大学University of St Andrews,80.7,33.3,488,94.5,86.0,免费评估
5,布拉德福德大学University of Bradford,88.7,41.7,474,69.4,83.6,免费评估
6,杜伦大学Durham University,81.6,33.3,502,83.2,83.3,免费评估
7,伦敦大学学院University College London,74.2,43.3,459,80.0,81.6,免费评估
8,利物浦大学The University of Liverpool,89.9,35.0,406,74.3,80.9,免费评估
9,东英吉利大学University of East Anglia,87.4,40.0,400,71.0,80.4,免费评估
10,伦敦大学皇家霍洛威学院Royal Holloway University of London,85.7,36.7,361,79.7,80.0,免费评估
11,南安普顿大学University of Southampton,80.2,36.7,410,79.6,79.7,免费评估
12,利兹大学University of Leeds,89.9,33.3,411,71.4,79.6,免费评估
13,格拉斯哥大学University of Glasgow,90.0,21.7,509,70.0,78.7,免费评估
14,曼彻斯特大学The University of Manchester,86.1,36.7,408,69.2,78.6,免费评估
15,爱丁堡大学The University of Edinburgh,73.7,33.3,524,72.4,78.0,免费评估
16,伯明翰大学University of Birmingham,81.2,31.7,412,77.3,77.7,免费评估
17,莱斯特大学University of Leicester,91.9,28.3,412,67.7,77.6,免费评估
18,阿伯丁大学University of Aberdeen,76.0,26.7,417,86.0,77.0,免费评估
19,Cardiff University,81.7,33.3,364,71.6,75.1,免费评估
20,埃克塞特大学University of Exeter,84.2,15.0,409,77.3,73.1,免费评估
21,普利茅斯大学University of Plymouth,88.6,21.4,307,62.3,68.8,免费评估
22,班戈大学Bangor University,81.2,26.7,272,53.3,63.9,免费评估
23,朴茨茅斯大学University of Portsmouth,79.4,18.3,295,59.1,63.0,免费评估
24,基尔大学Keele University,89.9,,342,55.3,61.1,免费评估
25,布莱顿大学University of Brighton,82.6,13.3,268,54.5,60.2,免费评估
26,亚伯大学Aberystwyth University,85.4,,343,56.3,59.9,免费评估
27,德比大学University of Derby,91.1,,284,50.3,58.1,免费评估
28,金斯顿大学Kingston University,56.5,,289,82.8,55.5,免费评估
29,南威尔士大学The University of South Wales,52.4,,291,59.2,47.0,免费评估
