Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,223.0,,3.42,94.0,100.0,免费评估
2,牛津大学University of Oxford,213.0,,3.44,84.0,97.6,免费评估
3,圣安德鲁斯大学University of St Andrews,216.0,4.38,2.92,93.0,96.6,免费评估
4,华威大学The University of Warwick,173.0,4.18,3.41,93.0,95.3,免费评估
5,"London School of Economics and Political Science, University of London",178.0,3.74,3.55,90.0,94.3,免费评估
6,格拉斯哥大学University of Glasgow,188.0,3.97,2.86,91.0,93.9,免费评估
7,杜伦大学Durham University,199.0,3.86,3.05,90.0,93.9,免费评估
8,思克莱德大学University of Strathclyde,201.0,4.17,3.17,79.0,93.8,免费评估
9,伦敦大学学院University College London,175.0,3.79,3.78,85.0,93.8,免费评估
10,巴斯大学University of Bath,175.0,3.91,3.2,90.0,93.6,免费评估
11,利兹大学University of Leeds,171.0,4.05,3.18,88.0,93.4,免费评估
12,诺丁汉大学University of Nottingham,176.0,3.94,3.05,88.0,93.1,免费评估
13,布里斯托大学University of Bristol,172.0,4.04,3.32,84.0,93.1,免费评估
14,埃克塞特大学University of Exeter,169.0,3.93,2.78,92.0,92.9,免费评估
15,"King's College London, University of London",195.0,3.82,3.12,78.0,92.2,免费评估
16,拉夫堡大学Loughborough University,148.0,4.15,2.97,87.0,92.2,免费评估
17,阿伯丁大学University of Aberdeen,182.0,4.01,2.48,85.0,92.0,免费评估
18,兰卡斯特大学Lancaster University,143.0,3.96,3.16,87.0,91.7,免费评估
19,约克大学The University of York,152.0,4.0,2.93,86.0,91.3,免费评估
20,爱丁堡大学The University of Edinburgh,179.0,3.9,3.14,77.0,91.3,免费评估
21,赫瑞瓦特大学Heriot Watt University,149.0,4.15,2.75,86.0,91.3,免费评估
22,纽卡斯尔大学Newcastle University,153.0,3.76,2.72,91.0,91.2,免费评估
23,伯明翰大学University of Birmingham,155.0,3.9,2.78,84.0,91.1,免费评估
24,"Aston University, Birmingham",125.0,4.05,3.07,91.0,91.0,免费评估
25,伦敦大学玛丽女王学院Queen Mary University of London,156.0,4.03,2.98,79.0,90.9,免费评估
26,曼彻斯特大学The University of Manchester,169.0,3.9,2.89,79.0,90.8,免费评估
27,斯特林大学University of Stirling,155.0,4.08,2.97,80.0,90.7,免费评估
