Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,,,57.1%,230,96.5%,100.0,免费评估
2,帝国理工学院Imperial College London,74.8%,80.9%,64.1%,221,92.5%,97.5,免费评估
3,圣安德鲁斯大学University of St Andrews,88.1%,87.1%,33.4%,220,90.8%,97.1,免费评估
4,牛津大学University of Oxford,,,60.6%,203,90.9%,95.9,免费评估
5,巴斯大学University of Bath,81.9%,84.5%,33.3%,171,97.0%,92.7,免费评估
6,埃克塞特大学University of Exeter,79.6%,81.2%,40.7%,166,97.1%,92.4,免费评估
7,曼彻斯特大学The University of Manchester,77.4%,80.4%,50.7%,183,87.6%,92.3,免费评估
8,斯旺西大学Swansea University,83.6%,82.7%,47.5%,148,92.7%,92.0,免费评估
9,杜伦大学Durham University,73.1%,77.2%,38.8%,194,94.7%,91.9,免费评估
10,诺丁汉大学University of Nottingham,80.2%,82.5%,45.4%,168,88.0%,91.5,免费评估
11,谢菲尔德大学The University of Sheffield,77.8%,80.8%,51.1%,158,90.1%,91.1,免费评估
11,伯明翰大学University of Birmingham,75.6%,78.8%,46.4%,166,93.5%,91.1,免费评估
13,格拉斯哥大学University of Glasgow,68.9%,71.9%,50.3%,195,91.0%,91.0,免费评估
13,亚伯大学Aberystwyth University,89.4%,86.3%,38.4%,122,95.2%,91.0,免费评估
15,爱丁堡大学The University of Edinburgh,66.4%,71.5%,54.3%,197,88.6%,90.6,免费评估
16,南安普顿大学University of Southampton,72.0%,76.2%,48.2%,172,90.9%,90.2,免费评估
17,拉夫堡大学Loughborough University,85.2%,88.8%,18.7%,155,93.1%,90.1,免费评估
18,伦敦大学学院University College London,62.3%,67.4%,62.7%,192,89.4%,90.0,免费评估
19,华威大学The University of Warwick,63.6%,64.7%,54.8%,190,94.6%,89.9,免费评估
19,纽卡斯尔大学Newcastle University,76.2%,80.7%,49.7%,158,86.9%,89.9,免费评估
21,利兹大学University of Leeds,72.7%,73.5%,41.6%,167,94.7%,89.6,免费评估
22,约克大学The University of York,74.5%,75.9%,46.9%,153,92.3%,89.4,免费评估
22,伦敦大学皇家霍洛威学院Royal Holloway University of London,79.5%,78.7%,35.1%,147,94.9%,89.4,免费评估
24,思克莱德大学University of Strathclyde,78.9%,83.5%,21.1%,186,82.4%,88.6,免费评估
24,兰卡斯特大学Lancaster University,71.8%,69.6%,44.8%,156,95.5%,88.6,免费评估
24,伦敦国王学院King's College London,70.2%,74.7%,47.6%,163,89.9%,88.6,免费评估
24,布里斯托大学University of Bristol,66.0%,66.9%,49.2%,188,88.7%,88.6,免费评估
28,利物浦大学The University of Liverpool,75.8%,78.5%,40.5%,151,87.3%,87.9,免费评估
29,阿伯丁大学University of Aberdeen,70.0%,77.5%,37.4%,194,77.3%,87.4,免费评估
30,邓迪大学University of Dundee,77.9%,84.3%,29.4%,157,80.7%,86.9,免费评估
31,卡迪夫大学Cardiff University,76.1%,78.1%,25.0%,151,90.7%,86.8,免费评估
32,赫瑞瓦特大学Heriot Watt University,74.1%,75.6%,39.5%,152,81.8%,86.0,免费评估
32,萨里大学University of Surrey,73.5%,77.1%,25.3%,151,90.3%,86.0,免费评估
34,东英吉利大学University of East Anglia,74.4%,79.0%,35.9%,134,87.8%,85.9,免费评估
35,莱斯特大学University of Leicester,77.8%,79.0%,30.2%,133,87.0%,85.7,免费评估
36,利物浦大学The University of Liverpool,83.6%,82.4%,8.8%,111,98.3%,85.4,免费评估
37,肯特大学University of Kent,65.0%,68.2%,37.8%,147,92.3%,84.7,免费评估
38,布鲁内尔大学Brunel University,78.4%,77.0%,25.2%,135,84.3%,84.6,免费评估
39,萨塞克斯大学University of Sussex,70.3%,70.6%,21.6%,155,90.6%,84.5,免费评估
40,斯塔福德郡大学Staffordshire University,87.0%,83.7%,0.4%,126,88.4%,84.4,免费评估
41,泰晤士河谷大学Thames Valley University,87.9%,89.7%,1.2%,124,83.3%,84.2,免费评估
42,英国女王大学Queen's University Belfast,67.8%,70.8%,29.5%,147,88.4%,83.8,免费评估
43,西英格兰大学University of the West of England,80.7%,82.4%,5.9%,132,85.3%,83.4,免费评估
44,伦敦南岸大学London South Bank University,74.6%,67.0%,19.6%,129,91.8%,82.9,免费评估
