Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,91.2,53.3,568,81.0,100.0,免费评估
2,牛津大学University of Oxford,90.1,50.0,585,76.8,98.5,免费评估
3,杜伦大学Durham University,91.3,38.3,519,68.8,93.1,免费评估
4,埃克塞特大学University of Exeter,88.7,40.0,480,80.2,92.4,免费评估
5,伦敦大学学院University College London,83.9,41.7,485,83.9,90.7,免费评估
6,华威大学The University of Warwick,86.1,38.3,477,73.6,89.3,免费评估
7,伦敦国王学院King's College London,84.9,41.7,454,61.8,86.4,免费评估
8,圣安德鲁斯大学University of St Andrews,81.5,30.0,491,73.9,85.4,免费评估
9,布里斯托大学University of Bristol,78.7,31.7,490,78.4,84.8,免费评估
10,格拉斯哥大学University of Glasgow,92.9,15.0,491,42.9,83.9,免费评估
11,诺丁汉大学University of Nottingham,86.2,25.0,433,65.7,83.6,免费评估
12,爱丁堡大学The University of Edinburgh,80.6,21.7,483,73.5,82.8,免费评估
13,曼彻斯特大学The University of Manchester,83.7,35.0,418,60.4,82.7,免费评估
14,纽卡斯尔大学Newcastle University,90.3,21.7,396,57.6,82.6,免费评估
15,伯明翰大学University of Birmingham,81.7,30.0,412,63.9,80.9,免费评估
16,伦敦大学皇家霍洛威学院Royal Holloway University of London,82.2,18.3,387,67.0,78.5,免费评估
17,利物浦大学The University of Liverpool,81.0,23.3,414,57.8,78.2,免费评估
18,雷丁大学University of Reading,84.6,23.3,378,45.9,76.9,免费评估
19,斯旺西大学Swansea University,86.3,11.7,356,57.1,76.7,免费评估
20,利兹大学University of Leeds,80.8,13.3,405,58.9,75.9,免费评估
21,肯特大学University of Kent,78.6,6.7,384,67.5,73.9,免费评估
22,罗汉普顿大学Roehampton University,89.0,,287,17.5,66.6,免费评估
