Ranking,University Name,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,杜伦大学Durham University,88.0,48.3,513.0,84.5,100.0,免费评估
2,牛津大学University of Oxford,86.8,41.7,537.0,80.2,97.7,免费评估
3,圣安德鲁斯大学University of St Andrews,92.7,30.0,485.0,85.7,97.6,免费评估
3,剑桥大学University of Cambridge,86.7,43.3,528.0,80.1,97.6,免费评估
5,爱丁堡大学The University of Edinburgh,87.5,40.0,453.0,78.6,94.1,免费评估
6,埃克塞特大学University of Exeter,95.1,23.3,429.0,75.8,92.9,免费评估
7,伯明翰大学University of Birmingham,89.0,30.0,406.0,77.0,90.5,免费评估
8,谢菲尔德大学The University of Sheffield,83.5,35.0,400.0,82.9,89.8,免费评估
9,布拉德福德大学University of Bradford,81.4,25.0,443.0,81.7,87.6,免费评估
10,阿伯丁大学University of Aberdeen,83.1,36.7,413.0,67.9,86.8,免费评估
11,诺丁汉大学University of Nottingham,80.7,33.3,382.0,78.8,86.2,免费评估
12,格拉斯哥大学University of Glasgow,86.1,21.7,476.0,60.0,85.4,免费评估
13,兰卡斯特大学Lancaster University,76.7,28.3,448.0,76.9,84.8,免费评估
14,曼彻斯特大学The University of Manchester,84.5,38.3,380.0,59.3,84.6,免费评估
14,肯特大学University of Kent,88.5,20.0,366.0,69.4,84.6,免费评估
16,利兹大学University of Leeds,88.5,25.0,426.0,52.5,83.9,免费评估
17,哥比亚大学University of Cumbria,91.9,8.3,,60.3,81.8,免费评估
18,"特威克南圣玛丽大学St Mary's, Twickenham",87.1,20.0,307.0,64.0,80.3,免费评估
19,Cardiff University,82.3,15.0,381.0,68.1,80.2,免费评估
20,伦敦大学亚非学院SOAS University of London,77.8,31.7,344.0,66.7,79.8,免费评估
21,切斯特大学University of Chester,82.7,10.0,301.0,79.9,79.2,免费评估
22,班戈大学Bangor University,88.9,13.3,,53.7,78.9,免费评估
23,英国女王大学Queen's University Belfast,88.9,,357.0,63.6,78.4,免费评估
24,伦敦国王学院King's College London,70.5,28.3,433.0,60.7,76.8,免费评估
25,温切斯特大学University of Winchester,88.1,3.3,309.0,60.0,76.1,免费评估
26,纽曼大学Newman University,89.2,,269.0,60.0,74.4,免费评估
27,奇切斯特大学University of Chichester,90.5,5.0,231.0,,74.2,免费评估
28,巴斯斯巴大学Bath Spa University,86.7,3.3,313.0,54.4,74.1,免费评估
29,海斯罗珀学院Heythrop College of the University of London,82.6,3.3,316.0,61.4,73.6,免费评估
30,罗汉普顿大学Roehampton University,85.5,10.0,289.0,51.4,73.3,免费评估
31,坎特伯雷大学Canterbury Christ Church University,83.1,6.7,287.0,59.0,73.0,免费评估
32,高地与群岛大学University of the Highlands and Islands,81.2,3.3,,60.0,72.1,免费评估
33,格罗斯特大学University of Gloucestershire,89.6,13.3,267.0,35.4,71.7,免费评估
34,约克圣约翰大学York St John University,84.9,1.7,279.0,51.3,70.7,免费评估
35,斯特林大学University of Stirling,84.9,13.3,,36.5,70.4,免费评估
36,南威尔士大学The University of South Wales,76.9,,280.0,53.3,66.3,免费评估
37,利兹圣三一大学Leeds Trinity University,68.2,13.3,275.0,53.6,64.5,免费评估
