Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,75.7%,75.3%,45.0%,571,75.8%,100.0,免费评估
2,牛津大学University of Oxford,70.5%,63.8%,36.2%,568,80.0%,96.2,免费评估
3,曼彻斯特大学The University of Manchester,79.3%,83.8%,48.9%,408,57.0%,94.3,免费评估
4,杜伦大学Durham University,80.2%,83.9%,34.6%,432,,94.2,免费评估
5,利兹大学University of Leeds,80.7%,88.1%,30.6%,420,65.1%,93.5,免费评估
6,爱丁堡大学The University of Edinburgh,80.8%,83.8%,30.1%,507,55.4%,93.2,免费评估
7,诺丁汉大学University of Nottingham,76.8%,80.3%,27.3%,366,76.1%,91.7,免费评估
8,伦敦大学亚非学院SOAS University of London,79.4%,78.9%,26.3%,422,61.0%,90.4,免费评估
9,谢菲尔德大学The University of Sheffield,85.0%,85.6%,16.7%,406,56.8%,89.4,免费评估
10,威斯敏斯特大学University of Westminster,74.5%,72.2%,11.3%,305*,59.1%,81.5,免费评估
11,中央兰开夏大学University of Central Lancashire,79.3%,76.3%,,289,47.3%,78.1,免费评估
12,牛津布鲁克斯大学Oxford Brookes University,65.7%,65.3%,,381,49.2%,75.6,免费评估
