Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,91,1.1,559.0,81.0,100.0,免费评估
2,牛津大学University of Oxford,87,1.4,527.0,74.0,96.9,免费评估
3,杜伦大学Durham University,85,0.5,516.0,80.0,91.0,免费评估
4,布里斯托大学University of Bristol,84,0.9,462.0,79.0,90.7,免费评估
5,埃克塞特大学University of Exeter,82,0.7,473.0,,86.9,免费评估
6,伯明翰大学University of Birmingham,80,0.9,,71.0,86.0,免费评估
7,伦敦大学学院University College London,77,0.7,451.0,80.0,85.7,免费评估
8,谢菲尔德大学The University of Sheffield,80,1.2,,60.0,84.5,免费评估
9,圣安德鲁斯大学University of St Andrews,83,0.2,482.0,,83.6,免费评估
10,曼彻斯特大学The University of Manchester,75,1.4,364.0,,82.5,免费评估
11,诺丁汉大学University of Nottingham,76,1.0,381.0,70.0,82.0,免费评估
12,巴斯大学University of Bath,84,0.7,409.0,55.0,80.2,免费评估
13,格拉斯哥大学University of Glasgow,84,0.1,,63.0,77.9,免费评估
14,利兹大学University of Leeds,69,0.3,404.0,73.0,74.8,免费评估
15,朴茨茅斯大学University of Portsmouth,83,,300.0,57.0,71.8,免费评估
