Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,巴斯大学University of Bath,209.0,4.48,3.38,96.0,100.0,免费评估
2,剑桥大学University of Cambridge,223.0,4.07,3.35,94.0,99.4,免费评估
3,谢菲尔德大学The University of Sheffield,166.0,4.6,3.32,96.0,97.5,免费评估
4,伦敦大学学院University College London,191.0,3.87,3.25,94.0,97.3,免费评估
5,思克莱德大学University of Strathclyde,207.0,4.15,2.53,94.0,97.3,免费评估
6,纽卡斯尔大学Newcastle University,176.0,4.03,3.13,94.0,96.7,免费评估
7,卡迪夫大学Cardiff University,170.0,4.18,3.11,90.0,95.7,免费评估
8,英国女王大学Queen's University Belfast,152.0,4.06,2.89,94.0,95.0,免费评估
9,爱丁堡大学The University of Edinburgh,180.0,3.79,3.05,88.0,94.8,免费评估
10,曼彻斯特建筑学院Manchester School of Architecture,166.0,4.27,2.82,92.0,94.8,免费评估
11,诺丁汉大学University of Nottingham,174.0,4.15,2.65,90.0,94.6,免费评估
12,伦敦艺术大学University of the Arts London,149.0,4.29,3.12,86.0,94.5,免费评估
13,肯特大学University of Kent,157.0,4.01,2.62,92.0,94.5,免费评估
14,利物浦大学The University of Liverpool,149.0,3.97,3.18,84.0,93.4,免费评估
15,西英格兰大学University of the West of England,142.0,4.6,2.71,88.0,93.4,免费评估
16,雷丁大学University of Reading,142.0,4.06,3.22,,93.3,免费评估
17,邓迪大学University of Dundee,171.0,4.0,2.0,88.0,92.9,免费评估
18,牛津布鲁克斯大学Oxford Brookes University,142.0,4.22,2.89,86.0,92.6,免费评估
19,德蒙福特大学De Montfort University,122.0,4.07,2.93,88.0,92.3,免费评估
20,阿尔斯特大学University of Ulster,123.0,3.71,3.24,86.0,92.1,免费评估
21,罗伯特高登大学The Robert Gordon University,161.0,4.41,1.89,82.0,91.9,免费评估
22,诺桑比亚大学Northumbria University,171.0,4.39,2.52,76.0,91.8,免费评估
23,普利茅斯大学University of Plymouth,122.0,4.23,2.45,86.0,91.2,免费评估
24,德比大学University of Derby,114.0,4.14,1.67,94.0,91.0,免费评估
25,创意艺术大学University for the Creative Arts,132.0,4.46,2.72,80.0,90.8,免费评估
26,威斯敏斯特大学University of Westminster,140.0,4.37,2.8,76.0,90.7,免费评估
27,考文垂大学Coventry University,145.0,4.18,2.62,74.0,90.3,免费评估
28,金斯顿大学Kingston University,132.0,4.16,2.93,76.0,90.0,免费评估
29,诺丁汉特伦特大学Nottingham Trent University,138.0,4.1,2.34,82.0,90.0,免费评估
30,伯明翰城市大学Birmingham City University,120.0,4.08,2.88,80.0,89.8,免费评估
31,利物浦约翰摩尔斯大学Liverpool John Moores University,137.0,3.99,2.49,80.0,89.7,免费评估
32,格林威治大学The University of Greenwich,136.0,4.03,2.2,82.0,89.5,免费评估
33,Lincoln,127.0,4.14,1.94,84.0,89.3,免费评估
34,布莱顿大学University of Brighton,115.0,4.01,2.95,76.0,89.0,免费评估
35,中央兰开夏大学University of Central Lancashire,115.0,4.35,2.23,80.0,88.9,免费评估
36,龙比亚大学Napier University,149.0,3.9,,80.0,88.5,免费评估
37,卡迪夫都市大学Cardiff Metropolitan University,101.0,4.44,,88.0,88.4,免费评估
38,利兹贝克特大学Leeds Beckett University,117.0,4.28,2.3,76.0,88.3,免费评估
39,伯恩茅斯艺术大学Arts University Bournemouth,126.0,4.11,,82.0,88.1,免费评估
40,朴茨茅斯大学University of Portsmouth,112.0,4.09,,86.0,88.0,免费评估
41,索尔福德大学University of Salford,118.0,4.1,2.69,68.0,88.0,免费评估
42,南安普顿索伦特大学Southampton Solent University,,4.38,,78.0,87.9,免费评估
43,伦敦南岸大学London South Bank University,106.0,4.04,2.59,70.0,87.8,免费评估
44,谢菲尔德哈莱姆大学Sheffield Hallam University,118.0,4.01,3.13,66.0,87.7,免费评估
45,哈德斯菲尔德大学University of Huddersfield,125.0,3.89,,82.0,87.5,免费评估
46,伦敦都市大学London Metropolitan University,106.0,3.95,2.22,74.0,86.9,免费评估
47,法尔茅斯大学Falmouth University,112.0,4.28,,,86.7,免费评估
48,剑桥安鲁大学Anglia Ruskin University,96.0,3.75,2.11,80.0,86.6,免费评估
49,伍尔弗汉普顿大学University of Wolverhampton,107.0,4.21,2.09,70.0,86.6,免费评估
50,诺里奇艺术大学Norwich University of the Arts,118.0,3.86,,,85.9,免费评估
51,高地与群岛大学University of the Highlands and Islands,,4.34,,68.0,85.5,免费评估
52,北安普顿大学The University of Northampton,74.0,4.35,,78.0,85.1,免费评估
53,米德塞斯大学Middlesex University,130.0,4.16,,62.0,85.0,免费评估
54,圣大卫三一学院University of Wales Trinity Saint David,138.0,3.04,,,84.9,免费评估
55,东伦敦大学University of East London,110.0,3.96,2.41,54.0,83.7,免费评估
