Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,诺丁汉大学University of Nottingham,78.90%,82.90%,36.40%,164,66.70%,100.0,免费评估
2,英国女王大学Queen's University Belfast,78.50%,79.80%,56.30%,142,76.30%,99.4,免费评估
3,格拉斯哥大学University of Glasgow,84.30%,87.50%,42.30%,144*,,99.2,免费评估
4,林肯大学University of Lincoln,85.40%,84.00%,31.10%,,77.3%*,98.1,免费评估
5,雷丁大学University of Reading,73.30%,75.10%,50.70%,139,80.00%,97.1,免费评估
6,班戈大学Bangor University,90.30%,87.00%,29.70%,139,73.10%,96.9,免费评估
7,纽卡斯尔大学Newcastle University,71.40%,74.20%,28.40%,144,80.00%,94.0,免费评估
8,哈珀亚当斯大学Harper Adams University,86.20%,86.80%,5.70%,135,76.40%,91.5,免费评估
9,亚伯大学Aberystwyth University,81.00%,75.30%,38.20%,125,68.60%,91.4,免费评估
10,诺丁汉特伦特大学Nottingham Trent University,91.70%,88.10%,4.10%,125,65.50%,88.4,免费评估
11,肯特大学University of Kent,76.00%,63.10%,,141,68.40%,86.6,免费评估
12,格林威治大学The University of Greenwich,,,19.50%,138,36.70%,84.0,免费评估
13,皇家农学院Royal Agricultural University,77.70%,78.60%,2.10%,122,57.40%,82.5,免费评估
14,普利茅斯大学University of Plymouth,80.50%,77.50%,17.40%,,30.8%*,82.0,免费评估
15,牛津布鲁克斯大学Oxford Brookes University,68.30%,65.90%,,132,38.50%,78.3,免费评估
16,哥比亚大学University of Cumbria,54.90%,44.90%,,111,34.30%,68.1,免费评估
