Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,83.0,5.4,567.0,92,100.0,免费评估
2,帝国理工学院Imperial College London,77.0,4.2,518.0,87,90.1,免费评估
3,谢菲尔德大学The University of Sheffield,83.0,4.1,431.0,88,89.8,免费评估
4,拉夫堡大学Loughborough University,84.0,3.4,430.0,85,87.3,免费评估
5,萨里大学University of Surrey,87.0,3.2,377.0,89,87.1,免费评估
6,布里斯托大学University of Bristol,80.0,3.6,496.0,81,87.0,免费评估
7,诺丁汉大学University of Nottingham,83.0,3.8,418.0,82,86.8,免费评估
8,南安普顿大学University of Southampton,82.0,2.8,488.0,82,85.7,免费评估
9,利物浦大学The University of Liverpool,82.0,3.3,388.0,82,83.9,免费评估
10,巴斯大学University of Bath,84.0,2.4,503.0,74,83.6,免费评估
11,纽卡斯尔大学Newcastle University,79.0,2.9,400.0,86,82.6,免费评估
12,伯明翰大学University of Birmingham,80.0,3.4,426.0,74,82.0,免费评估
13,思克莱德大学University of Strathclyde,79.0,2.5,448.0,83,81.9,免费评估
14,卡迪夫大学Cardiff University,82.0,3.2,404.0,70,81.3,免费评估
15,埃克塞特大学University of Exeter,84.0,2.4,416.0,75,81.2,免费评估
16,伦敦大学学院University College London,79.0,3.0,458.0,71,81.0,免费评估
17,利兹大学University of Leeds,75.0,3.5,389.0,79,80.5,免费评估
18,格拉斯哥大学University of Glasgow,88.0,2.1,370.0,74,80.2,免费评估
19,爱丁堡大学The University of Edinburgh,74.0,2.7,423.0,75,77.3,免费评估
20,赫尔大学The University of Hull,89.0,1.4,312.0,76,76.9,免费评估
21,英国女王大学Queen's University Belfast,75.0,2.9,370.0,74,76.5,免费评估
22,伦敦大学玛丽女王学院Queen Mary University of London,85.0,2.0,339.0,66,75.5,免费评估
23,赫瑞瓦特大学Heriot Watt University,76.0,2.4,333.0,80,75.3,免费评估
24,兰卡斯特大学Lancaster University,77.0,2.2,372.0,73,74.9,免费评估
25,阿伯丁大学University of Aberdeen,72.0,2.9,313.0,80,74.6,免费评估
26,杜伦大学Durham University,76.0,,514.0,82,74.5,免费评估
27,曼彻斯特大学The University of Manchester,65.0,3.4,410.0,74,74.4,免费评估
28,萨塞克斯大学University of Sussex,79.0,2.5,299.0,71,74.2,免费评估
29,西英格兰大学University of the West of England,76.0,2.4,295.0,79,73.9,免费评估
30,罗伯特高登大学The Robert Gordon University,85.0,,326.0,88,73.6,免费评估
31,斯旺西大学Swansea University,79.0,2.1,313.0,74,73.6,免费评估
32,布莱顿大学University of Brighton,81.0,2.5,306.0,62,72.9,免费评估
33,布鲁内尔大学Brunel University,71.0,2.2,359.0,78,72.9,免费评估
34,伦敦国王学院King's College London,73.0,2.1,408.0,70,72.8,免费评估
35,华威大学The University of Warwick,82.0,,442.0,74,72.8,免费评估
36,利物浦约翰摩尔斯大学Liverpool John Moores University,71.0,3.1,323.0,67,71.6,免费评估
37,诺桑比亚大学Northumbria University,77.0,1.9,265.0,73,70.3,免费评估
38,格林多大学Glyndwr University,,1.5,,76,70.2,免费评估
39,朴茨茅斯大学University of Portsmouth,76.0,1.8,267.0,76,70.0,免费评估
40,格林威治大学The University of Greenwich,82.0,4.0,179.0,45,69.7,免费评估
41,邓迪大学University of Dundee,77.0,,330.0,85,69.2,免费评估
42,哈珀亚当斯大学Harper Adams University,82.0,,255.0,81,68.3,免费评估
43,布拉德福德大学University of Bradford,78.0,1.9,251.0,60,67.4,免费评估
44,普利茅斯大学University of Plymouth,83.0,0.9,267.0,62,67.4,免费评估
45,中央兰开夏大学University of Central Lancashire,84.0,,258.0,72,67.2,免费评估
46,阿斯顿大学Aston University,67.0,1.8,340.0,71,67.0,免费评估
47,蒂赛德大学Teesside University,76.0,,313.0,80,66.9,免费评估
48,伦敦城市大学City University London,78.0,2.1,299.0,44,65.6,免费评估
49,斯塔福德郡大学Staffordshire University,73.0,1.9,247.0,62,65.2,免费评估
50,曼彻斯特城市大学Manchester Metropolitan University,70.0,1.2,260.0,74,64.9,免费评估
51,考文垂大学Coventry University,75.0,0.8,316.0,59,64.2,免费评估
52,伯明翰城市大学Birmingham City University,79.0,,249.0,69,63.9,免费评估
53,谢菲尔德哈莱姆大学Sheffield Hallam University,69.0,1.5,246.0,70,63.6,免费评估
54,赫特福德大学University of Hertfordshire,64.0,2.5,264.0,59,62.7,免费评估
55,哈德斯菲尔德大学University of Huddersfield,62.0,1.5,259.0,78,62.7,免费评估
56,桑德兰大学University of Sunderland,,1.0,275.0,63,62.1,免费评估
57,金斯顿大学Kingston University,71.0,1.2,238.0,60,60.7,免费评估
58,牛津布鲁克斯大学Oxford Brookes University,65.0,,328.0,66,58.6,免费评估
59,德蒙福特大学De Montfort University,70.0,1.9,243.0,40,58.1,免费评估
60,阿尔斯特大学University of Ulster,64.0,,238.0,77,58.1,免费评估
61,伦敦南岸大学London South Bank University,75.0,2.2,191.0,31,57.5,免费评估
62,波尔顿大学University of Bolton,75.0,1.7,172.0,36,56.4,免费评估
