Ranking,University Name,Region,Academic Reputation,Employer Reputation,Citations per Paper,H-index Citations,Overall score,Free
1,Harvard University,United States,100.0,100.0,98.8,100.0,99.9,免费评估
2,Massachusetts Institute of Technology (MIT),United States,95.8,94.3,98.0,95.1,95.5,免费评估
3,Stanford University,United States,92.6,93.0,95.0,97.2,95.2,免费评估
4,The London School of Economics and Political Science (LSE),United Kingdom,88.9,93.6,89.9,94.2,92.1,免费评估
5,牛津大学University of Oxford,United Kingdom,96.8,86.1,91.1,89.6,91.6,免费评估
6,剑桥大学University of Cambridge,United Kingdom,97.9,80.2,78.6,90.2,90.4,免费评估
7,University of Pennsylvania,United States,81.0,95.5,98.8,92.3,89.9,免费评估
8,"University of California, Berkeley (UCB)",United States,86.0,93.0,94.9,89.3,89.2,免费评估
9,University of Chicago,United States,78.5,85.2,88.9,95.3,88.6,免费评估
10,New York University (NYU),United States,79.2,96.7,96.1,89.8,87.9,免费评估
11,伦敦商学院London Business School,United Kingdom,81.6,89.4,90.4,90.3,87.6,免费评估
12,Columbia University,United States,82.2,93.6,92.2,88.3,87.4,免费评估
13,National University of Singapore (NUS),Singapore,87.2,82.3,83.4,86.5,86.0,免费评估
14,Yale University,United States,87.0,82.3,86.8,85.6,85.8,免费评估
15,The University of New South Wales (UNSW Sydney),Australia,82.7,94.3,87.6,84.7,85.4,免费评估
16,The University of Melbourne,Australia,84.7,90.9,87.5,83.8,85.2,免费评估
17,Bocconi University,Italy,83.7,92.3,92.3,82.4,84.8,免费评估
18,"University of California, Los Angeles (UCLA)",United States,85.6,80.2,86.1,84.8,84.7,免费评估
19,HEC Paris School of Management,France,83.6,84.2,83.5,84.4,84.1,免费评估
20,The Hong Kong University of Science and Technology,Hong Kong SAR,77.0,84.2,86.2,87.2,83.7,免费评估
21,曼彻斯特大学The University of Manchester,United Kingdom,81.0,97.9,91.8,80.2,83.4,免费评估
22,The University of Sydney,Australia,82.3,93.0,85.1,80.8,82.9,免费评估
23,Peking University,China (Mainland),87.3,80.2,82.8,80.4,82.7,免费评估
24,University of Toronto,Canada,80.1,86.1,84.0,81.9,82.0,免费评估
25,Tsinghua University,China (Mainland),87.2,81.2,84.1,78.4,81.9,免费评估
26,University of Michigan-Ann Arbor,United States,76.7,90.9,94.2,80.6,81.8,免费评估
27,The University of Hong Kong,Hong Kong SAR,79.8,86.9,90.6,80.0,81.7,免费评估
28,Princeton University,United States,81.8,83.3,84.9,80.4,81.6,免费评估
29,帝国理工学院Imperial College London,United Kingdom,87.3,83.3,81.6,76.2,80.8,免费评估
30,INSEAD,France,82.7,72.4,67.6,83.6,80.6,免费评估
31,Northwestern University,United States,73.4,86.1,89.7,81.4,80.3,免费评估
32,The Chinese University of Hong Kong (CUHK),Hong Kong SAR,73.9,86.9,90.5,80.0,79.9,免费评估
33,University of British Columbia,Canada,78.5,80.2,88.8,78.4,79.7,免费评估
34,Cornell University,United States,76.9,93.0,90.7,76.4,79.6,免费评估
34,"Nanyang Technological University, Singapore (NTU)",Singapore,82.6,75.3,69.5,80.6,79.6,免费评估
36,Monash University,Australia,81.1,86.9,83.9,75.8,79.3,免费评估
37,Duke University,United States,73.4,86.9,93.2,78.3,79.2,免费评估
37,University of Texas at Austin,United States,73.5,86.9,87.7,79.4,79.2,免费评估
39,Shanghai Jiao Tong University,China (Mainland),82.2,86.1,86.7,72.8,78.3,免费评估
40,The Australian National University,Australia,78.2,82.3,81.9,76.6,78.2,免费评估
41,The University of Queensland,Australia,76.2,88.6,88.9,73.0,77.1,免费评估
42,The University of Tokyo,Japan,86.5,65.6,61.9,76.4,76.9,免费评估
43,Erasmus University Rotterdam,Netherlands,69.7,81.2,87.5,78.1,76.8,免费评估
44,爱丁堡大学The University of Edinburgh,United Kingdom,78.9,88.6,90.6,69.6,76.4,免费评估
45,Seoul National University,South Korea,80.7,69.2,66.3,76.9,76.2,免费评估
46,ETH Zurich - Swiss Federal Institute of Technology,Switzerland,83.4,77.8,80.3,70.5,76.1,免费评估
47,华威大学The University of Warwick,United Kingdom,79.4,70.9,71.1,75.8,75.9,免费评估
48,Tilburg University,Netherlands,55.3,99.5,99.3,78.4,75.7,免费评估
49,Fudan University,China (Mainland),82.5,73.9,76.0,71.7,75.6,免费评估
49,Université PSL,France,85.5,75.3,69.0,71.1,75.6,免费评估
