Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,诺丁汉大学University of Nottingham,162.0,4.03,3.12,76,100.0,免费评估
2,诺丁汉特伦特大学Nottingham Trent University,169.0,4.32,3.16,58,98.8,免费评估
3,英国女王大学Queen's University Belfast,143.0,3.98,3.26,76,97.5,免费评估
4,纽卡斯尔大学Newcastle University,145.0,3.82,2.84,78,95.9,免费评估
5,班戈大学Bangor University,137.0,4.4,3.05,74,95.0,免费评估
6,Lincoln,151.0,4.1,3.07,56,94.4,免费评估
7,皇家兽医学院Royal Veterinary College,144.0,4.12,3.11,58,94.0,免费评估
8,雷丁大学University of Reading,137.0,3.84,3.24,66,93.7,免费评估
9,亚伯大学Aberystwyth University,135.0,4.05,3.05,68,93.4,免费评估
10,哈珀亚当斯大学Harper Adams University,135.0,4.18,2.66,66,89.9,免费评估
11,普利茅斯大学University of Plymouth,132.0,3.98,2.6,24,83.6,免费评估
12,皇家农学院Royal Agricultural University,124.0,3.99,1.4,56,83.1,免费评估
13,Writtle University College,124.0,3.86,1.46,32,80.8,免费评估
14,牛津布鲁克斯大学Oxford Brookes University,116.0,3.72,2.67,18,79.1,免费评估
15,高地与群岛大学University of the Highlands and Islands,,3.93,,36,78.8,免费评估
16,切斯特大学University of Chester,129.0,3.88,,26,78.0,免费评估
17,剑桥安鲁大学Anglia Ruskin University,119.0,3.24,,30,74.7,免费评估
18,哥比亚大学University of Cumbria,116.0,3.18,,34,74.7,免费评估
19,Wrexham Glyndwr,110.0,2.78,,32,71.8,免费评估
