Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,University of Strathclyde,87.40%,89.70%,52.20%,483,82.50%,100.0,免费评估
2,阿斯顿大学Aston University,91.80%,95.10%,39.10%,409,96.70%,99.8,免费评估
3,伦敦大学学院University College London,78.80%,89.60%,48.40%,490,88.70%,99.2,免费评估
4,剑桥大学University of Cambridge,86.60%,86.90%,,636,87.50%,98.8,免费评估
4,南安普顿大学University of Southampton,82.40%,77.90%,65.70%,393,96.10%,98.8,免费评估
6,萨里大学University of Surrey,87.60%,86.30%,37.50%,417,100.00%,98.6,免费评估
7,卡迪夫大学Cardiff University,87.60%,87.90%,36.80%,409,98.20%,98.1,免费评估
8,纽卡斯尔大学Newcastle University,86.10%,92.00%,47.80%,463,76.30%,97.4,免费评估
9,金斯顿大学Kingston University,91.40%,94.70%,2.60%,,100.00%,97.2,免费评估
10,曼彻斯特大学The University of Manchester,75.70%,78.70%,57.10%,430,92.80%,97.0,免费评估
11,邓迪大学University of Dundee,81.90%,85.40%,31.30%,498,85.90%,96.6,免费评估
11,兰卡斯特大学Lancaster University,80.60%,87.80%,55.20%,433,80.70%,96.6,免费评估
13,肯特大学University of Kent,85.7%*,90.7%*,42.30%,369*,89.70%,95.6,免费评估
13,伦敦城市大学City University London,93.60%,92.30%,19.20%,376,95.50%,95.6,免费评估
13,雷丁大学University of Reading,78.90%,85.80%,42.30%,462,82.60%,95.6,免费评估
16,斯旺西大学Swansea University,83.20%,84.30%,44.70%,374,92.30%,95.3,免费评估
17,King's College London,77.70%,82.50%,34.60%,450,,94.2,免费评估
18,罗伯特高登大学The Robert Gordon University,93.50%,96.30%,4.90%,370,95.70%,93.8,免费评估
19,华威大学The University of Warwick,89.30%,88.90%,25.30%,442,75.80%,93.6,免费评估
20,利物浦大学The University of Liverpool,82.00%,86.80%,35.30%,362,90.50%,93.3,免费评估
21,东英吉利大学University of East Anglia,78.30%,88.40%,24.90%,418,87.00%,92.6,免费评估
22,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,83.50%,87.10%,8.10%,435,90.80%,92.5,免费评估
23,桑德兰大学University of Sunderland,86.30%,81.20%,7.50%,,94.20%,92.1,免费评估
24,布鲁内尔大学Brunel University,84.10%,87.00%,18.20%,385,83.00%,90.7,免费评估
25,赫尔大学The University of Hull,79.80%,83.60%,16.70%,,89.70%,90.5,免费评估
26,Northumbria University,84.20%,90.70%,14.00%,390,81.50%,90.4,免费评估
27,利兹大学University of Leeds,65.50%,77.30%,31.70%,381,97.60%,90.3,免费评估
28,伯恩茅斯大学Bournemouth University,87.90%,86.30%,4.70%,340,93.50%,89.9,免费评估
29,谢菲尔德大学The University of Sheffield,72.20%,82.30%,38.30%,408,75.60%,89.8,免费评估
30,格林多大学Glyndwr University,93.10%,92.90%,3.60%,,73.10%,89.5,免费评估
31,阿尔斯特大学University of Ulster,85.20%,89.00%,27.70%,352,73.00%,89.3,免费评估
32,伍斯特大学University of Worcester,94.20%,97.10%,2.60%,301,,89.2,免费评估
32,牛津布鲁克斯大学Oxford Brookes University,84.80%,80.40%,3.00%,364,93.60%,89.2,免费评估
34,Manchester Metropolitan University,83.60%,86.10%,12.00%,408,76.60%,89.1,免费评估
35,西苏格兰大学University of the West of Scotland,80.90%,93.30%,29.00%,374,67.70%,88.8,免费评估
36,布莱顿大学University of Brighton,83.80%,84.70%,4.80%,316,97.40%,88.7,免费评估
37,北安普顿大学The University of Northampton,89.70%,88.60%,1.60%,322,89.30%,88.6,免费评估
38,哥比亚大学University of Cumbria,81.60%,79.60%,0.70%,407,86.70%,88.3,免费评估
39,普利茅斯大学University of Plymouth,79.90%,83.70%,9.50%,335,92.20%,88.1,免费评估
40,考文垂大学Coventry University,89.20%,93.80%,4.50%,315,82.80%,88.0,免费评估
41,林肯大学University of Lincoln,87.40%,93.70%,22.60%,319,70.90%,87.9,免费评估
42,伯明翰大学University of Birmingham,70.40%,78.50%,31.50%,409,73.70%,87.7,免费评估
43,格林威治大学The University of Greenwich,85.70%,93.50%,2.20%,353,79.50%,87.6,免费评估
44,伯明翰城市大学Birmingham City University,84.80%,89.40%,1.50%,365,80.80%,87.5,免费评估
45,玛格丽特女王大学Queen Margaret University,87.50%,91.80%,6.70%,400,64.90%,87.3,免费评估
46,蒂赛德大学Teesside University,87.30%,90.90%,2.40%,340,78.90%,87.1,免费评估
47,剑桥安鲁大学Anglia Ruskin University,87.40%,86.80%,3.10%,271,93.30%,87.0,免费评估
48,埃克塞特大学University of Exeter,67.90%,69.50%,,480,85.70%,86.6,免费评估
49,卡迪夫都市大学Cardiff Metropolitan University,83.90%,80.20%,3.60%,346,84.10%,86.5,免费评估
50,索尔福德大学University of Salford,82.60%,84.50%,3.80%,385,75.00%,86.4,免费评估
51,利物浦约翰摩尔斯大学Liverpool John Moores University,87.60%,89.90%,6.00%,341,72.60%,86.3,免费评估
52,贝德福德大学University of Bedfordshire,76.50%,76.10%,25.10%,255,94.40%,86.2,免费评估
53,坎特伯雷大学Canterbury Christ Church University,81.10%,81.50%,2.20%,287,95.50%,86.0,免费评估
53,哈德斯菲尔德大学University of Huddersfield,87.10%,85.20%,13.20%,309,75.30%,86.0,免费评估
55,伦敦南岸大学London South Bank University,73.80%,73.30%,13.70%,350,87.80%,85.9,免费评估
56,龙比亚大学Napier University,78.80%,80.90%,5.30%,,82.4%*,85.8,免费评估
57,德比大学University of Derby,85.00%,82.80%,,348,79.30%,85.6,免费评估
58,埃塞克斯大学University of Essex,86.90%,93.10%,,296,80.20%,85.5,免费评估
59,谢菲尔德哈莱姆大学Sheffield Hallam University,82.50%,85.20%,3.70%,329,79.00%,85.2,免费评估
60,朴茨茅斯大学University of Portsmouth,81.80%,82.50%,24.30%,,65.0%*,84.6,免费评估
61,布拉德福德大学University of Bradford,68.30%,76.70%,9.50%,357,86.30%,84.5,免费评估
62,南威尔士大学The University of South Wales,75.80%,76.50%,2.20%,331,86.80%,84.1,免费评估
63,赫特福德大学University of Hertfordshire,75.60%,77.70%,4.00%,311,88.10%,84.0,免费评估
64,诺丁汉大学University of Nottingham,79.40%,82.80%,31.40%,,61.60%,83.8,免费评估
65,西英格兰大学University of the West of England,75.40%,83.90%,8.20%,344,73.60%,83.7,免费评估
65,艾芝西尔大学Edge Hill University,94.80%,97.40%,2.00%,,50.00%,83.7,免费评估
67,米德塞斯大学Middlesex University,75.50%,83.10%,10.00%,312,77.50%,83.4,免费评估
67,威斯敏斯特大学University of Westminster,75.90%,78.40%,21.20%,307,72.90%,83.4,免费评估
69,阿伯泰邓迪大学University of Abertay Dundee,81.20%,81.90%,,356,70.30%,83.2,免费评估
70,利兹贝克特大学Leeds Beckett University,80.00%,83.60%,3.50%,298,73.10%,82.1,免费评估
71,切斯特大学University of Chester,71.30%,81.80%,12.00%,314,69.80%,81.2,免费评估
72,德蒙福特大学De Montfort University,65.70%,73.30%,13.00%,295,81.70%,80.8,免费评估
73,约克圣约翰大学York St John University,63.80%,70.50%,1.90%,336,84.00%,80.5,免费评估
74,伦敦都市大学London Metropolitan University,80.40%,86.80%,5.20%,,56.50%,79.7,免费评估
75,"圣马克与圣约翰大学University of St Mark & St John, Plymouth",69.40%,73.80%,,313,74.20%,79.0,免费评估
76,纽曼大学Newman University,79.00%,82.70%,,319,54.40%,78.3,免费评估
76,"特威克南圣玛丽大学St Mary's, Twickenham",55.30%,67.90%,,347,82.90%,78.3,免费评估
78,东伦敦大学University of East London,75.70%,83.00%,7.60%,276,52.80%,76.8,免费评估
79,中央兰开夏大学University of Central Lancashire,69.90%,77.00%,8.30%,343,47.80%,76.5,免费评估
