Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,88.4,51.7,651,79.7,100.0,免费评估
2,巴斯大学University of Bath,90.3,48.3,538,79.2,96.2,免费评估
3,牛津大学University of Oxford,89.0,50.0,544,67.2,93.0,免费评估
4,格拉斯哥大学University of Glasgow,87.9,33.3,477,74.3,88.4,免费评估
5,伯明翰大学University of Birmingham,84.3,43.3,461,64.9,85.7,免费评估
6,杜伦大学Durham University,83.4,30.0,484,71.6,84.8,免费评估
7,约克大学The University of York,87.2,35.0,487,57.6,84.4,免费评估
8,伦敦大学学院University College London,82.1,45.0,522,54.4,84.3,免费评估
9,圣安德鲁斯大学University of St Andrews,80.4,35.0,528,64.5,84.1,免费评估
10,埃克塞特大学University of Exeter,84.6,28.3,492,66.4,84.0,免费评估
11,布里斯托大学University of Bristol,87.1,26.7,481,62.5,83.6,免费评估
12,卡迪夫大学Cardiff University,85.3,40.0,459,55.6,83.0,免费评估
13,拉夫堡大学Loughborough University,82.8,36.7,418,65.1,82.0,免费评估
14,南安普顿大学University of Southampton,84.6,30.0,444,61.5,81.5,免费评估
15,诺丁汉大学University of Nottingham,85.5,26.7,437,60.5,80.7,免费评估
16,班戈大学Bangor University,85.8,35.0,346,63.5,80.3,免费评估
17,肯特大学University of Kent,83.9,20.0,413,70.1,80.1,免费评估
18,林肯大学University of Lincoln,90.9,11.7,362,69.5,80.0,免费评估
19,纽卡斯尔大学Newcastle University,85.0,20.0,455,59.4,79.3,免费评估
20,伦敦大学皇家霍洛威学院Royal Holloway University of London,84.8,33.3,441,49.8,79.2,免费评估
20,萨里大学University of Surrey,85.8,20.0,440,59.3,79.2,免费评估
22,兰卡斯特大学Lancaster University,78.4,20.0,442,67.6,77.6,免费评估
23,华威大学The University of Warwick,77.4,25.0,470,61.2,77.5,免费评估
24,爱丁堡大学The University of Edinburgh,75.1,30.0,479,60.0,77.4,免费评估
25,利兹大学University of Leeds,79.0,23.3,447,61.5,77.2,免费评估
26,雷丁大学University of Reading,82.0,26.7,395,58.6,77.0,免费评估
27,朴茨茅斯大学University of Portsmouth,88.8,8.3,349,66.0,76.8,免费评估
27,谢菲尔德大学The University of Sheffield,82.0,30.0,452,47.6,76.8,免费评估
29,思克莱德大学University of Strathclyde,86.1,10.0,473,51.9,76.4,免费评估
30,阿伯丁大学University of Aberdeen,82.2,20.0,393,60.1,75.9,免费评估
31,伦敦城市大学City University London,89.3,20.0,392,45.0,75.7,免费评估
31,萨塞克斯大学University of Sussex,79.3,30.0,422,53.0,75.7,免费评估
33,曼彻斯特大学The University of Manchester,82.5,23.0,444,48.8,75.6,免费评估
34,伦敦大学金史密斯学院Goldsmiths University of London,83.8,23.3,346,57.3,75.2,免费评估
35,莱斯特大学University of Leicester,85.9,8.3,407,57.5,75.1,免费评估
36,伦敦大学玛丽女王学院Queen Mary University of London,74.2,20.0,407,70.0,74.9,免费评估
37,阿斯顿大学Aston University,83.3,26.7,394,47.9,74.8,免费评估
38,切斯特大学University of Chester,90.7,5.0,310,61.3,74.6,免费评估
39,埃塞克斯大学University of Essex,83.8,25.0,368,48.2,73.9,免费评估
40,东英吉利大学University of East Anglia,84.7,5.0,424,53.6,73.4,免费评估
41,斯旺西大学Swansea University,77.6,15.0,375,63.4,72.7,免费评估
42,考文垂大学Coventry University,82.9,6.2,316,66.7,72.4,免费评估
43,英国女王大学Queen's University Belfast,81.0,13.3,383,55.2,72.3,免费评估
44,邓迪大学University of Dundee,84.0,15.0,385,47.5,72.2,免费评估
45,斯特林大学University of Stirling,82.3,8.3,398,53.9,72.1,免费评估
46,普利茅斯大学University of Plymouth,81.8,13.3,341,56.4,71.5,免费评估
47,利物浦大学The University of Liverpool,79.4,13.3,414,50.8,71.4,免费评估
48,赫瑞瓦特大学Heriot Watt University,78.4,1.7,389,64.9,71.2,免费评估
49,约克圣约翰大学York St John University,87.7,0.0,317,57.1,71.1,免费评估
50,诺丁汉特伦特大学Nottingham Trent University,86.1,5.0,350,51.4,71.0,免费评估
50,基尔大学Keele University,83.6,8.3,352,53.5,71.0,免费评估
52,牛津布鲁克斯大学Oxford Brookes University,85.7,8.3,389,41.8,70.4,免费评估
53,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,82.5,3.3,392,51.1,70.1,免费评估
54,玛格丽特女王大学Queen Margaret University,84.6,,338,56.3,70.0,免费评估
54,曼彻斯特城市大学Manchester Metropolitan University,78.1,17.4,350,53.2,70.0,免费评估
56,哈德斯菲尔德大学University of Huddersfield,85.5,,310,56.2,69.4,免费评估
57,布拉德福德大学University of Bradford,82.5,15.0,283,45.6,69.3,免费评估
57,赫尔大学The University of Hull,79.6,23.3,358,48.3,69.3,免费评估
59,索尔福德大学University of Salford,83.7,15.0,314,43.4,68.6,免费评估
60,赫特福德大学University of Hertfordshire,77.7,13.3,345,51.1,68.2,免费评估
61,艾芝西尔大学Edge Hill University,90.8,,308,40.7,68.1,免费评估
62,格林威治大学The University of Greenwich,84.8,5.0,304,48.5,68.0,免费评估
63,奇切斯特大学University of Chichester,84.8,5.0,282,47.1,67.9,免费评估
63,阿伯泰邓迪大学University of Abertay Dundee,79.5,10.0,293,60.5,67.9,免费评估
65,布鲁内尔大学Brunel University,75.6,15.0,370,49.1,67.8,免费评估
66,西苏格兰大学University of the West of Scotland,88.0,,308,43.9,67.5,免费评估
67,德蒙福特大学De Montfort University,87.1,,317,44.0,67.4,免费评估
68,中央兰开夏大学University of Central Lancashire,78.6,10.0,322,51.1,67.1,免费评估
69,伯恩茅斯大学Bournemouth University,84.2,15.0,357,30.6,67.0,免费评估
70,利物浦约翰摩尔斯大学Liverpool John Moores University,81.9,11.7,329,41.0,66.9,免费评估
71,巴斯斯巴大学Bath Spa University,81.9,1.7,350,45.5,66.6,免费评估
72,哥比亚大学University of Cumbria,87.0,,223,52.2,66.2,免费评估
73,西英格兰大学University of the West of England,72.6,16.7,329,52.2,66.0,免费评估
74,利兹圣三一大学Leeds Trinity University,84.8,0.0,303,44.7,65.9,免费评估
75,卡迪夫都市大学Cardiff Metropolitan University,82.6,8.3,291,42.9,65.6,免费评估
76,蒂赛德大学Teesside University,84.3,,315,40.4,64.9,免费评估
77,桑德兰大学University of Sunderland,86.0,1.7,274,40.3,64.7,免费评估
78,米德塞斯大学Middlesex University,73.5,3.3,281,62.6,64.6,免费评估
78,剑桥安鲁大学Anglia Ruskin University,83.4,18.3,266,31.9,64.6,免费评估
78,格罗斯特大学University of Gloucestershire,83.3,3.3,297,40.8,64.6,免费评估
81,威斯敏斯特大学University of Westminster,77.7,5.0,311,48.2,64.5,免费评估
82,谢菲尔德哈莱姆大学Sheffield Hallam University,78.4,3.3,338,44.3,64.4,免费评估
82,诺桑比亚大学Northumbria University,73.6,8.3,350,48.0,64.4,免费评估
84,伦敦南岸大学London South Bank University,80.3,6.7,292,43.7,64.3,免费评估
85,罗汉普顿大学Roehampton University,77.5,6.7,263,52.7,64.2,免费评估
86,布莱顿大学University of Brighton,74.9,11.7,341,41.9,63.9,免费评估
87,德比大学University of Derby,75.0,3.3,278,56.1,63.7,免费评估
88,亚伯大学Aberystwyth University,71.8,5.0,298,57.3,63.3,免费评估
89,伍斯特大学University of Worcester,78.4,,298,48.1,63.2,免费评估
90,阿尔斯特大学University of Ulster,84.7,11.7,282,27.5,63.1,免费评估
91,温切斯特大学University of Winchester,75.8,,319,48.4,62.7,免费评估
92,东伦敦大学University of East London,82.7,6.7,236,38.0,62.2,免费评估
93,西伦敦大学University of West London,76.1,0.0,227,57.1,62.0,免费评估
94,斯塔福德郡大学Staffordshire University,75.2,,298,39.9,61.6,免费评估
94,坎特伯雷大学Canterbury Christ Church University,77.1,10.0,286,45.6,61.6,免费评估
96,纽曼大学Newman University,80.0,,308,36.5,61.4,免费评估
97,伯明翰城市大学Birmingham City University,74.9,,317,44.8,61.3,免费评估
97,北安普顿大学The University of Northampton,79.1,,307,37.9,61.3,免费评估
99,龙比亚大学Napier University,80.4,1.7,337,27.9,60.8,免费评估
100,波尔顿大学University of Bolton,73.6,1.7,288,46.8,60.5,免费评估
101,南安普顿索伦特大学Southampton Solent University,71.1,,287,52.7,60.3,免费评估
102,利兹都会大学Leeds Metropolitan University,70.6,,311,43.7,58.5,免费评估
103,新白金汉大学Buckinghamshire New University,75.9,,244,39.7,58.0,免费评估
104,"St Mary's University College, Twickenham",69.8,,304,38.3,56.5,免费评估
105,金斯顿大学Kingston University,61.6,6.7,317,46.3,56.2,免费评估
106,贝德福德大学University of Bedfordshire,76.1,,225,34.2,56.0,免费评估
107,伦敦都市大学London Metropolitan University,68.9,3.3,237,39.1,54.7,免费评估
