Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,Tsinghua University,China,87.0,60.4,65.2,100.0,,260.5,免费评估
2,Beijing University of Posts and Telecommunications,China,100.0,48.6,58.8,80.3,,240.7,免费评估
3,Nanyang Technological University,Singapore,68.5,61.6,80.6,84.2,,230.5,免费评估
4,Xidian University,China,92.7,44.2,51.5,73.6,,220.8,免费评估
5,德克萨斯大学奥斯汀分校The University of Texas at Austin,UnitedStates,43.9,100.0,67.2,60.6,,217.9,免费评估
6,英属哥伦比亚大学University of British Columbia,Canada,53.2,69.6,80.4,77.3,,216.1,免费评估
7,Southeast University,China,76.7,54.6,60.4,72.4,,215.8,免费评估
8,滑铁卢大学University of Waterloo,Canada,54.2,65.7,83.3,76.1,,212.6,免费评估
9,National University of Singapore,Singapore,53.3,75.5,77.2,67.4,,211.7,免费评估
10,Shanghai Jiao Tong University,China,69.7,50.8,58.4,77.8,,210.0,免费评估
11,University of Electronic Science and Technology of China,China,88.2,48.2,59.5,61.3,,209.6,免费评估
12,Huazhong University of Science and Technology,China,59.9,58.5,71.5,73.0,,205.7,免费评估
13,佐治亚理工学院Georgia Institute of Technology,UnitedStates,53.3,62.2,71.2,69.5,,199.2,免费评估
14,南安普顿大学University of Southampton,UnitedKingdom,47.4,63.0,74.2,73.7,,199.0,免费评估
15,Zhejiang University,China,58.1,60.2,71.4,64.6,,197.2,免费评估
16,香港科技大学The Hong Kong University of Science and Technology,China-HongKong,46.7,65.1,67.9,69.8,,195.2,免费评估
17,Singapore University of Technology and Design,Singapore,36.3,77.5,92.1,56.2,,188.4,免费评估
18,CENTRALESUPELEC,France,40.5,77.4,84.2,52.9,,187.7,免费评估
19,KTH Royal Institute of Technology,Sweden,51.2,56.1,83.3,62.8,,186.7,免费评估
20,Korea Advanced Institute of Science and Technology,SouthKorea,61.7,48.6,51.3,66.0,,186.5,免费评估
21,香港城市大学City University of Hong Kong,China-HongKong,53.7,58.5,58.3,62.3,,186.1,免费评估
22,普林斯顿大学Princeton University,UnitedStates,33.8,82.2,87.0,47.6,,180.9,免费评估
23,University of Science and Technology of China,China,49.3,55.4,64.6,60.9,,178.5,免费评估
23,Linkoping University,Sweden,28.3,97.6,75.1,37.6,,178.5,免费评估
25,Beijing Jiaotong University,China,58.7,49.2,69.3,53.1,,174.9,免费评估
26,伦敦大学学院University College London,UnitedKingdom,41.3,65.4,80.1,52.1,,174.8,免费评估
27,Peking University,China,46.2,58.9,70.0,55.6,,174.6,免费评估
28,Aalto University,Finland,49.1,56.3,76.6,51.9,,172.6,免费评估
29,University of Houston,UnitedStates,34.8,70.7,90.3,48.8,,172.5,免费评估
30,澳大利亚国立大学The Australian National University,Australia,31.6,79.7,79.4,44.4,,171.5,免费评估
31,纽约大学New York University,UnitedStates,25.1,98.1,69.3,34.4,,171.4,免费评估
32,爱丁堡大学The University of Edinburgh,UnitedKingdom,33.9,73.2,76.4,48.6,,171.0,免费评估
33,Chalmers University of Technology,Sweden,43.3,58.0,75.8,54.5,,170.9,免费评估
34,南加州大学University of Southern California,UnitedStates,36.7,67.4,74.0,51.1,,170.0,免费评估
35,National Taiwan University,China-Taiwan,49.5,44.5,49.1,65.4,,169.2,免费评估
36,Polytechnic University of Catalonia,Spain,51.2,53.7,75.7,48.4,,168.5,免费评估
37,King Abdullah University of Science and Technology,SaudiArabia,41.8,52.9,87.1,56.2,,168.3,免费评估
38,新南威尔士大学The University of New South Wales,Australia,38.6,59.7,76.9,54.3,,168.0,免费评估
39,香港中文大学The Chinese University of Hong Kong,China-HongKong,41.0,54.3,64.5,59.7,,167.9,免费评估
40,卡尔顿大学Carleton University,Canada,37.3,68.4,75.2,46.5,,167.1,免费评估
41,萨里大学University of Surrey,UnitedKingdom,42.5,58.0,71.4,51.9,,166.8,免费评估
41,"加州大学戴维斯分校University of California,Davis",UnitedStates,37.3,63.5,77.5,50.5,,166.8,免费评估
43,University of Erlangen-Nuremberg,Germany,28.3,82.2,78.5,40.2,,166.4,免费评估
44,曼尼托巴大学University of Manitoba,Canada,35.3,70.7,70.0,45.3,,165.3,免费评估
45,兰卡斯特大学Lancaster University,UnitedKingdom,28.9,86.0,85.1,32.5,,164.4,免费评估
46,悉尼大学The University of Sydney,Australia,36.3,58.4,80.7,52.5,,163.3,免费评估
47,University of Oulu,Finland,40.0,57.5,85.3,48.6,,163.2,免费评估
48,Qatar University,Qatar,33.1,64.0,97.5,46.5,,163.1,免费评估
49,麻省理工学院Massachusetts Institute of Technology,UnitedStates,47.8,50.6,71.5,49.7,,162.3,免费评估
50,Yonsei University,SouthKorea,54.6,43.5,38.7,55.6,,161.5,免费评估
