Ranking,University Name,Location,Teaching,International Outlook,Research,Citations,Industry Income,Overall score,Free
53,Federal University of Toulouse Midi-Pyrénées,France,59.2,64.4,69.2,55.4,49.0,61.7,免费评估
53,Zhejiang University,China,66.0,60.9,59.4,55.7,100.0,61.7,免费评估
55,Ohio State University (Main campus),United States,45.5,49.2,67.7,77.8,31.3,60.8,免费评估
56,Boston University,United States,47.2,62.4,52.1,90.9,32.1,60.7,免费评估
57,University of Illinois at Urbana-Champaign,United States,60.6,48.6,61.3,65.9,39.1,60.5,免费评估
57,Pompeu Fabra University,Spain,54.5,60.5,59.1,69.8,60.1,60.5,免费评估
59,Arizona State University (Tempe),United States,46.2,47.5,55.3,88.7,30.4,59.5,免费评估
60,KU Leuven,Belgium,44.9,52.6,54.1,79.7,100.0,58.7,免费评估
60,萨塞克斯大学University of Sussex,United Kingdom,38.2,92.8,46.5,90.5,31.8,58.7,免费评估
62,Aalto University,Finland,47.5,55.9,48.0,86.0,59.9,58.4,免费评估
63,Boston College,United States,52.6,56.4,37.8,93.5,42.0,58.1,免费评估
64,Indiana University,United States,48.1,45.1,49.9,85.3,51.6,57.8,免费评估
65,"Nanyang Technological University, Singapore",Singapore,47.3,75.3,57.8,62.1,70.7,57.6,免费评估
66,University of Virginia (Main campus),United States,66.1,38.1,30.9,91.2,30.4,57.5,免费评估
67,"University of Maryland, College Park",United States,38.8,37.3,56.9,89.8,30.5,57.1,免费评估
68,Maastricht University,Netherlands,44.9,96.4,49.9,63.9,89.9,57.0,免费评估
69,University of North Carolina at Chapel Hill,United States,47.2,26.7,53.8,82.3,31.4,55.9,免费评估
70,UNSW Sydney,Australia,44.1,88.3,52.8,62.6,44.6,55.6,免费评估
71,Kyoto University,Japan,64.5,31.8,67.3,32.8,96.5,55.4,免费评估
72,Texas A&M University,United States,42.7,32.1,63.4,69.0,43.8,55.1,免费评估
73,University of Queensland,Australia,34.3,83.5,48.7,77.9,53.7,54.8,免费评估
73,University of St Gallen,Switzerland,52.3,89.0,40.2,64.0,60.3,54.8,免费评估
75,École Polytechnique,France,50.9,83.3,40.1,65.5,79.9,54.7,免费评估
76,University of Groningen,Netherlands,31.8,56.4,52.3,84.4,50.0,54.3,免费评估
76,Washington University in St Louis,United States,46.8,54.7,40.2,84.3,30.4,54.3,免费评估
78,City University of Hong Kong,Hong Kong,39.3,88.9,44.9,71.8,53.1,54.1,免费评估
79,Korea University,South Korea,48.3,59.0,50.1,59.4,100.0,53.9,免费评估
80,Lund University,Sweden,31.6,59.7,48.7,81.9,85.8,53.6,免费评估
81,Rice University,United States,51.5,50.0,34.5,84.3,30.4,53.5,免费评估
82,University of Amsterdam,Netherlands,41.8,64.3,47.3,72.1,36.3,53.0,免费评估
83,University of Vienna,Austria,36.9,93.4,39.1,77.7,33.5,52.8,免费评估
84,Shanghai Jiao Tong University,China,46.4,59.3,38.8,75.4,49.9,52.4,免费评估
84,McGill University,Canada,43.6,88.9,44.7,62.0,30.4,52.3,免费评估
84,Western University,Canada,48.5,73.2,39.6,68.2,31.8,52.3,免费评估
87,诺丁汉大学University of Nottingham,United Kingdom,43.1,90.5,41.3,65.8,30.8,52.2,免费评估
88,Paris Sciences et Lettres – PSL Research University Paris,France,63.0,39.1,49.7,46.2,44.4,51.9,免费评估
89,Fudan University,China,58.2,57.8,35.9,62.7,50.4,51.8,免费评估
90,兰卡斯特大学Lancaster University,United Kingdom,31.8,92.6,35.3,84.5,37.6,51.7,免费评估
91,Hebrew University of Jerusalem,Israel,34.2,57.1,52.8,71.2,33.2,51.6,免费评估
92,Nanjing University,China,46.0,65.3,33.4,72.0,99.9,51.5,免费评估
92,Sungkyunkwan University (SKKU),South Korea,47.9,60.7,42.3,59.3,99.4,51.4,免费评估
93,Polytechnic University of Milan,Italy,38.8,31.8,38.4,85.7,99.9,51.3,免费评估
94,University of Florida,United States,37.8,27.7,60.6,65.6,30.8,51.1,免费评估
94,Université Catholique de Louvain,Belgium,38.9,60.0,52.6,59.8,62.2,51.1,免费评估
94,Monash University,Australia,40.7,88.1,45.5,59.2,41.2,51.1,免费评估
97,伦敦国王学院King's College London,United Kingdom,36.8,87.4,41.1,70.3,31.0,51.0,免费评估
99,Queensland University of Technology,Australia,31.0,75.3,37.3,83.3,54.9,50.7,免费评估
100,伦敦城市大学City University London,United Kingdom,26.6,96.3,35.3,84.8,34.3,50.5,免费评估
100,University of Lausanne,Switzerland,25.2,90.3,36.0,81.5,98.8,50.5,免费评估
