Ranking,University Name,Location,Teaching,International Outlook,Research,Citations,Industry Income,Overall score,Free
1,Massachusetts Institute of Technology,United States,92.1,74.6,93.4,99.7,99.5,93.0,免费评估
2,Stanford University,United States,94.5,70.2,90.1,96.1,71.0,90.7,免费评估
3,牛津大学University of Oxford,United Kingdom,89.9,90.9,96.2,83.8,89.3,90.5,免费评估
4,剑桥大学University of Cambridge,United Kingdom,90.6,93.5,91.4,86.3,32.0,88.6,免费评估
5,Duke University,United States,86.8,62.0,88.9,95.2,100.0,87.7,免费评估
6,"University of California, Berkeley",United States,87.2,45.8,96.6,97.0,30.7,87.6,免费评估
7,Harvard University,United States,90.2,54.2,89.3,99.4,30.4,87.5,免费评估
8,伦敦政治经济学院The London School of Economics and Political Science,United Kingdom,83.3,95.0,92.2,88.6,33.1,87.3,免费评估
9,Yale University,United States,90.7,59.4,87.4,97.7,30.4,87.1,免费评估
10,University of Pennsylvania,United States,88.5,52.5,89.1,94.9,38.6,85.8,免费评估
11,University of Chicago,United States,87.5,58.4,84.7,99.4,30.8,85.5,免费评估
12,Northwestern University,United States,87.7,58.0,86.9,95.1,34.0,85.3,免费评估
13,Columbia University,United States,88.2,68.1,80.1,91.5,41.6,83.4,免费评估
14,"University of California, Los Angeles",United States,84.0,55.4,83.1,97.4,30.4,83.1,免费评估
15,University of Michigan-Ann Arbor,United States,84.4,52.2,88.4,90.2,33.8,83.0,免费评估
15,New York University,United States,83.1,59.6,85.6,92.4,38.0,83.0,免费评估
17,National University of Singapore,Singapore,81.7,77.4,91.1,69.7,55.6,80.7,免费评估
18,Tsinghua University,China,87.0,58.1,88.4,70.4,80.6,80.5,免费评估
19,伦敦大学学院University College London,United Kingdom,71.2,92.6,86.7,82.0,30.6,79.9,免费评估
20,ETH Zurich,Switzerland,68.7,98.5,84.7,77.2,100.0,79.5,免费评估
21,Cornell University,United States,80.0,50.8,85.0,78.7,31.2,77.5,免费评估
22,The Hong Kong University of Science and Technology,Hong Kong,71.5,84.8,82.5,75.7,53.8,76.9,免费评估
23,Peking University,China,85.7,67.4,73.7,70.3,73.8,76.0,免费评估
24,Carnegie Mellon University,United States,63.9,73.3,74.8,92.4,30.8,74.6,免费评估
25,University of British Columbia,Canada,64.8,88.7,71.7,87.2,31.7,74.0,免费评估
26,The University of Tokyo,Japan,86.5,24.7,90.5,50.4,96.4,73.5,免费评估
27,University of Hong Kong,Hong Kong,70.3,99.3,75.3,65.1,38.0,72.4,免费评估
28,Tilburg University,Netherlands,60.8,78.8,74.2,77.6,99.6,72.0,免费评估
28,University of Toronto,Canada,67.1,85.0,73.6,75.4,30.4,72.0,免费评估
30,"University of California, San Diego",United States,61.0,60.5,64.6,96.4,100.0,71.9,免费评估
31,University of Minnesota,United States,67.9,34.3,77.8,80.9,56.6,71.0,免费评估
32,Erasmus University Rotterdam,Netherlands,57.4,82.8,79.2,75.2,42.2,70.9,免费评估
33,University of Mannheim,Germany,63.9,47.2,75.7,74.1,99.9,69.7,免费评估
33,华威大学The University of Warwick,United Kingdom,60.8,91.4,66.4,80.7,32.6,69.7,免费评估
35,Copenhagen Business School,Denmark,62.8,74.1,60.8,86.6,54.2,68.9,免费评估
36,University of Wisconsin-Madison,United States,64.9,31.5,75.9,77.8,37.4,68.0,免费评估
37,曼彻斯特大学The University of Manchester,United Kingdom,60.4,86.7,63.7,75.0,36.0,66.9,免费评估
38,Hong Kong Polytechnic University,Hong Kong,56.5,90.9,63.4,77.2,34.0,66.5,免费评估
38,University of Washington,United States,60.8,45.0,65.2,86.7,30.4,66.5,免费评估
39,Johns Hopkins University,United States,59.7,75.9,63.1,78.9,31.3,66.4,免费评估
41,Dartmouth College,United States,71.3,31.5,47.2,100.0,30.4,66.0,免费评估
42,University of Zurich,Switzerland,45.1,86.4,58.3,92.2,80.1,65.8,免费评估
43,University of Melbourne,Australia,54.6,92.8,73.1,60.7,54.9,65.6,免费评估
44,Pennsylvania State University (Main campus),United States,65.9,32.3,71.2,70.0,53.8,65.3,免费评估
45,Michigan State University,United States,54.3,54.6,65.3,84.5,31.3,64.9,免费评估
46,University of Texas at Austin,United States,60.7,27.2,72.9,72.0,47.3,64.2,免费评估
47,University of Southern California,United States,54.2,52.0,58.0,89.3,36.1,63.6,免费评估
48,Seoul National University,South Korea,67.6,44.4,69.2,51.5,99.1,62.8,免费评估
49,爱丁堡大学The University of Edinburgh,United Kingdom,56.3,85.2,49.2,82.9,31.0,62.6,免费评估
50,Australian National University,Australia,54.5,86.0,68.1,57.1,52.2,62.4,免费评估
51,Georgia Institute of Technology,United States,51.6,55.8,57.3,86.3,41.2,62.3,免费评估
52,Chinese University of Hong Kong,Hong Kong,52.3,94.3,63.7,62.2,43.3,62.0,免费评估
