Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,格拉斯哥大学University of Glasgow,182,4.21,3.0,96.0,100.0,免费评估
2,西苏格兰大学University of the West of Scotland,178,4.26,2.35,95.0,98.2,免费评估
3,邓迪大学University of Dundee,186,4.07,2.79,97.0,97.7,免费评估
4,剑桥大学University of Cambridge,194,4.03,3.3,84.0,97.4,免费评估
5,伯明翰大学University of Birmingham,151,4.22,3.26,84.0,96.3,免费评估
6,杜伦大学Durham University,157,4.12,3.3,87.0,96.1,免费评估
7,爱丁堡大学The University of Edinburgh,181,3.89,3.21,97.0,96.1,免费评估
8,斯特林大学University of Stirling,177,3.93,2.99,95.0,96.0,免费评估
9,西英格兰大学University of the West of England,128,4.44,2.7,84.0,94.8,免费评估
10,南安普顿大学University of Southampton,155,4.26,3.08,68.0,94.7,免费评估
11,思克莱德大学University of Strathclyde,191,3.87,2.78,85.0,94.2,免费评估
12,利物浦霍普大学Liverpool Hope University,120,4.47,2.55,82.0,94.1,免费评估
13,东英吉利大学University of East Anglia,160,4.19,2.83,69.0,93.6,免费评估
14,布莱顿大学University of Brighton,127,4.28,2.47,90.0,93.0,免费评估
15,阿伯丁大学University of Aberdeen,186,3.7,2.71,96.0,92.6,免费评估
16,雷丁大学University of Reading,138,4.04,3.04,85.0,92.5,免费评估
17,基尔大学Keele University,135,4.27,2.86,67.0,92.2,免费评估
18,约克大学The University of York,135,4.05,3.2,76.0,91.7,免费评估
19,苏格兰皇家音乐学院Royal Conservatoire of Scotland,187,3.85,,97.0,91.7,免费评估
20,伦敦大学学院University College London,161,4.06,3.21,60.0,91.3,免费评估
21,曼彻斯特大学The University of Manchester,140,3.97,3.11,76.0,91.3,免费评估
22,哈德斯菲尔德大学University of Huddersfield,120,4.28,2.61,78.0,91.1,免费评估
23,伯明翰城市大学Birmingham City University,128,4.2,2.38,83.0,90.8,免费评估
24,曼彻斯特城市大学Manchester Metropolitan University,137,4.05,2.88,80.0,90.5,免费评估
