Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,575.0,4.07,3.35,95.0,100.0,免费评估
2,伦敦大学学院University College London,462.0,4.17,3.25,85.0,94.5,免费评估
3,拉夫堡大学Loughborough University,386.0,3.55,3.28,95.0,92.7,免费评估
4,谢菲尔德大学The University of Sheffield,384.0,4.27,3.32,90.0,92.4,免费评估
5,爱丁堡大学The University of Edinburgh,441.0,3.74,3.05,85.0,91.5,免费评估
6,Cardiff,397.0,4.17,3.18,85.0,91.4,免费评估
7,赫瑞瓦特大学Heriot Watt University,371.0,4.6,3.05,85.0,91.2,免费评估
8,英国女王大学Queen's University Belfast,357.0,4.88,2.89,85.0,91.1,免费评估
9,伯明翰大学University of Birmingham,344.0,3.96,3.04,95.0,91.1,免费评估
10,雷丁大学University of Reading,382.0,4.04,3.22,,90.7,免费评估
11,利兹大学University of Leeds,,3.96,3.04,,90.0,免费评估
12,曼彻斯特大学The University of Manchester,367.0,4.12,3.05,85.0,90.0,免费评估
13,德蒙福特大学De Montfort University,,4.03,2.93,,89.9,免费评估
14,纽卡斯尔大学Newcastle University,342.0,4.15,3.13,85.0,89.8,免费评估
15,格罗斯特大学University of Gloucestershire,323.0,4.67,2.9,85.0,88.5,免费评估
16,伯明翰城市大学Birmingham City University,,4.45,2.66,85.0,87.7,免费评估
17,利物浦大学The University of Liverpool,353.0,4.1,2.72,80.0,87.5,免费评估
18,邓迪大学University of Dundee,,4.1,2.0,90.0,86.8,免费评估
19,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,431.0,4.2,2.52,70.0,86.5,免费评估
20,牛津布鲁克斯大学Oxford Brookes University,299.0,4.16,2.89,85.0,86.3,免费评估
21,西英格兰大学University of the West of England,301.0,4.46,2.71,85.0,86.2,免费评估
22,Plymouth,,3.98,2.45,,85.4,免费评估
23,伦敦南岸大学London South Bank University,289.0,4.34,2.67,75.0,84.4,免费评估
24,诺桑比亚大学Northumbria University,,4.03,2.52,,83.9,免费评估
25,曼彻斯特城市大学Manchester Metropolitan University,,4.11,2.74,70.0,83.9,免费评估
26,阿尔斯特大学University of Ulster,315.0,4.18,2.94,65.0,83.8,免费评估
27,诺丁汉特伦特大学Nottingham Trent University,,4.26,2.34,75.0,83.3,免费评估
28,中央兰开夏大学University of Central Lancashire,,3.95,2.23,,81.4,免费评估
29,剑桥安鲁大学Anglia Ruskin University,,3.92,2.11,,81.0,免费评估
30,利兹贝克特大学Leeds Beckett University,261.0,4.23,2.3,75.0,80.6,免费评估
31,威斯敏斯特大学University of Westminster,329.0,4.08,2.8,50.0,79.7,免费评估
32,金斯顿大学Kingston University,,2.73,,85.0,79.4,免费评估
33,格林威治大学The University of Greenwich,,3.99,2.2,65.0,79.1,免费评估
34,Writtle University College,,4.02,,45.0,72.9,免费评估
