Ranking,University Name,Region,Academic Reputation,Employer Reputation,Citations per Paper,H-index Citations,Overall score,Free
1,Massachusetts Institute of Technology (MIT),United States,100.0,92.9,98.8,95.1,97.4,免费评估
2,Harvard University,United States,93.6,98.6,98.0,100.0,96.8,免费评估
3,Stanford University,United States,88.6,91.3,95.7,93.0,91.4,免费评估
4,Princeton University,United States,92.0,81.0,98.1,89.8,90.6,免费评估
4,"University of California, Berkeley (UCB)",United States,88.2,84.1,97.9,94.4,90.6,免费评估
4,University of Chicago,United States,88.5,80.1,100.0,95.9,90.6,免费评估
7,伦敦政治经济学院The London School of Economics and Political Science,United Kingdom,89.1,93.7,91.1,88.0,90.2,免费评估
8,牛津大学University of Oxford,United Kingdom,86.7,100.0,87.9,86.7,89.6,免费评估
9,Yale University,United States,86.3,86.1,95.7,90.6,89.0,免费评估
10,剑桥大学University of Cambridge,United Kingdom,85.3,99.7,88.2,84.2,88.5,免费评估
11,Columbia University,United States,82.7,84.2,93.5,92.7,87.2,免费评估
12,"University of California, Los Angeles (UCLA)",United States,81.5,82.7,94.0,87.3,85.4,免费评估
12,University of Pennsylvania,United States,81.1,82.0,93.5,89.2,85.4,免费评估
14,New York University (NYU),United States,80.7,78.3,94.2,91.7,85.1,免费评估
15,Northwestern University,United States,81.8,70.0,94.5,88.3,83.3,免费评估
16,伦敦大学学院University College London,United Kingdom,78.0,81.3,90.1,83.5,82.2,免费评估
17,Università Commerciale Luigi Bocconi,Italy,74.6,88.3,90.6,81.0,81.8,免费评估
18,National University of Singapore (NUS),Singapore,80.8,88.4,82.4,71.9,80.9,免费评估
19,University of Michigan,United States,75.2,73.7,91.2,86.7,80.4,免费评估
20,Universitat Pompeu Fabra,Spain,80.1,63.5,94.0,82.7,80.1,免费评估
21,Duke University,United States,72.6,71.5,94.3,87.0,79.6,免费评估
21,"University of California, San Diego (UCSD)",United States,77.3,63.1,95.4,85.0,79.6,免费评估
23,University of Toronto,Canada,74.6,76.8,88.4,83.1,79.5,免费评估
24,Cornell University,United States,73.8,78.0,86.6,83.1,79.1,免费评估
25,The Hong Kong University of Science and Technology,Hong Kong,77.3,81.2,86.9,71.9,78.9,免费评估
26,华威大学The University of Warwick,United Kingdom,77.4,80.4,83.1,75.6,78.8,免费评估
27,伦敦商学院London Business School,United Kingdom,68.3,91.3,89.7,76.1,78.7,免费评估
28,University of British Columbia,Canada,73.2,76.5,89.6,80.1,78.5,免费评估
29,Brown University,United States,72.6,68.9,94.1,82.3,78.1,免费评估
30,The Australian National University,Australia,77.2,78.6,81.6,75.6,78.0,免费评估
31,The University of Tokyo,Japan,78.4,86.0,77.3,69.0,77.8,免费评估
32,The University of Melbourne,Australia,74.4,86.1,79.7,73.2,77.6,免费评估
33,Peking University,China,75.3,85.7,80.1,69.7,77.2,免费评估
34,Stockholm School of Economics,Sweden,73.9,75.0,85.6,75.0,76.7,免费评估
35,Boston University,United States,70.8,71.3,90.0,79.2,76.4,免费评估
36,ETH Zurich - Swiss Federal Institute of Technology,Switzerland,69.4,81.5,85.0,75.6,76.2,免费评估
37,The University of Hong Kong,Hong Kong,71.2,83.0,83.7,71.2,76.1,免费评估
38,Seoul National University,South Korea,73.9,82.3,79.8,69.0,75.8,免费评估
38,The University of New South Wales (UNSW Australia),Australia,71.1,84.1,79.3,73.2,75.8,免费评估
40,Erasmus University Rotterdam,Netherlands,70.9,77.7,83.5,75.6,75.7,免费评估
41,University of Amsterdam,Netherlands,70.8,71.6,84.5,78.7,75.3,免费评估
42,California Institute of Technology (Caltech),United States,72.4,71.6,86.7,72.5,75.1,免费评估
42,University of Minnesota,United States,74.3,56.0,88.8,81.9,75.1,免费评估
44,Tsinghua University,China,71.4,83.3,80.5,68.2,75.0,免费评估
45,Monash University,Australia,69.5,80.8,80.3,73.8,74.8,免费评估
46,The Chinese University of Hong Kong (CUHK),Hong Kong,69.3,77.6,85.2,71.2,74.5,免费评估
47,Tilburg University,Netherlands,73.1,58.4,86.1,80.1,74.2,免费评估
48,University of Wisconsin-Madison,United States,67.7,63.0,89.1,82.7,74.0,免费评估
48,University of Zurich,Switzerland,66.9,68.3,88.0,79.7,74.0,免费评估
50,Universidad Carlos III de Madrid (UC3M),Spain,72.9,69.1,82.1,71.9,73.8,免费评估
50,Universität Mannheim,Germany,67.2,67.6,89.6,77.2,73.8,免费评估
