Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,626.0,4.2,3.37,88.0,100.0,免费评估
2,牛津大学University of Oxford,594.0,3.86,3.4,78.0,96.1,免费评估
3,伦敦大学学院University College London,500.0,4.08,3.25,82.0,95.3,免费评估
4,东英吉利大学University of East Anglia,,4.4,3.15,,94.2,免费评估
5,纽卡斯尔大学Newcastle University,,4.63,3.4,76.0,94.2,免费评估
6,Cardiff,,4.41,3.23,,93.7,免费评估
7,阿伯丁大学University of Aberdeen,456.0,4.46,3.11,76.0,93.5,免费评估
8,萨塞克斯大学University of Sussex,365.0,4.24,3.28,86.0,93.1,免费评估
9,布里斯托大学University of Bristol,456.0,4.13,3.16,76.0,93.0,免费评估
10,利兹大学University of Leeds,423.0,4.21,3.19,80.0,93.0,免费评估
11,邓迪大学University of Dundee,,4.16,3.5,76.0,92.6,免费评估
12,英国女王大学Queen's University Belfast,408.0,4.25,2.88,80.0,92.3,免费评估
13,"圣乔治医学院St George's, University of London",339.0,3.68,2.95,98.0,91.7,免费评估
14,南安普顿大学University of Southampton,406.0,4.08,2.99,,91.6,免费评估
15,King's College London,432.0,3.96,3.07,76.0,91.3,免费评估
16,伯明翰大学University of Birmingham,,4.03,3.04,,90.7,免费评估
17,格拉斯哥大学University of Glasgow,398.0,4.01,3.0,76.0,90.5,免费评估
18,索尔福德大学University of Salford,307.0,4.49,2.63,90.0,90.5,免费评估
19,曼彻斯特城市大学Manchester Metropolitan University,333.0,4.24,2.88,86.0,90.4,免费评估
20,曼彻斯特大学The University of Manchester,447.0,4.04,3.12,68.0,90.3,免费评估
21,哈德斯菲尔德大学University of Huddersfield,351.0,4.26,,98.0,90.2,免费评估
22,爱丁堡大学The University of Edinburgh,499.0,3.81,3.35,60.0,89.9,免费评估
23,拉夫堡大学Loughborough University,367.0,4.01,3.24,72.0,89.8,免费评估
24,利物浦大学The University of Liverpool,401.0,4.44,3.09,64.0,89.5,免费评估
25,西英格兰大学University of the West of England,286.0,3.96,3.06,90.0,89.3,免费评估
26,东伦敦大学University of East London,319.0,4.08,3.05,82.0,88.8,免费评估
27,北安普顿大学The University of Northampton,,4.17,2.14,,88.6,免费评估
28,诺丁汉大学University of Nottingham,410.0,4.13,2.88,66.0,88.6,免费评估
29,中央兰开夏大学University of Central Lancashire,378.0,4.2,2.63,72.0,87.9,免费评估
30,基尔大学Keele University,341.0,4.54,3.3,62.0,87.8,免费评估
31,考文垂大学Coventry University,294.0,4.39,3.14,72.0,87.2,免费评估
32,班戈大学Bangor University,338.0,3.97,3.29,66.0,87.2,免费评估
33,朴茨茅斯大学University of Portsmouth,339.0,4.21,2.54,70.0,86.5,免费评估
34,Plymouth,352.0,4.08,2.58,70.0,86.3,免费评估
35,牛津布鲁克斯大学Oxford Brookes University,323.0,3.97,2.67,66.0,85.6,免费评估
36,阿尔斯特大学University of Ulster,321.0,4.0,,76.0,84.1,免费评估
37,威斯敏斯特大学University of Westminster,286.0,3.86,2.75,62.0,83.5,免费评估
38,剑桥安鲁大学Anglia Ruskin University,246.0,4.24,1.73,,81.4,免费评估
