Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,拉夫堡大学Loughborough University,151.0,4.13,3.04,90,100.0,免费评估
2,诺桑比亚大学Northumbria University,147.0,4.21,2.45,74,96.3,免费评估
3,诺丁汉特伦特大学Nottingham Trent University,146.0,4.23,,88,95.3,免费评估
4,德蒙福特大学De Montfort University,110.0,3.91,3.18,82,93.5,免费评估
5,罗伯特高登大学The Robert Gordon University,,3.82,2.65,76,93.1,免费评估
6,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,,3.84,2.64,72,93.0,免费评估
7,德比大学University of Derby,139.0,4.15,,78,92.8,免费评估
8,哈德斯菲尔德大学University of Huddersfield,129.0,3.94,,86,92.7,免费评估
9,伦敦城市大学City University London,151.0,3.76,,72,92.4,免费评估
10,伍尔弗汉普顿大学University of Wolverhampton,,3.45,3.37,66,92.2,免费评估
11,朴茨茅斯大学University of Portsmouth,115.0,4.3,,82,91.3,免费评估
12,谢菲尔德哈莱姆大学Sheffield Hallam University,111.0,3.89,2.72,74,91.0,免费评估
13,利兹贝克特大学Leeds Beckett University,118.0,4.23,1.52,78,90.8,免费评估
14,曼彻斯特城市大学Manchester Metropolitan University,131.0,4.1,2.6,52,89.4,免费评估
15,剑桥安鲁大学Anglia Ruskin University,,4.64,,58,88.8,免费评估
