Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,埃克塞特大学University of Exeter,86.2,30.0,381.0,97.9,100.0,免费评估
2,罗伯特高登大学The Robert Gordon University,88.4,10.0,366.0,100.0,96.3,免费评估
3,卡迪夫大学Cardiff University,87.9,31.7,334.0,92.5,96.0,免费评估
4,朴茨茅斯大学University of Portsmouth,81.6,28.3,346.0,100.0,95.9,免费评估
5,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,82.0,30.0,362.0,92.0,95.1,免费评估
6,利兹大学University of Leeds,74.6,36.7,359.0,96.6,94.6,免费评估
7,西英格兰大学University of the West of England,80.6,31.7,311.0,96.4,92.5,免费评估
8,蒂赛德大学Teesside University,93.9,6.7,353.0,85.2,92.1,免费评估
9,玛格丽特女王大学Queen Margaret University,76.9,1.7,382.0,100.0,90.9,免费评估
10,利物浦大学The University of Liverpool,73.3,20.0,348.0,97.7,90.2,免费评估
10,布拉德福德大学University of Bradford,81.5,16.7,342.0,90.9,90.2,免费评估
12,Kingston/St George's,85.4,11.7,324.0,92.3,89.9,免费评估
13,伦敦城市大学City University London,89.4,18.3,294.0,85.1,88.5,免费评估
14,阿尔斯特大学University of Ulster,89.2,27.2,331.0,68.4,87.7,免费评估
15,索尔福德大学University of Salford,84.6,15.0,,82.9,86.8,免费评估
16,谢菲尔德哈莱姆大学Sheffield Hallam University,75.3,8.3,316.0,96.4,85.8,免费评估
17,赫特福德大学University of Hertfordshire,83.1,,305.0,90.5,84.6,免费评估
18,哥比亚大学University of Cumbria,81.9,0.0,310.0,88.6,83.8,免费评估
19,伦敦南岸大学London South Bank University,71.2,15.0,280.0,93.8,82.1,免费评估
20,班戈大学Bangor University,74.8,,267.0,100.0,81.4,免费评估
21,德比大学University of Derby,82.6,,282.0,85.7,81.1,免费评估
22,伯明翰城市大学Birmingham City University,73.7,,316.0,87.8,80.7,免费评估
23,坎特伯雷大学Canterbury Christ Church University,80.9,1.7,278.0,80.0,78.7,免费评估
