Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,Harvard University,United States,100.0,75.4,72.2,100.0,70.7,360.6,免费评估
2,Georgia Institute of Technology,United States,55.1,69.0,54.2,54.7,81.6,271.3,免费评估
3,Duke University,United States,48.1,65.1,49.2,48.6,81.6,253.3,免费评估
4,Cornell University,United States,43.6,71.4,55.6,44.9,81.6,252.7,免费评估
5,University of Washington,United States,50.1,68.2,59.3,51.5,70.7,252.4,免费评估
6,Rice University,United States,34.9,70.1,50.4,28.4,100.0,243.4,免费评估
7,Boston University,United States,34.2,69.5,50.2,36.4,81.6,231.8,免费评估
8,Massachusetts Institute of Technology (MIT),United States,62.0,83.6,71.0,70.4,0.0,230.2,免费评估
9,Shanghai Jiao Tong University,China,69.9,75.2,57.8,72.8,0.0,229.5,免费评估
10,Stanford University,United States,66.0,77.6,67.6,71.0,0.0,228.1,免费评估
11,"Rutgers, The State University of New Jersey - New Brunswick",United States,35.0,68.7,49.7,30.4,81.6,225.6,免费评估
12,Fudan University,China,48.8,93.1,48.9,70.8,0.0,222.4,免费评估
13,National University of Singapore,Singapore,66.5,74.9,75.9,65.5,0.0,222.2,免费评估
14,"University of Pittsburgh, Pittsburgh Campus",United States,64.9,69.5,57.0,65.7,0.0,211.5,免费评估
15,University of Pennsylvania,United States,57.7,76.9,57.7,59.1,0.0,205.1,免费评估
16,Seoul National University,South Korea,63.9,63.1,47.3,67.3,0.0,203.7,免费评估
17,University of Toronto,Canada,66.1,65.1,63.5,59.3,0.0,203.2,免费评估
18,University of Michigan-Ann Arbor,United States,62.9,66.2,56.4,61.9,0.0,202.3,免费评估
19,伦敦大学学院University College London,United Kingdom,65.2,67.6,76.7,52.6,0.0,200.8,免费评估
20,Johns Hopkins University,United States,62.0,67.1,62.6,58.8,0.0,200.4,免费评估
21,Soochow University (China),China,38.9,100.0,57.2,46.2,0.0,196.6,免费评估
22,Peking University,China,48.1,81.3,53.8,56.3,0.0,196.5,免费评估
23,Swiss Federal Institute of Technology Zurich,Switzerland,53.5,69.2,81.6,52.9,0.0,191.9,免费评估
24,Sichuan University,China,53.5,74.7,52.1,53.1,0.0,191.7,免费评估
25,"The Imperial College of Science, Technology and Medicine",United Kingdom,58.1,69.5,71.7,48.9,0.0,190.9,免费评估
26,"University of California, San Diego",United States,53.0,74.4,61.8,49.8,0.0,189.5,免费评估
27,Northwestern University,United States,49.8,70.8,56.9,53.1,0.0,185.2,免费评估
28,"University of California, Los Angeles",United States,51.4,70.3,59.4,50.1,0.0,183.7,免费评估
29,University of Munich,Germany,55.2,64.2,75.1,47.4,0.0,181.9,免费评估
30,Utrecht University,Netherlands,45.4,79.5,73.9,41.9,0.0,181.6,免费评估
31,Wake Forest University,United States,45.9,73.7,59.6,50.1,0.0,181.5,免费评估
32,Kyoto University,Japan,47.4,70.3,56.6,51.8,0.0,180.8,免费评估
33,KU Leuven,Belgium,51.5,69.2,79.5,43.9,0.0,180.6,免费评估
34,剑桥大学University of Cambridge,United Kingdom,41.7,78.1,78.3,44.9,0.0,180.3,免费评估
35,Swiss Federal Institute of Technology Lausanne,Switzerland,43.8,70.6,78.6,50.1,0.0,180.2,免费评估
36,Tsinghua University,China,52.0,67.6,64.8,46.5,0.0,179.1,免费评估
37,University of Utah,United States,46.9,64.8,55.2,55.5,0.0,178.3,免费评估
38,Zhejiang University,China,50.0,65.4,63.9,50.1,0.0,178.2,免费评估
39,Radboud University Nijmegen,Netherlands,48.9,66.0,76.6,47.7,0.0,177.9,免费评估
40,"University of California, San Francisco",United States,45.6,75.4,62.8,43.6,0.0,177.2,免费评估
41,Columbia University,United States,50.4,68.4,63.9,45.2,0.0,176.8,免费评估
42,University of Wisconsin - Madison,United States,51.1,66.8,53.7,47.7,0.0,176.4,免费评估
43,Emory University,United States,44.9,72.7,57.6,46.2,0.0,175.3,免费评估
43,Tufts University,United States,42.9,74.7,70.8,43.6,0.0,175.3,免费评估
45,Korea University,South Korea,43.7,67.1,58.2,51.2,0.0,173.6,免费评估
46,University of British Columbia,Canada,49.4,61.9,68.2,47.4,0.0,172.3,免费评估
47,Technical University Munich,Germany,47.2,66.5,75.8,43.3,0.0,172.1,免费评估
48,"University of California, Berkeley",United States,40.9,72.9,60.7,45.9,0.0,171.9,免费评估
49,City University of Hong Kong,China-Hong Kong,27.2,95.4,54.8,38.0,0.0,171.6,免费评估
50,King's College London,United Kingdom,44.3,74.4,79.3,36.4,0.0,171.0,免费评估
