Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,Swiss Federal Institute of Technology Zurich,Switzerland,100.0,75.9,94.2,92.3,81.6,368.7,免费评估
2,"University of California, Berkeley",United States,83.4,73.5,80.3,87.9,91.3,352.2,免费评估
3,University of Colorado at Boulder,United States,84.3,75.9,75.0,93.1,81.6,350.0,免费评估
4,California Institute of Technology,United States,90.9,82.5,77.5,100.0,50.0,338.9,免费评估
5,Columbia University,United States,74.1,81.4,83.7,83.3,81.6,337.2,免费评估
6,剑桥大学University of Cambridge,United Kingdom,80.1,71.4,89.0,70.2,81.6,321.1,免费评估
7,Stanford University,United States,70.5,67.6,75.8,63.9,100.0,317.2,免费评估
8,University of Washington,United States,71.5,81.6,75.9,73.4,70.7,312.4,免费评估
9,Massachusetts Institute of Technology (MIT),United States,67.1,75.5,80.7,73.4,76.4,308.6,免费评估
10,Harvard University,United States,52.5,78.5,81.4,56.4,100.0,303.7,免费评估
11,"University of California, San Diego",United States,64.4,78.5,76.6,67.9,70.7,296.8,免费评估
12,牛津大学University of Oxford,United Kingdom,74.9,77.9,92.0,65.8,57.7,294.8,免费评估
13,The University of Texas at Austin,United States,83.4,66.7,74.9,62.2,57.7,285.0,免费评估
14,University of Michigan-Ann Arbor,United States,60.2,71.8,77.5,60.6,70.7,278.8,免费评估
15,Brown University,United States,48.3,77.9,74.9,53.8,81.6,276.6,免费评估
16,University of Arizona,United States,71.0,73.9,79.5,56.9,57.7,275.5,免费评估
17,University of Hawaii at Manoa,United States,49.5,68.7,82.4,55.6,81.6,271.9,免费评估
18,Pierre and Marie Curie University - Paris 6,France,90.2,69.2,90.2,89.6,0.0,267.0,免费评估
19,University of Illinois at Urbana-Champaign,United States,48.4,68.3,80.4,39.8,81.6,254.2,免费评估
20,Johns Hopkins University,United States,50.6,74.5,69.9,56.8,57.7,253.6,免费评估
21,"University of California, Santa Barbara",United States,50.3,77.5,81.4,48.8,57.7,250.7,免费评估
22,雷丁大学University of Reading,United Kingdom,42.8,82.3,81.0,47.2,57.7,246.2,免费评估
23,布里斯托大学University of Bristol,United Kingdom,79.0,80.5,91.9,68.0,0.0,245.8,免费评估
24,University of Southern California,United States,51.6,71.4,80.7,48.4,57.7,245.2,免费评估
25,The University of Tokyo,Japan,88.1,59.4,73.3,79.3,0.0,241.5,免费评估
26,"University of California, Santa Cruz",United States,49.0,83.6,81.1,51.7,40.8,241.4,免费评估
27,University Paris Diderot - Paris 7,France,58.7,71.6,88.9,64.0,28.9,240.9,免费评估
28,Utrecht University,Netherlands,76.0,81.0,95.0,64.7,0.0,240.7,免费评估
29,University of Copenhagen,Denmark,63.4,70.7,96.0,45.9,40.8,240.1,免费评估
30,Cornell University,United States,45.4,81.2,78.7,38.5,57.7,238.6,免费评估
31,Rice University,United States,40.5,68.5,79.8,42.2,70.7,237.9,免费评估
32,Université Grenoble Alpes,France,81.8,71.4,92.7,65.4,0.0,237.1,免费评估
33,Yale University,United States,48.4,79.5,79.1,51.7,40.8,236.3,免费评估
34,Arizona State University,United States,54.8,72.8,74.5,50.6,40.8,234.0,免费评估
35,"University of California, Los Angeles",United States,65.8,73.3,82.1,77.9,0.0,233.4,免费评估
36,The Australian National University,Australia,74.1,73.5,92.9,62.7,0.0,228.8,免费评估
37,"University of Maryland, College Park",United States,60.7,81.6,81.2,66.9,0.0,225.4,免费评估
38,利兹大学University of Leeds,United Kingdom,66.5,76.1,90.6,64.5,0.0,225.3,免费评估
39,University of Tennessee - Knoxville,United States,39.8,72.2,71.8,28.0,70.7,225.0,免费评估
40,University of Versailles Saint-Quentin-en-Yvelines,France,60.2,87.6,95.0,51.2,0.0,218.0,免费评估
41,University of Houston,United States,40.4,59.7,79.0,29.6,70.7,216.2,免费评估
42,杜伦大学Durham University,United Kingdom,65.6,75.9,90.7,55.9,0.0,215.6,免费评估
42,Queen's University,Canada,42.4,57.3,74.8,19.3,81.6,215.6,免费评估
42,伦敦大学学院University College London,United Kingdom,67.8,73.9,91.3,55.7,0.0,215.6,免费评估
45,Paul Sabatier University (Toulouse 3),France,66.5,72.6,93.1,57.5,0.0,215.2,免费评估
46,University of Bern,Switzerland,68.3,74.7,97.0,52.7,0.0,215.1,免费评估
47,Pennsylvania State University - University Park,United States,64.3,73.1,74.5,62.2,0.0,214.5,免费评估
48,南安普顿大学University of Southampton,United Kingdom,66.7,69.0,89.0,60.8,0.0,214.2,免费评估
49,"The Imperial College of Science, Technology and Medicine",United Kingdom,65.8,70.3,89.1,58.8,0.0,212.7,免费评估
50,University of Iowa,United States,37.4,72.2,77.2,46.4,40.8,212.2,免费评估
