Ranking,University Name,Location,Teaching,International Outlook,Research,Citations,Industry Income,Overall score,Free
32,Korea Advanced Institute of Science and Technology (KAIST),South Korea,77.2,30.8,86.6,70.5,99.4,75.8,免费评估
33,Columbia University,United States,73.5,77.0,61.5,97.8,45.2,75.4,免费评估
34,"University of California, San Diego",United States,60.1,67.6,67.1,96.0,100.0,74.6,免费评估
35,Purdue University West Lafayette,United States,71.9,74.0,83.5,67.1,72.5,74.3,免费评估
36,Northwestern University,United States,61.0,79.8,66.3,98.9,48.8,73.8,免费评估
37,University of Pennsylvania,United States,62.0,75.3,63.1,98.5,69.6,73.7,免费评估
38,Johns Hopkins University,United States,62.9,67.1,73.0,90.4,57.9,73.6,免费评估
39,Zhejiang University,China,79.9,54.7,77.7,60.7,100.0,73.1,免费评估
40,Seoul National University,South Korea,80.0,28.1,83.4,59.4,89.7,72.0,免费评估
41,Shanghai Jiao Tong University,China,73.9,40.4,81.8,57.6,98.3,70.5,免费评估
42,University of Hong Kong,Hong Kong,58.8,98.2,63.4,81.6,46.9,68.8,免费评估
43,University of British Columbia,Canada,55.8,91.2,58.2,88.4,45.9,67.7,免费评估
44,University of Wisconsin-Madison,United States,61.4,56.8,59.9,89.9,44.8,67.6,免费评估
45,University of Southern California,United States,58.0,73.9,55.9,94.6,33.6,67.4,免费评估
46,伦敦大学学院University College London,United Kingdom,59.7,96.3,59.2,81.8,38.0,67.3,免费评估
47,McGill University,Canada,62.4,86.5,66.4,74.6,31.6,67.2,免费评估
48,KU Leuven,Belgium,52.5,65.4,65.3,80.3,95.0,67.1,免费评估
49,Duke University,United States,52.8,72.9,55.4,90.0,85.7,67.0,免费评估
50,University of Washington,United States,54.8,73.0,53.4,96.7,39.3,66.5,免费评估
51,Penn State (Main campus),United States,52.6,56.3,64.8,85.0,63.8,66.0,免费评估
52,曼彻斯特大学The University of Manchester,United Kingdom,53.6,91.7,61.2,80.2,47.5,65.7,免费评估
52,Rice University,United States,49.8,83.0,46.4,99.8,63.8,65.7,免费评估
54,Pohang University of Science and Technology (POSTECH),South Korea,54.0,30.6,64.1,84.6,91.5,65.5,免费评估
55,Kyoto University,Japan,76.3,31.7,79.1,51.7,42.9,65.4,免费评估
55,Ohio State University (Main campus),United States,60.1,68.7,57.4,75.4,85.1,65.4,免费评估
55,Texas A&M University,United States,54.2,62.7,65.2,81.9,46.0,65.4,免费评估
58,Sungkyunkwan University (SKKU),South Korea,54.5,37.5,59.7,83.5,96.9,64.9,免费评估
59,UNSW Sydney,Australia,53.6,93.3,56.0,80.1,49.2,64.4,免费评估
60,Technical University of Berlin,Germany,56.1,59.2,59.9,75.2,84.1,64.1,免费评估
61,Huazhong University of Science and Technology,China,60.3,22.7,60.5,78.4,86.8,63.8,免费评估
62,KTH Royal Institute of Technology,Sweden,53.9,82.9,62.3,74.2,43.6,63.6,免费评估
63,City University of Hong Kong,Hong Kong,41.8,98.6,47.1,95.3,60.3,63.3,免费评估
64,Tokyo Institute of Technology,Japan,73.3,37.8,71.3,47.0,61.2,62.2,免费评估
65,New York University,United States,40.6,77.5,44.0,98.8,69.1,61.8,免费评估
66,National Taiwan University,Taiwan,64.4,38.5,75.1,49.3,68.5,61.7,免费评估
67,Fudan University,China,49.7,36.2,50.4,95.1,50.9,61.4,免费评估
68,University of Melbourne,Australia,49.1,93.6,48.6,78.3,62.4,61.0,免费评估
69,Technical University of Denmark,Denmark,49.8,87.5,56.3,70.9,54.6,60.6,免费评估
70,Monash University,Australia,41.7,96.8,44.7,84.6,78.0,60.4,免费评估
71,Chalmers University of Technology,Sweden,51.6,75.9,48.3,78.4,58.3,60.1,免费评估
71,Virginia Polytechnic Institute and State University,United States,50.4,61.3,55.0,76.6,57.4,60.1,免费评估
73,Eindhoven University of Technology,Netherlands,50.1,67.0,57.7,74.7,42.3,60.0,免费评估
74,Karlsruhe Institute of Technology,Germany,49.2,67.3,56.6,71.9,65.2,59.8,免费评估
75,Nanjing University,China,53.9,49.2,39.0,87.9,74.7,59.5,免费评估
76,南安普顿大学University of Southampton,United Kingdom,50.7,93.4,52.6,69.2,41.4,59.1,免费评估
77,Chinese University of Hong Kong,Hong Kong,41.3,97.1,42.2,89.0,38.4,58.7,免费评估
77,Paris Sciences et Lettres – PSL Research University Paris,France,49.5,69.2,45.0,77.9,74.7,58.7,免费评估
79,爱丁堡大学The University of Edinburgh,United Kingdom,39.3,95.2,45.6,86.9,35.6,58.3,免费评估
80,"University of California, Davis",United States,51.8,75.7,53.9,66.5,44.2,57.9,免费评估
81,Australian National University,Australia,39.1,98.5,43.1,87.4,34.7,57.8,免费评估
82,Brown University,United States,43.2,71.6,38.9,93.6,36.5,57.6,免费评估
83,"University of Maryland, College Park",United States,44.5,43.6,47.4,88.9,43.2,57.5,免费评估
84,Arizona State University (Tempe),United States,43.9,69.5,44.1,84.7,44.5,57.1,免费评估
84,"University of California, Irvine",United States,43.5,79.5,46.3,80.0,44.6,57.1,免费评估
86,University of Minnesota,United States,43.8,47.4,49.3,78.2,78.3,56.9,免费评估
86,University of Sydney,Australia,43.4,94.0,42.3,79.0,47.2,56.9,免费评估
88,TU Dresden,Germany,48.8,53.2,52.1,69.3,67.5,56.7,免费评估
89,University of Waterloo,Canada,42.7,77.6,41.0,84.5,46.9,56.5,免费评估
90,Tohoku University,Japan,57.9,38.4,67.3,42.6,82.6,56.3,免费评估
91,University of Wollongong,Australia,27.9,98.6,33.0,96.5,80.3,56.2,免费评估
92,Aalborg University,Denmark,36.5,81.2,33.9,96.5,42.4,55.9,免费评估
93,布里斯托大学University of Bristol,United Kingdom,33.3,87.6,45.4,82.4,59.0,55.8,免费评估
94,University of Erlangen-Nuremberg,Germany,34.9,54.7,46.2,81.1,98.7,55.7,免费评估
94,The University of Queensland,Australia,37.1,90.4,40.9,77.7,83.0,55.7,免费评估
96,Hong Kong Polytechnic University,Hong Kong,36.5,86.9,48.7,78.0,42.3,55.6,免费评估
97,伦敦大学玛丽女王学院Queen Mary University of London,United Kingdom,34.6,98.3,29.8,95.9,37.1,54.9,免费评估
98,Korea University,South Korea,47.0,36.0,46.9,69.2,97.8,54.8,免费评估
99,Indian Institute of Science,India,66.1,21.1,64.1,39.5,58.2,54.4,免费评估
100,Polytechnic University of Milan,Italy,49.6,52.1,45.6,69.0,56.2,54.3,免费评估
