Ranking,University Name,Region,Academic Reputation,Employer Reputation,Citations per Paper,H-index Citations,Overall score,Free
1,Massachusetts Institute of Technology (MIT),United States,100.0,98.7,90.4,76.8,94.7,免费评估
2,"University of California, Berkeley (UCB)",United States,99.2,89.0,91.2,81.1,92.2,免费评估
2,剑桥大学University of Cambridge,United Kingdom,93.3,100.0,92.1,73.7,92.2,免费评估
4,帝国理工学院Imperial College London,United Kingdom,95.4,90.7,91.3,82.4,91.4,免费评估
5,National University of Singapore (NUS),Singapore,89.8,92.0,91.9,82.4,89.7,免费评估
5,Tsinghua University,China,87.1,92.9,86.0,93.7,89.7,免费评估
7,Delft University of Technology,Netherlands,95.5,85.8,82.8,86.1,89.3,免费评估
7,Stanford University,United States,94.3,95.9,83.4,68.6,89.3,免费评估
9,The University of Hong Kong,Hong Kong,85.1,90.2,90.8,84.9,87.5,免费评估
10,ETH Zurich - Swiss Federal Institute of Technology,Switzerland,92.2,81.8,89.6,79.7,86.8,免费评估
10,The Hong Kong Polytechnic University,Hong Kong,86.0,77.3,94.5,100.0,86.8,免费评估
12,The University of Tokyo,Japan,93.2,93.5,74.5,66.7,86.5,免费评估
13,牛津大学University of Oxford,United Kingdom,84.0,99.8,81.8,70.4,86.4,免费评估
14,Politecnico di Milano,Italy,84.9,86.6,89.6,84.9,86.1,免费评估
15,KAIST - Korea Advanced Institute of Science & Technology,South Korea,84.5,84.3,94.5,82.4,85.6,免费评估
16,The University of New South Wales (UNSW Australia),Australia,85.8,87.5,84.5,79.7,85.2,免费评估
17,Georgia Institute of Technology,United States,88.3,77.8,87.9,88.4,85.1,免费评估
18,Kyoto University,Japan,88.2,93.0,75.2,70.4,85.0,免费评估
19,University of Illinois at Urbana-Champaign,United States,97.8,67.5,85.6,84.9,84.9,免费评估
20,University of Texas at Austin,United States,94.2,76.4,85.3,72.1,84.2,免费评估
21,The University of Sydney,Australia,83.2,83.9,91.1,79.7,84.1,免费评估
22,"Nanyang Technological University, Singapore (NTU)",Singapore,83.5,83.0,88.1,81.1,83.7,免费评估
23,Ecole Polytechnique Fédérale de Lausanne (EPFL),Switzerland,84.6,75.6,93.7,86.1,83.5,免费评估
24,Seoul National University,South Korea,82.5,89.1,82.8,75.3,83.4,免费评估
25,The University of Melbourne,Australia,80.5,87.0,86.7,73.7,82.4,免费评估
26,The Hong Kong University of Science and Technology,Hong Kong,85.7,89.3,80.8,60.5,82.3,免费评估
27,University of Michigan,United States,83.0,79.2,88.4,78.3,82.0,免费评估
28,Purdue University,United States,87.3,73.6,86.3,79.7,81.9,免费评估
29,Monash University,Australia,78.1,87.3,86.9,72.1,81.3,免费评估
30,University of British Columbia,Canada,83.3,77.2,86.9,76.8,81.0,免费评估
31,University of Toronto,Canada,83.3,79.7,86.9,68.6,80.6,免费评估
32,Shanghai Jiao Tong University,China,74.1,85.5,88.1,79.7,80.5,免费评估
33,National Taiwan University (NTU),Taiwan,81.2,81.6,84.1,72.1,80.4,免费评估
34,Universitat Politècnica de Catalunya,Spain,82.7,74.0,85.0,81.1,80.2,免费评估
35,Politecnico di Torino,Italy,76.8,78.0,89.3,83.7,80.1,免费评估
36,曼彻斯特大学The University of Manchester,United Kingdom,77.8,77.4,88.4,82.4,80.0,免费评估
37,Tongji University,China,86.2,70.4,72.3,87.3,79.5,免费评估
38,Texas A&M University,United States,81.5,71.1,83.4,84.9,79.2,免费评估
38,The University of Auckland,New Zealand,75.7,86.8,82.3,70.4,79.2,免费评估
40,"University of California, Los Angeles (UCLA)",United States,84.3,83.0,74.0,62.7,79.1,免费评估
41,KTH Royal Institute of Technology,Sweden,72.9,75.7,94.4,86.1,78.9,免费评估
42,National Technical University of Athens,Greece,74.9,74.9,91.1,83.7,78.7,免费评估
43,Hanyang University,South Korea,71.0,83.7,86.7,78.3,78.3,免费评估
43,Tokyo Institute of Technology,Japan,80.8,89.4,67.0,60.5,78.3,免费评估
45,Yonsei University,South Korea,70.0,86.1,87.2,75.3,78.2,免费评估
46,City University of Hong Kong,Hong Kong,70.6,72.3,100.0,87.3,78.0,免费评估
47,Technical University of Denmark,Denmark,76.8,63.6,97.6,89.5,77.9,免费评估
48,Technical University of Munich,Germany,79.7,78.5,79.6,68.6,77.7,免费评估
48,The University of Western Australia,Australia,78.1,74.5,83.9,76.8,77.7,免费评估
50,谢菲尔德大学The University of Sheffield,United Kingdom,75.2,67.1,93.7,86.1,77.2,免费评估
