Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,555.0,4.1,3.35,86.0,100.0,免费评估
2,牛津大学University of Oxford,608.0,3.81,3.0,,99.0,免费评估
3,萨里大学University of Surrey,445.0,4.42,2.9,,96.0,免费评估
4,诺丁汉大学University of Nottingham,,4.2,2.95,,95.8,免费评估
5,帝国理工学院Imperial College London,534.0,4.09,2.7,78.0,95.7,免费评估
6,利物浦大学The University of Liverpool,,3.94,3.05,,94.6,免费评估
7,谢菲尔德大学The University of Sheffield,419.0,3.97,2.8,84.0,94.1,免费评估
8,埃克塞特大学University of Exeter,419.0,4.29,2.05,88.0,93.8,免费评估
9,拉夫堡大学Loughborough University,354.0,4.06,2.85,80.0,92.1,免费评估
10,斯旺西大学Swansea University,316.0,4.19,2.7,84.0,92.1,免费评估
11,伯明翰大学University of Birmingham,408.0,4.01,2.9,74.0,92.0,免费评估
12,利兹大学University of Leeds,,3.58,3.0,,91.8,免费评估
13,伦敦大学玛丽女王学院Queen Mary University of London,375.0,4.28,2.6,68.0,89.9,免费评估
14,曼彻斯特大学The University of Manchester,416.0,3.84,2.95,64.0,89.5,免费评估
15,曼彻斯特城市大学Manchester Metropolitan University,,3.9,2.0,64.0,85.4,免费评估
16,德比大学University of Derby,335.0,4.41,,,85.3,免费评估
17,谢菲尔德哈莱姆大学Sheffield Hallam University,277.0,3.89,2.15,,85.1,免费评估
18,波尔顿大学University of Bolton,293.0,3.79,2.1,,85.0,免费评估
19,北安普顿大学The University of Northampton,,3.75,1.65,,84.7,免费评估
20,哈德斯菲尔德大学University of Huddersfield,310.0,3.72,,56.0,79.2,免费评估
