Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,83.7%*,85.5%*,67.0%,239,93.5%,100.0,免费评估
2,格拉斯哥大学University of Glasgow,82.2%,85.7%,47.2%,200,100.0%,96.3,免费评估
3,巴斯大学University of Bath,81.0%,86.1%,52.9%,185,97.5%,95.1,免费评估
4,帝国理工学院Imperial College London,81.1%,86.6%,61.5%,195,87.5%,94.4,免费评估
5,南安普顿大学University of Southampton,83.4%,87.4%,52.3%,179,93.5%,94.3,免费评估
6,布里斯托大学University of Bristol,84.0%,87.5%,52.3%,175,91.9%,93.8,免费评估
7,阿伯丁大学University of Aberdeen,87.9%,89.5%,28.4%,159,95.7%,91.9,免费评估
8,谢菲尔德大学The University of Sheffield,77.2%,82.6%,43.1%,165,97.2%,91.3,免费评估
9,诺丁汉大学University of Nottingham,86.3%,84.6%,40.8%,161,87.8%,90.6,免费评估
10,斯旺西大学Swansea University,78.5%,81.6%,45.5%,140,96.4%,89.9,免费评估
11,赫瑞瓦特大学Heriot Watt University,80.3%,82.7%,47.8%,163,84.7%,89.4,免费评估
12,埃克塞特大学University of Exeter,74.7%,77.3%,36.4%,164,96.8%,89.3,免费评估
13,拉夫堡大学Loughborough University,81.6%,85.6%,26.9%,147,95.3%,89.0,免费评估
13,利兹大学University of Leeds,82.1%,85.8%,32.0%,166,87.1%,89.0,免费评估
15,诺桑比亚大学Northumbria University,88.1%,89.2%,30.7%,143,86.7%,88.8,免费评估
16,思克莱德大学University of Strathclyde,72.6%,75.1%,35.7%,190,90.3%,88.7,免费评估
16,利物浦大学The University of Liverpool,77.8%,82.5%,32.1%,144,97.3%,88.7,免费评估
18,伯明翰大学University of Birmingham,84.1%,79.7%,21.9%,160,92.7%,88.6,免费评估
19,卡迪夫大学Cardiff University,73.7%,77.1%,35.0%,164,93.4%,88.1,免费评估
20,阿尔斯特大学University of Ulster,88.0%,85.6%,28.6%,120,92.6%,88.0,免费评估
21,曼彻斯特大学The University of Manchester,77.6%,76.4%,36.4%,166,88.5%,87.9,免费评估
22,伦敦大学学院University College London,74.0%,75.5%,23.1%,183,93.2%,87.8,免费评估
23,爱丁堡大学The University of Edinburgh,66.9%,75.1%,50.3%,181,85.7%,87.5,免费评估
24,纽卡斯尔大学Newcastle University,76.9%,77.5%,40.9%,142,88.9%,86.9,免费评估
25,邓迪大学University of Dundee,75.0%,80.2%,46.2%,144,84.9%,86.5,免费评估
26,英国女王大学Queen's University Belfast,76.8%,71.8%,31.3%,142,94.3%,86.4,免费评估
27,萨里大学University of Surrey,76.5%,80.1%,30.8%,142,89.7%,86.0,免费评估
28,诺丁汉特伦特大学Nottingham Trent University,84.8%,85.0%,3.4%,129,95.3%,85.7,免费评估
29,中央兰开夏大学University of Central Lancashire,84.9%,86.4%,7.1%,136,,85.6,免费评估
30,龙比亚大学Napier University,80.2%,82.0%,7.7%,148,91.2%,85.1,免费评估
31,阿伯泰邓迪大学University of Abertay Dundee,91.2%,90.1%,16.3%,104,85.7%,85.0,免费评估
32,伦敦南岸大学London South Bank University,88.9%,88.9%,19.6%,118,82.2%,84.9,免费评估
33,布拉德福德大学University of Bradford,79.1%,79.8%,17.8%,123,91.9%,84.3,免费评估
34,泰晤士河谷大学Thames Valley University,93.9%,93.9%,,119,81.0%,83.9,免费评估
35,蒂赛德大学Teesside University,78.5%,79.3%,5.8%,130,92.6%,83.4,免费评估
36,普利茅斯大学University of Plymouth,76.9%,79.1%,15.7%,123,90.0%,83.1,免费评估
37,考文垂大学Coventry University,77.7%,79.7%,10.3%,120,90.8%,82.6,免费评估
38,格林威治大学The University of Greenwich,73.4%,69.3%,5.5%,142,92.9%,82.0,免费评估
39,索尔福德大学University of Salford,76.6%,78.6%,19.6%,123,84.1%,81.9,免费评估
40,朴茨茅斯大学University of Portsmouth,76.9%,76.6%,9.1%,120,89.6%,81.7,免费评估
41,西苏格兰大学University of the West of Scotland,73.2%,70.0%,9.0%,145,88.5%,81.6,免费评估
41,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,78.6%,77.1%,9.1%,160,76.3%,81.6,免费评估
43,西英格兰大学University of the West of England,75.3%,69.9%,10.6%,127,89.5%,81.3,免费评估
44,剑桥安鲁大学Anglia Ruskin University,85.4%,81.9%,5.2%,111,82.4%,81.2,免费评估
45,伍尔弗汉普顿大学University of Wolverhampton,79.4%,78.6%,,104,92.3%,81.0,免费评估
46,布鲁内尔大学Brunel University,61.9%,71.5%,23.7%,146,85.5%,80.5,免费评估
47,利兹贝克特大学Leeds Beckett University,77.9%,76.3%,5.6%,100,85.7%,79.2,免费评估
47,德比大学University of Derby,78.7%,79.1%,6.7%,94,85.3%,79.2,免费评估
49,利物浦约翰摩尔斯大学Liverpool John Moores University,72.0%,69.3%,,146,83.3%,79.1,免费评估
50,伦敦城市大学City University London,67.4%,71.8%,23.1%,120,80.6%,78.6,免费评估
51,东伦敦大学University of East London,79.7%,81.1%,2.3%,115,72.1%,77.4,免费评估
52,南威尔士大学The University of South Wales,81.5%,83.6%,,89,76.0%,76.9,免费评估
53,金斯顿大学Kingston University,75.9%,80.0%,2.9%,103,66.1%,74.2,免费评估
54,布莱顿大学University of Brighton,73.8%,72.9%,5.1%,115,64.2%,73.6,免费评估
55,波尔顿大学University of Bolton,60.1%,63.9%,,127,59.1%,68.7,免费评估
