Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,巴斯大学University of Bath,577.0,4.45,2.9,86.0,100.0,免费评估
2,剑桥大学University of Cambridge,571.0,4.2,3.1,82.0,98.9,免费评估
3,爱丁堡大学The University of Edinburgh,527.0,3.73,2.9,90.0,97.0,免费评估
4,伦敦大学学院University College London,499.0,3.77,3.05,88.0,96.5,免费评估
5,纽卡斯尔大学Newcastle University,436.0,4.2,2.7,90.0,95.4,免费评估
6,谢菲尔德大学The University of Sheffield,510.0,4.26,2.98,74.0,95.4,免费评估
7,卡迪夫大学Cardiff University,494.0,4.04,2.75,80.0,94.6,免费评估
8,诺丁汉大学University of Nottingham,487.0,3.85,2.35,84.0,93.3,免费评估
9,利物浦大学The University of Liverpool,429.0,3.91,3.0,74.0,92.1,免费评估
10,诺桑比亚大学Northumbria University,381.0,4.48,2.45,80.0,92.0,免费评估
11,思克莱德大学University of Strathclyde,435.0,3.95,2.25,84.0,91.8,免费评估
12,曼彻斯特建筑学院Manchester School of Architecture,438.0,4.15,2.39,78.0,91.8,免费评估
13,西英格兰大学University of the West of England,353.0,4.37,2.3,78.0,89.9,免费评估
14,邓迪大学University of Dundee,458.0,3.67,2.1,76.0,89.4,免费评估
15,牛津布鲁克斯大学Oxford Brookes University,432.0,3.96,2.2,72.0,89.2,免费评估
16,德蒙福特大学De Montfort University,312.0,3.8,2.7,82.0,89.1,免费评估
17,罗伯特高登大学The Robert Gordon University,416.0,3.92,2.05,74.0,88.5,免费评估
18,伦敦都市大学London Metropolitan University,348.0,3.94,2.1,80.0,88.1,免费评估
19,龙比亚大学Napier University,345.0,4.31,2.2,,88.1,免费评估
20,利物浦约翰摩尔斯大学Liverpool John Moores University,345.0,4.02,2.7,68.0,87.9,免费评估
21,布莱顿大学University of Brighton,352.0,4.0,2.74,66.0,87.8,免费评估
22,南威尔士大学The University of South Wales,,3.72,2.4,,87.8,免费评估
23,林肯大学University of Lincoln,365.0,3.71,2.0,76.0,86.6,免费评估
24,肯特大学University of Kent,390.0,3.79,,84.0,86.4,免费评估
25,威斯敏斯特大学University of Westminster,356.0,4.01,2.7,58.0,86.2,免费评估
26,谢菲尔德哈莱姆大学Sheffield Hallam University,359.0,4.16,2.25,62.0,86.0,免费评估
27,格林多大学Glyndwr University,,4.23,,76.0,85.5,免费评估
28,英国女王大学Queen's University Belfast,394.0,4.55,,66.0,85.4,免费评估
29,中央兰开夏大学University of Central Lancashire,365.0,4.09,2.2,54.0,84.2,免费评估
30,伦敦艺术大学University of the Arts London,346.0,3.92,,76.0,84.0,免费评估
31,哈德斯菲尔德大学University of Huddersfield,336.0,4.24,,72.0,84.0,免费评估
32,朴茨茅斯大学University of Portsmouth,340.0,4.02,1.55,68.0,83.8,免费评估
33,普利茅斯大学University of Plymouth,381.0,3.87,,70.0,83.7,免费评估
34,波尔顿大学University of Bolton,274.0,4.01,2.05,,83.5,免费评估
35,诺丁汉特伦特大学Nottingham Trent University,322.0,3.78,1.95,66.0,83.5,免费评估
36,阿尔斯特大学University of Ulster,319.0,4.1,2.75,46.0,83.2,免费评估
37,金斯顿大学Kingston University,352.0,3.96,,68.0,82.8,免费评估
38,考文垂大学Coventry University,290.0,4.3,,70.0,82.6,免费评估
39,利兹都会大学Leeds Metropolitan University,313.0,4.06,1.8,60.0,82.4,免费评估
40,德比大学University of Derby,290.0,4.39,,66.0,82.1,免费评估
41,东伦敦大学University of East London,262.0,4.19,2.35,52.0,81.8,免费评估
42,创意艺术大学University for the Creative Arts,326.0,3.95,,62.0,80.8,免费评估
43,格林威治大学The University of Greenwich,377.0,4.02,2.2,36.0,80.6,免费评估
44,剑桥安鲁大学Anglia Ruskin University,264.0,3.99,,66.0,80.0,免费评估
45,伯明翰城市大学Birmingham City University,328.0,3.7,,60.0,79.6,免费评估
46,伯恩茅斯艺术大学Arts University Bournemouth,286.0,3.93,1.2,60.0,79.2,免费评估
47,北安普顿大学The University of Northampton,268.0,,,68.0,78.7,免费评估
48,米德塞斯大学Middlesex University,282.0,3.61,,,78.1,免费评估
49,伦敦南岸大学London South Bank University,264.0,3.52,,64.0,78.1,免费评估
50,卡迪夫都市大学Cardiff Metropolitan University,283.0,3.68,,56.0,77.5,免费评估
51,南安普顿索伦特大学Southampton Solent University,202.0,3.83,,58.0,76.2,免费评估
