Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,牛津大学University of Oxford,231.0,3.97,3.58,94,100.0,免费评估
2,剑桥大学University of Cambridge,240.0,4.07,3.65,84,99.7,免费评估
3,帝国理工学院Imperial College London,195.0,3.95,3.43,82,95.6,免费评估
4,谢菲尔德大学The University of Sheffield,165.0,4.23,3.15,96,95.5,免费评估
5,萨里大学University of Surrey,163.0,4.43,3.08,88,94.6,免费评估
6,拉夫堡大学Loughborough University,149.0,4.43,3.08,90,94.2,免费评估
7,埃克塞特大学University of Exeter,149.0,4.43,3.18,88,93.6,免费评估
8,伯明翰大学University of Birmingham,163.0,4.1,3.11,80,93.0,免费评估
9,斯旺西大学Swansea University,116.0,4.29,3.29,96,92.8,免费评估
10,曼彻斯特大学The University of Manchester,171.0,4.09,3.19,76,92.0,免费评估
11,伦敦大学玛丽女王学院Queen Mary University of London,133.0,3.67,3.07,76,88.9,免费评估
12,谢菲尔德哈莱姆大学Sheffield Hallam University,128.0,3.88,2.55,76,87.7,免费评估
13,朴茨茅斯大学University of Portsmouth,,3.76,2.46,76,86.5,免费评估
14,德比大学University of Derby,105.0,4.06,1.67,74,84.6,免费评估
15,哈德斯菲尔德大学University of Huddersfield,133.0,3.53,2.48,70,84.5,免费评估
16,利物浦约翰摩尔斯大学Liverpool John Moores University,128.0,3.84,2.69,52,82.5,免费评估
17,伯恩茅斯大学Bournemouth University,107.0,3.65,2.31,46,80.0,免费评估
18,波尔顿大学University of Bolton,122.0,3.81,,50,79.0,免费评估
19,剑桥安鲁大学Anglia Ruskin University,102.0,4.33,,40,77.9,免费评估
