Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,233,3.95,3.42,94.0,100.0,免费评估
2,牛津大学University of Oxford,219,4.02,3.44,84.0,98.2,免费评估
3,华威大学The University of Warwick,188,4.06,3.41,93.0,98.2,免费评估
4,圣安德鲁斯大学University of St Andrews,215,4.07,2.92,93.0,98.1,免费评估
5,伦敦政治经济学院The London School of Economics and Political Science,202,3.57,3.55,90.0,97.6,免费评估
6,伦敦大学学院University College London,195,3.79,3.78,85.0,97.3,免费评估
7,巴斯大学University of Bath,188,3.93,3.2,90.0,96.7,免费评估
8,杜伦大学Durham University,201,3.93,3.05,90.0,96.5,免费评估
9,诺丁汉大学University of Nottingham,186,4.12,3.05,88.0,96.5,免费评估
10,埃克塞特大学University of Exeter,180,4.01,2.78,92.0,96.0,免费评估
11,利兹大学University of Leeds,172,4.1,3.18,88.0,96.0,免费评估
12,格拉斯哥大学University of Glasgow,185,3.84,2.86,91.0,95.8,免费评估
13,思克莱德大学University of Strathclyde,202,3.98,3.17,79.0,95.7,免费评估
14,布里斯托大学University of Bristol,178,3.81,3.32,84.0,95.2,免费评估
15,拉夫堡大学Loughborough University,156,4.17,2.97,87.0,94.9,免费评估
16,兰卡斯特大学Lancaster University,148,4.1,3.16,87.0,94.8,免费评估
17,阿伯丁大学University of Aberdeen,188,3.95,2.48,85.0,94.4,免费评估
18,纽卡斯尔大学Newcastle University,156,3.87,2.72,91.0,94.0,免费评估
19,爱丁堡大学The University of Edinburgh,191,3.83,3.14,77.0,94.0,免费评估
20,约克大学The University of York,152,3.99,2.93,86.0,93.7,免费评估
21,伯明翰大学University of Birmingham,157,3.93,2.78,84.0,93.6,免费评估
22,萨里大学University of Surrey,153,4.04,3.01,80.0,93.4,免费评估
23,阿斯顿大学Aston University,129,3.99,3.07,91.0,93.4,免费评估
24,利物浦大学The University of Liverpool,146,4.08,2.92,85.0,93.2,免费评估
25,曼彻斯特大学The University of Manchester,169,3.88,2.89,79.0,93.1,免费评估
26,赫瑞瓦特大学Heriot Watt University,140,4.08,2.75,86.0,92.9,免费评估
27,伦敦大学皇家霍洛威学院Royal Holloway University of London,124,3.97,3.11,87.0,92.9,免费评估
28,南安普顿大学University of Southampton,145,3.85,2.7,86.0,92.7,免费评估
29,东英吉利大学University of East Anglia,136,4.21,3.04,79.0,92.6,免费评估
30,伦敦大学玛丽女王学院Queen Mary University of London,151,3.85,2.98,79.0,92.5,免费评估
31,谢菲尔德大学The University of Sheffield,154,3.92,2.58,85.0,92.5,免费评估
32,卡迪夫大学Cardiff University,154,3.85,3.28,76.0,92.4,免费评估
33,斯特林大学University of Stirling,144,3.94,2.97,80.0,92.2,免费评估
34,邓迪大学University of Dundee,170,3.95,2.3,81.0,92.2,免费评估
35,诺丁汉特伦特大学Nottingham Trent University,122,4.34,2.65,87.0,91.8,免费评估
36,英国女王大学Queen's University Belfast,142,4.01,2.88,75.0,91.8,免费评估
37,萨塞克斯大学University of Sussex,143,3.79,2.84,80.0,91.7,免费评估
38,斯旺西大学Swansea University,128,3.93,2.93,82.0,91.6,免费评估
39,埃塞克斯大学University of Essex,100,4.4,3.25,74.0,91.4,免费评估
40,肯特大学University of Kent,134,4.02,2.32,83.0,91.4,免费评估
41,伦敦大学亚非学院SOAS University of London,147,3.59,2.7,81.0,91.2,免费评估
42,考文垂大学Coventry University,113,4.31,2.5,84.0,90.2,免费评估
43,阿尔斯特大学University of Ulster,121,3.96,2.94,70.0,90.1,免费评估
44,雷丁大学University of Reading,129,3.71,3.11,73.0,90.0,免费评估
45,德蒙福特大学De Montfort University,95,4.18,2.74,82.0,89.8,免费评估
46,伦敦国王学院King's College London,188,3.85,,78.0,89.5,免费评估
47,西英格兰大学University of the West of England,116,4.1,2.59,79.0,89.5,免费评估
48,伦敦大学金史密斯学院Goldsmiths University of London,114,3.83,2.5,,89.5,免费评估
49,朴茨茅斯大学University of Portsmouth,106,4.06,2.74,79.0,89.4,免费评估
50,赫尔大学The University of Hull,115,3.8,2.54,80.0,89.2,免费评估
51,班戈大学Bangor University,97,4.23,2.81,71.0,89.0,免费评估
52,白金汉大学The University of Buckingham,112,4.49,,86.0,89.0,免费评估
53,莱斯特大学University of Leicester,128,3.71,2.59,72.0,88.9,免费评估
54,牛津布鲁克斯大学Oxford Brookes University,118,3.87,2.65,76.0,88.6,免费评估
55,普利茅斯大学University of Plymouth,113,4.03,2.48,72.0,88.5,免费评估
56,曼彻斯特城市大学Manchester Metropolitan University,118,3.95,2.6,75.0,88.4,免费评估
57,哈德斯菲尔德大学University of Huddersfield,121,4.02,2.44,,88.4,免费评估
58,米德塞斯大学Middlesex University,98,4.0,2.72,,88.2,免费评估
59,赫特福德大学University of Hertfordshire,100,4.5,2.05,76.0,87.8,免费评估
60,索尔福德大学University of Salford,109,3.76,2.66,,87.5,免费评估
61,布拉德福德大学University of Bradford,117,3.46,2.83,72.0,87.5,免费评估
62,基尔大学Keele University,110,4.1,2.4,67.0,87.3,免费评估
63,伦敦南岸大学London South Bank University,104,3.85,,87.0,87.2,免费评估
64,伯明翰城市大学Birmingham City University,107,4.19,2.42,69.0,86.9,免费评估
65,亚伯大学Aberystwyth University,88,4.32,2.52,63.0,86.7,免费评估
66,中央兰开夏大学University of Central Lancashire,103,4.14,2.4,67.0,86.5,免费评估
67,格林威治大学The University of Greenwich,123,4.04,2.21,66.0,86.5,免费评估
68,伦敦城市大学City University London,136,3.84,2.44,58.0,86.4,免费评估
69,布鲁内尔大学Brunel University,108,3.72,2.2,66.0,86.3,免费评估
70,卡迪夫都市大学Cardiff Metropolitan University,106,3.71,,81.0,85.8,免费评估
71,东伦敦大学University of East London,86,4.61,2.26,60.0,85.1,免费评估
72,伦敦都市大学London Metropolitan University,108,4.43,,65.0,85.1,免费评估
73,利兹贝克特大学Leeds Beckett University,104,4.14,1.92,63.0,84.6,免费评估
74,金斯顿大学Kingston University,92,3.81,2.78,50.0,83.2,免费评估
75,切斯特大学University of Chester,97,3.51,,,82.4,免费评估
76,剑桥安鲁大学Anglia Ruskin University,76,4.25,,60.0,82.3,免费评估
77,北安普顿大学The University of Northampton,91,4.05,,51.0,80.9,免费评估
