Ranking,University Name,Region,Academic Reputation,Employer Reputation,Citations per Paper,H-index Citations,Overall score,Free
1,Harvard University,United States,96.9,100.0,89.3,96.4,97.0,免费评估
2,伦敦商学院London Business School,United Kingdom,100.0,93.0,86.5,84.8,95.0,免费评估
3,INSEAD,France,97.2,92.3,94.3,85.7,94.3,免费评估
4,Stanford University,United States,92.7,92.5,90.1,95.3,92.6,免费评估
5,University of Pennsylvania,United States,95.9,83.3,91.8,99.5,92.1,免费评估
6,Massachusetts Institute of Technology (MIT),United States,92.2,94.2,85.8,90.3,92.0,免费评估
7,剑桥大学University of Cambridge,United Kingdom,88.1,99.7,83.1,94.1,91.7,免费评估
8,牛津大学University of Oxford,United Kingdom,86.8,99.7,87.3,94.7,91.5,免费评估
9,伦敦政治经济学院The London School of Economics and Political Science,United Kingdom,91.6,91.9,84.4,88.8,90.7,免费评估
10,Università Commerciale Luigi Bocconi,Italy,87.5,89.3,86.8,93.5,88.6,免费评估
11,"University of California, Berkeley (UCB)",United States,88.2,86.1,90.5,94.1,88.4,免费评估
12,National University of Singapore (NUS),Singapore,86.8,91.9,79.3,88.1,87.7,免费评估
13,Copenhagen Business School,Denmark,89.8,81.5,85.0,94.7,87.3,免费评估
14,HEC Paris School of Management,France,86.6,86.5,91.4,79.0,86.3,免费评估
15,The University of Melbourne,Australia,81.1,90.8,83.5,90.3,85.2,免费评估
16,Yale University,United States,82.0,87.4,89.1,84.8,84.6,免费评估
17,"University of California, Los Angeles (UCLA)",United States,83.1,85.4,88.3,84.8,84.5,免费评估
18,The Hong Kong University of Science and Technology,Hong Kong,84.4,84.8,88.4,79.0,84.4,免费评估
19,New York University (NYU),United States,84.2,80.1,88.2,91.6,84.1,免费评估
19,University of Chicago,United States,84.9,80.1,90.1,86.5,84.1,免费评估
21,Erasmus University Rotterdam,Netherlands,85.2,78.6,85.5,92.3,84.0,免费评估
22,Columbia University,United States,83.0,84.1,83.1,88.8,83.9,免费评估
22,Northwestern University,United States,87.5,74.0,89.8,89.5,83.9,免费评估
24,The University of New South Wales (UNSW Australia),Australia,80.3,87.7,80.4,90.9,83.6,免费评估
25,华威大学The University of Warwick,United Kingdom,82.0,76.8,85.6,98.5,82.5,免费评估
26,The University of Hong Kong,Hong Kong,77.6,88.1,84.1,87.3,82.4,免费评估
27,University of Michigan,United States,81.0,75.0,89.4,100.0,81.9,免费评估
28,"Nanyang Technological University, Singapore (NTU)",Singapore,79.0,84.2,77.0,82.1,80.7,免费评估
28,曼彻斯特大学The University of Manchester,United Kingdom,77.4,79.1,84.0,99.0,80.7,免费评估
30,The University of Sydney,Australia,73.7,88.2,81.1,91.6,80.6,免费评估
31,The Chinese University of Hong Kong (CUHK),Hong Kong,76.8,82.9,86.2,86.5,80.5,免费评估
32,Monash University,Australia,73.8,87.0,80.7,92.3,80.3,免费评估
33,Seoul National University,South Korea,76.6,83.4,81.9,83.0,79.8,免费评估
34,Peking University,China,74.9,86.6,78.6,83.0,79.6,免费评估
35,University of Toronto,Canada,77.0,78.4,84.5,87.3,79.2,免费评估
36,帝国理工学院Imperial College London,United Kingdom,72.7,84.5,87.9,85.7,79.1,免费评估
37,University of St.Gallen (HSG),Switzerland,74.7,80.6,84.0,88.8,78.8,免费评估
38,University of British Columbia,Canada,77.0,76.4,88.0,84.8,78.7,免费评估
39,The Hong Kong Polytechnic University,Hong Kong,73.3,76.5,86.1,98.5,78.1,免费评估
40,Duke University,United States,77.3,70.2,92.9,89.5,78.0,免费评估
41,Cornell University,United States,74.6,78.1,84.0,88.1,77.9,免费评估
41,University of Texas at Austin,United States,76.8,71.2,88.0,92.9,77.9,免费评估
43,Shanghai Jiao Tong University,China,72.6,83.4,79.4,85.7,77.8,免费评估
44,The University of Tokyo,Japan,75.3,86.7,69.0,71.4,77.7,免费评估
45,The Australian National University,Australia,74.3,81.2,78.6,82.1,77.6,免费评估
45,City University of Hong Kong,Hong Kong,73.9,75.2,85.2,95.9,77.6,免费评估
45,McGill University,Canada,73.4,78.5,88.6,84.8,77.6,免费评估
45,WU (Vienna University of Economics and Business),Austria,77.6,74.5,84.0,80.0,77.6,免费评估
49,Tsinghua University,China,72.2,84.2,77.2,83.9,77.5,免费评估
50,The University of Auckland,New Zealand,69.9,84.0,83.4,88.8,77.4,免费评估
